VALUE	SESSIONLENGTH	TIMEONPAGE	FREQUENCY	TIMER
27480	3.169	78218.14693	171	FID
16970	3.975	65318.5881	780	FID
23840	3.601	97306.73913	251	FID
24700	3.132	79315.83946	241	FID
16180	3.892	69403.83213	850	FID
12030	4.104	63349.12963	2052	FID
29190	2.836	74676.5636	147	FID
27280	3.932	88665.02788	163	FID
27450	4.116	91897.8074	146	FID
2380	4.283	46602.94342	99169	FID
4990	4.168	50820.76564	21870	FID
8880	4.184	54499.2715	4945	FID
4500	4.197	49821.12291	28328	FID
13980	4.404	64005.17143	1282	FID
21730	3.845	79380.94626	362	FID
26550	3.672	100941.6744	165	FID
29530	4.305	77020.58446	118	FID
24890	4.429	84559.3024	254	FID
760	3.934	49801.13517	247769	FID
11590	4.338	64719.51019	2309	FID
15940	3.88	69276.21796	912	FID
10500	4.335	58122.44902	2979	FID
17760	4.556	75730.47548	652	FID
15500	3.622	69203.2945	928	FID
10690	4.094	55371.3906	2958	FID
25810	6.47	86748.63662	217	FID
16610	3.974	72193.02868	792	FID
21340	5.237	70987.44861	374	FID
26800	5.989	84076.72835	190	FID
25940	3.653	81238.91657	222	FID
21650	3.96	79772.90117	358	FID
2220	4.361	46262.61857	109530	FID
800	3.96	49556.63226	244686	FID
13800	3.892	67628.26579	1355	FID
11710	4.055	59853.04605	2189	FID
24540	3.742	87101.53432	210	FID
7550	4.154	55142.12291	7850	FID
9320	4.008	56133.11283	4423	FID
17540	3.539	67368.99302	669	FID
12630	4.149	61679.67511	1761	FID
24120	4.306	84191.59152	222	FID
21070	4.03	70838.75871	396	FID
14000	4.659	67674.87584	1294	FID
20520	4.506	80415.44309	407	FID
2770	4.358	46670.23551	79543	FID
5360	4.255	52034.28535	17928	FID
18530	4.37	73718.69055	558	FID
24620	3.33	74127.21	227	FID
7040	4.414	53753.83388	9341	FID
7130	4.236	53313.34793	8730	FID
18510	4.274	76778.87047	604	FID
23810	4.675	82843.88585	262	FID
17060	4.414	72492.52109	753	FID
23700	2.985	95463.2146	284	FID
26590	5.386	81924.57861	194	FID
28150	4.588	89562.81325	141	FID
2560	4.25	45831.70599	90018	FID
6880	4.347	55516.49675	9884	FID
2900	4.212	47059.67175	73111	FID
6480	4.296	53349.8844	11459	FID
2320	4.407	46008.06461	103751	FID
13190	4.075	64496.07931	1560	FID
9600	4.082	58647.52952	3897	FID
12910	4.108	65698.30404	1655	FID
24810	3.657	98854.38744	248	FID
21850	3.468	83108.18401	329	FID
12870	4.249	73716.39057	1702	FID
19680	4.213	72212.49198	482	FID
24590	3.301	89673.96199	232	FID
23220	3.685	79814.70637	286	FID
26180	3.704	86931.54514	193	FID
10650	4.138	65442.41371	2853	FID
25930	4.243	84336.93336	201	FID
22260	3.38	91884.27993	331	FID
940	4.079	48713.72247	227609	FID
1160	4.155	48082.50439	201403	FID
1730	4.316	46551.71027	145829	FID
1050	4.113	48823.01564	214752	FID
8310	4.37	58400.28087	5917	FID
9030	4.031	57298.4272	4723	FID
24500	4	69987.46852	243	FID
11990	4.25	64050.29053	2048	FID
12800	4.594	70792.36498	1777	FID
14690	4.243	67513.62742	1181	FID
15290	4.045	71257.89026	971	FID
25880	3.603	78969.82769	207	FID
26510	5.107	86648.27008	186	FID
2040	4.391	45985.07919	121539	FID
12160	4.374	59622.51609	2012	FID
5490	4.228	53503.86477	17170	FID
22780	3.887	84938.34866	312	FID
27910	16.215	99358.64386	158	FID
29990	4.719	87148.90416	132	FID
17120	3.416	79006.17575	680	FID
16140	3.807	69363.31678	837	FID
27610	3.104	88299.33642	173	FID
4950	4.278	51225.72899	22404	FID
4580	4.094	49391.69986	27310	FID
1010	4.086	48589.13985	218571	FID
1360	4.177	48068.96872	178921	FID
2210	4.293	46425.70137	110190	FID
3260	4.277	47277.65059	58326	FID
7470	4.396	56379.14595	8019	FID
18960	3.654	75954.01767	527	FID
18140	4.689	68806.652	609	FID
7330	4.204	57648.54674	8324	FID
27860	6.751	114614.7894	137	FID
12380	4.079	63625.90469	1923	FID
9000	4.298	61204.08717	4817	FID
22830	4.137	86414.75904	299	FID
24250	3.406	85884.13902	263	FID
730	3.885	49831.80844	252427	FID
7310	4.374	54809.78071	8425	FID
14370	4.814	62788.56508	1254	FID
16300	3.442	72335.37089	828	FID
14890	3.78	69353.24501	1046	FID
24970	3.904	78535.98353	221	FID
20270	4.412	65519.2126	422	FID
26670	4.675	77612.2266	179	FID
1910	4.444	46562.83122	131120	FID
260	4.206	52855.71311	498446	FID
5710	4.081	53112.34173	15243	FID
6700	4.375	51869.83754	10451	FID
14140	4.409	74314.93111	1217	FID
26310	3.031	87184.79294	190	FID
19190	3.724	69282.25281	516	FID
21110	4.206	80496.8043	383	FID
23640	3.832	83300.56871	269	FID
23520	4.457	80260.8747	258	FID
1920	4.348	46612.81814	130535	FID
4730	4.166	50475.03846	25031	FID
2020	4.443	46588.25312	123106	FID
7940	4.04	55176.54313	6592	FID
28580	3.086	102620.5211	151	FID
9210	4.107	58410.4774	4447	FID
17800	3.987	68770.57465	624	FID
21550	6.421	68926.00199	356	FID
19160	3.628	67591.00853	471	FID
18890	3.862	80055.58178	561	FID
19130	5.633	67800.29114	521	FID
14260	3.964	65146.76113	1301	FID
29980	5.007	90844.81276	127	FID
25300	3.382	89089.1171	209	FID
29100	3.229	95094.83796	144	FID
24240	4.614	86420.17935	236	FID
1000	4.083	49259.30467	220879	FID
8180	4.251	59788.99183	6155	FID
16890	4.253	73158.64683	762	FID
6120	4.204	52750.81379	12916	FID
7350	4.591	55510.25074	8326	FID
21420	3.36	82406.73617	391	FID
18740	3.994	77392.98108	557	FID
23690	3.837	92434.33293	246	FID
18550	3.783	69842.34456	600	FID
2470	4.312	46721.69361	94837	FID
29310	3.654	111548.6052	133	FID
6850	4.437	55344.93476	9883	FID
11140	4.478	60225.80041	2502	FID
15530	4.138	68509.60568	1016	FID
12510	4.304	65985.67869	1832	FID
22750	4.563	85118.48794	309	FID
19910	3.554	73532.58988	476	FID
15300	3.914	60747.72419	985	FID
19340	4.66	77004.63724	495	FID
23960	3.648	75907.53604	276	FID
1610	4.254	47253.30721	156044	FID
8120	4.286	55687.00868	6347	FID
13340	4.052	65837.23648	1519	FID
6260	4.256	51163.55331	12492	FID
12180	4.204	65931.11068	2000	FID
18440	5.655	75698.92959	641	FID
23660	3.752	78604.95985	271	FID
12650	4.051	69679.0935	1747	FID
20710	4.092	74289.60039	434	FID
15230	4.476	65262.14609	977	FID
27210	4.35	86058.58988	151	FID
24110	3.532	72006.29828	233	FID
27230	5.133	75584.14822	172	FID
22880	4.295	71714.44676	318	FID
28950	3.744	69840.82691	145	FID
23540	4.474	84001.71101	272	FID
11000	4.071	61645.78868	2726	FID
8770	4.188	57789.78271	5057	FID
24940	3.27	92475.03521	218	FID
28570	3.228	84746.61957	140	FID
27680	3.53	108808.9359	162	FID
27650	4.843	93972.80889	160	FID
28750	5.13	86997.42785	153	FID
11190	4.474	65933.32305	2485	FID
15060	4.053	67775.46247	1032	FID
4680	4.254	51762.4426	25661	FID
8680	4.525	56889.41544	5285	FID
9290	4.236	56527.89125	4302	FID
9330	3.968	57118.39628	4329	FID
16280	3.574	74666.58664	822	FID
15970	3.804	70460.43938	905	FID
13470	4.699	70520.83576	1446	FID
19830	3.936	77565.20446	472	FID
26480	4.158	94276.97963	195	FID
21010	3.892	79087.77008	390	FID
29080	4.685	80834.38715	121	FID
28200	3.852	90586.30061	163	FID
24780	3.855	84652.52353	221	FID
1690	4.415	47338.60079	148789	FID
2000	4.302	46319.59177	124073	FID
2050	4.379	46497.28924	121473	FID
6590	4.49	52667.14245	11197	FID
5900	4.187	53151.33431	14242	FID
5180	4.124	51079.33129	19659	FID
10280	4.202	60321.55612	3163	FID
5610	4.329	52494.76352	16136	FID
8080	4.026	56069.21096	6329	FID
7190	4.25	52592.8615	8696	FID
19800	3.429	88462.3909	445	FID
22580	4.303	77776.0989	316	FID
17150	4.184	72426.15441	688	FID
21210	4.475	82765.31922	374	FID
290	4.141	53063.14868	445149	FID
1490	4.243	47879.26489	167302	FID
28320	4.368	86300.15708	152	FID
16760	4.079	68508.39616	759	FID
20240	3.519	69404.7022	433	FID
22440	4.306	90607.46556	316	FID
28560	2.946	86758.74299	150	FID
26090	3.837	80404.1731	203	FID
24920	3.565	83439.44412	214	FID
6380	4.121	54986.52796	11954	FID
12450	3.545	60099.64212	1884	FID
14960	6.951	56938.66241	1060	FID
11500	4.64	62348.77449	2376	FID
16360	4.918	62083.4574	847	FID
10860	4.281	60014.39588	2728	FID
20790	3.71	78622.77986	401	FID
27360	4.78	99994.08272	141	FID
25910	4.048	85723.56777	205	FID
10	3.695	53362.04516	33754521	FID
690	3.876	50222.37835	256694	FID
1810	4.403	46334.36325	138554	FID
1980	4.343	46598.06701	125667	FID
7200	4.185	55985.57672	8637	FID
11130	3.993	61750.78099	2554	FID
25740	3.974	95608.09535	234	FID
20720	3.778	81122.80772	398	FID
25710	4.305	80237.95131	226	FID
25130	2.913	93458.22606	207	FID
22010	4.637	71664.32139	323	FID
28450	5.172	75989.1974	139	FID
5150	4.266	51374.841	20099	FID
10210	4.594	59272.47948	3304	FID
15610	4.17	70625.93016	931	FID
18920	3.522	72939.91401	559	FID
24140	4.178	83194.43547	274	FID
19270	3.834	80259.2903	500	FID
10230	4.345	60353.21298	3136	FID
28400	2.811	86068.97935	143	FID
14390	3.888	67424.48528	1227	FID
26120	3.865	75729.07171	194	FID
24840	5.292	86063.2199	226	FID
8160	4.149	56652.38474	6313	FID
13840	4.302	67577.99544	1440	FID
14560	3.663	70659.23536	1122	FID
20340	4.266	71978.18104	435	FID
22030	4.354	84904.03047	336	FID
29200	2.717	83878.53595	177	FID
18260	5.221	77942.33457	600	FID
24210	4.524	73638.68342	246	FID
28510	3.798	80144.76786	159	FID
28710	3.45	98138.66697	142	FID
40	4.675	56058.78639	5159215	FID
2250	4.346	46605.9429	107363	FID
4850	4.219	51432.55849	23409	FID
5950	4.09	52601.47037	14000	FID
3420	4.192	48108.05651	53186	FID
4320	4.261	50029.26577	31161	FID
7820	4.321	56399.82874	6957	FID
10180	4.099	61006.85616	3244	FID
20740	4.594	68904.29427	385	FID
23770	3.154	77771.27437	279	FID
26170	3.662	83324.46223	169	FID
18460	4.408	73069.17769	593	FID
10890	4.417	62567.4207	2771	FID
22050	4.46	80130.76195	319	FID
28390	2.687	84916.02544	147	FID
29390	4.381	89386.92525	139	FID
28720	3.962	112819.5818	160	FID
1520	4.194	47273.13929	164433	FID
13490	4.501	68391.27154	1423	FID
8030	4.294	58343.92433	6598	FID
4550	4.162	50278.44257	27428	FID
3920	4.182	49270.18616	39230	FID
23490	4.62	73228.80221	261	FID
16700	3.976	73600.40997	804	FID
18410	3.283	68523.88722	579	FID
10310	3.846	57071.57873	3198	FID
17730	4.008	76664.90227	603	FID
27310	4.398	84429.06763	183	FID
17400	4.174	70009.59713	689	FID
8210	4.195	58991.52051	6107	FID
1900	4.373	46336.05558	131432	FID
5120	4.315	51557.72348	20240	FID
18560	4.095	80147.85312	589	FID
17010	4.279	70120.15028	723	FID
16320	3.965	66393.84272	845	FID
25510	5.153	92184.22196	209	FID
13060	4.406	62156.98966	1608	FID
22960	4.542	76364.87879	315	FID
20440	3.879	69096.99948	408	FID
27030	3.902	96049.30793	175	FID
220	4.268	213472.609	607275	FID
10980	4.258	59555.25508	2621	FID
11700	4.078	67047.30637	2225	FID
18130	4.571	72918.53058	623	FID
10900	4.408	62570.29553	2767	FID
16670	4.334	75405.82393	801	FID
28010	4.976	106077.8009	171	FID
80	4.886	55084.7381	2023261	FID
8190	4.259	59709.98331	6061	FID
4520	4.151	50619.92932	27874	FID
5620	4.283	51127.63754	16162	FID
11260	3.933	58837.2972	2394	FID
23350	4.39	85739.89891	261	FID
25010	3.598	70626.51033	204	FID
11510	4.239	58935.36658	2335	FID
29900	4.291	88933.35065	137	FID
23430	7.788	86864.63186	317	FID
27920	2.932	95609.70502	164	FID
28130	2.509	93545.64536	159	FID
6400	4.271	54317.67038	11805	FID
7070	4.371	54040.8891	9333	FID
26890	4.413	101300.5056	174	FID
20130	3.421	71542.30828	408	FID
16260	3.938	73023.1536	857	FID
12190	3.909	60640.72114	1971	FID
28120	4.02	84652.06474	150	FID
20070	4.382	73383.76951	481	FID
12500	4.116	64953.61596	1869	FID
8400	4.379	55698.09284	5809	FID
25790	3.748	75660.75064	211	FID
2840	4.299	46580.0918	75141	FID
5520	4.282	52639.14205	16677	FID
6510	4.21	55570.23723	11236	FID
10300	4.127	54401.44751	3206	FID
8240	4.428	58415.39704	6156	FID
14850	4.634	68656.39312	1099	FID
13350	4.222	66306.85794	1545	FID
13740	4.158	69585.46754	1404	FID
10080	4.53	58592.04769	3398	FID
24270	3.753	78943.46128	264	FID
17570	4.172	75954.7965	674	FID
3770	4.178	47905.33521	43251	FID
17200	3.909	78698.48072	742	FID
15520	3.941	70522.86292	954	FID
24990	4.075	85017.3732	239	FID
16830	4.489	68587.88591	770	FID
16540	4.041	73528.6059	818	FID
17550	3.963	71760.16023	738	FID
12710	4.404	63811.42713	1710	FID
20730	3.825	67060.03958	440	FID
21930	3.787	84547.76729	376	FID
25230	3.631	80368.61434	217	FID
24650	3.114	87690.57264	228	FID
29300	3.759	80755.64144	133	FID
620	3.847	50226.34108	268340	FID
860	4.007	49300.87196	237301	FID
4740	4.33	51072.52899	24681	FID
6200	4.225	55314.80183	12434	FID
6970	4.218	55341.41629	9530	FID
7730	4.256	56588.9149	7362	FID
8450	4.102	57385.75444	5609	FID
16060	4.096	74635.01794	852	FID
21160	3.83	79719.4809	406	FID
23650	3.475	85332.44926	290	FID
14010	4.222	65687.92077	1341	FID
22330	3.619	83661.15883	355	FID
5340	4.082	53220.21752	18309	FID
930	4.043	49458.76263	228895	FID
8070	4.408	56007.72703	6434	FID
13050	4.059	64427.60293	1578	FID
10250	4.279	62012.40699	3297	FID
12400	4.253	61762.1457	1884	FID
21170	3.444	77946.76318	405	FID
18800	4.519	74254.25323	572	FID
22110	3.829	75620.80194	347	FID
28190	3.299	98774.7648	147	FID
26920	2.939	82306.33856	198	FID
3380	4.194	48304.24691	54432	FID
4160	4.16	48801.53265	34157	FID
2720	4.366	47115.43378	81596	FID
8800	4.169	59342.01905	5004	FID
14290	4.451	75415.71469	1308	FID
10350	4.16	59503.50194	3122	FID
10120	4.273	57824.63944	3365	FID
16850	4.146	67109.95859	773	FID
15470	5.039	70222.53787	982	FID
22140	4.431	75781.74663	315	FID
19960	4.493	72284.70058	458	FID
17610	3.522	63947.62561	630	FID
6070	4.344	54100.73772	13372	FID
5730	4.312	52120.85747	15202	FID
7160	4.267	55628.15138	8920	FID
11790	4.442	66857.88586	2169	FID
14310	4.955	69779.01536	1284	FID
10760	4.294	65331.60695	2826	FID
10960	4.098	60868.93711	2622	FID
24880	3.465	86598.87452	217	FID
29970	7.07	121059.0352	113	FID
11090	4.092	58651.95824	2520	FID
2910	4.197	46131.41649	72373	FID
4200	4.292	49279.49961	33667	FID
3870	4.246	48903.36246	40332	FID
3440	4.127	48453.31248	52404	FID
6080	4.162	54147.33966	13153	FID
7090	4.142	55802.45528	9113	FID
22300	3.679	76991.8136	303	FID
12720	3.921	69881.53438	1692	FID
20900	4.307	79235.1339	406	FID
20250	3.289	69904.98525	425	FID
22150	3.886	85736.01759	343	FID
26810	4.73	100516.8951	182	FID
2780	4.355	47059.90744	78545	FID
2750	4.36	46232.79751	80031	FID
11890	4.095	60362.83697	2105	FID
10970	4.202	59814.34197	2681	FID
11550	4.063	64456.22801	2340	FID
24720	3.789	74920.07025	228	FID
29570	5.074	90757.3688	148	FID
24490	3.801	99099.81507	242	FID
26750	3.372	86315.6652	172	FID
3890	4.17	48795.82941	40005	FID
5010	4.41	51816.7765	21440	FID
6450	4.135	53588.7128	11506	FID
4610	4.532	51156.54947	26308	FID
2520	4.325	46439.72629	91947	FID
3900	4.222	48628.24626	39379	FID
5690	4.487	53621.37293	15657	FID
5020	4.38	51263.24627	21516	FID
22170	4.405	94604.03562	318	FID
9350	4.342	58283.87844	4346	FID
10240	4.14	58721.61523	3316	FID
24690	4.731	94949.74211	231	FID
14300	4.231	71693.11955	1269	FID
17500	3.844	71785.50549	687	FID
24190	3.533	84462.22364	253	FID
9820	4.162	60869.89076	3703	FID
28430	4.77	79732.03251	148	FID
26080	4.787	81156.21955	202	FID
6800	4.424	55592.31502	10140	FID
2010	4.308	45965.82975	123698	FID
11900	3.805	61493.14552	2064	FID
22620	3.394	72195.91348	327	FID
25920	2.808	86903.11879	178	FID
22630	3.868	76724.1192	319	FID
13130	4.171	61255.60664	1649	FID
19770	4.307	75039.82375	472	FID
23820	4.465	82491.49694	264	FID
24480	4.16	86738.31063	250	FID
16720	3.523	67347.66109	776	FID
24860	3.843	78053.0932	217	FID
21020	3.596	77284.38442	411	FID
27830	3.677	90251.57548	158	FID
29790	4.699	70315.44486	143	FID
4410	4.168	50156.34596	29760	FID
22940	3.488	75852.48955	272	FID
11830	3.803	65020.62584	2172	FID
14810	4.523	64976.65453	1079	FID
13510	4.025	67002.32322	1383	FID
11360	4.678	61960.00662	2345	FID
25260	3.523	90122.94078	216	FID
23670	3.393	75706.88786	282	FID
27320	5.702	81623.73408	158	FID
2280	4.327	46011.10936	105419	FID
2480	4.28	46622.19073	94873	FID
6750	4.348	55080.7	10297	FID
9520	4.434	56130.7245	3905	FID
11610	4.272	63788.38514	2248	FID
17330	4.112	74448.80591	683	FID
17090	4.315	73556.53053	749	FID
14700	4.194	61823.97228	1127	FID
25770	3.461	72607.65023	197	FID
6280	4.036	52070.41072	12234	FID
4590	4.233	50670.3245	26801	FID
11730	4.077	66483.18267	2300	FID
16430	3.85	76216.21913	840	FID
27490	5.349	95526.4361	166	FID
18190	3.44	76326.60716	600	FID
28670	3.16	107169.9558	143	FID
26410	3.477	84904.56995	178	FID
17720	4.312	76205.24196	640	FID
23180	3.783	78554.23457	282	FID
16000	4.329	72747.54252	907	FID
17250	4.462	73014.78288	733	FID
16860	4.02	72838.46544	723	FID
24430	3.612	70631.97426	227	FID
17850	4.008	74598.20231	608	FID
27060	3.355	90237.76444	180	FID
3370	4.265	48132.39302	54706	FID
3090	4.195	46858.5838	64640	FID
4450	4.358	50791.46099	28802	FID
3750	4.262	48458.1542	43391	FID
10020	4.151	61809.757	3417	FID
9090	4.025	55992.76439	4622	FID
18900	3.341	79667.52927	544	FID
17240	3.812	68560.75453	726	FID
17340	4.239	81491.84413	664	FID
23890	5.198	85181.45414	252	FID
29660	3.281	98234.96607	142	FID
27560	5.005	93192.59656	169	FID
320	4.081	52915.92984	401480	FID
700	3.893	49979.11632	256580	FID
750	3.971	49887.82216	249561	FID
1700	4.375	47157.07263	147854	FID
9640	4.484	59818.49572	3870	FID
17170	3.749	74948.64815	743	FID
29670	4.315	102957.9614	133	FID
12010	3.96	65144.6676	2119	FID
15420	4.264	60040.08888	989	FID
17520	4.373	70971.25086	685	FID
2970	4.214	47423.87093	69982	FID
4890	4.252	51343.25436	22909	FID
10840	4.246	63221.40897	2776	FID
17020	4.671	69818.54555	762	FID
9160	4.233	56981.50624	4443	FID
15780	4.264	71900.90174	908	FID
14120	3.619	61404.89496	1247	FID
25520	3.874	75218.81729	207	FID
27770	3.787	98205.2227	160	FID
2120	4.392	46081.95614	115734	FID
3990	4.206	48590.94575	37461	FID
24380	3.574	79415.44424	228	FID
12880	3.959	66636.84941	1722	FID
7790	4.017	57228.17248	7175	FID
12320	3.907	57676.03431	1887	FID
13970	4.092	69136.75655	1314	FID
15090	4.576	65412.2615	1077	FID
26150	3.164	78956.68616	195	FID
17740	3.673	72260.75263	627	FID
18690	3.581	75771.09964	538	FID
28050	3.987	75781.41945	162	FID
26130	5.765	105181.5574	183	FID
3320	4.352	47816.69479	56124	FID
3060	4.217	46358.77875	66292	FID
1390	4.287	47458.03342	176464	FID
3200	4.332	47119.04723	60411	FID
12290	4.337	61962.79038	1944	FID
3240	4.17	46878.65015	59219	FID
12460	4.168	61563.22974	1841	FID
10640	4.078	58591.20468	2953	FID
4930	4.306	52154.58706	22434	FID
8550	4.171	57342.63456	5583	FID
14320	4.189	70226.02557	1200	FID
19240	3.041	83101.51409	531	FID
18980	4.194	72887.37707	503	FID
29930	3.111	77834.97545	143	FID
25860	4.119	78729.85786	217	FID
7880	4.073	55511.21888	6861	FID
3560	4.257	47160.07843	48597	FID
9250	4.81	58267.17821	4421	FID
20090	3.128	70347.2052	475	FID
15280	3.814	72947.85829	982	FID
20610	3.55	69965.52047	407	FID
15550	4.008	67865.75813	933	FID
19570	4.571	81779.66271	474	FID
21970	4.535	70238.96185	327	FID
15220	3.959	68101.07049	1055	FID
5290	4.084	51553.19624	18546	FID
4630	4.077	49130.6003	26436	FID
15570	4.302	68593.2671	977	FID
16040	3.711	69373.15365	885	FID
23320	4.236	88879.23638	334	FID
21940	4.072	92890.66453	347	FID
26540	3.409	83394.49335	171	FID
10770	4.508	63911.66018	2799	FID
13860	4.503	64278.22642	1410	FID
12950	4.219	64498.53231	1688	FID
10730	4.43	57061.05996	2857	FID
13660	4.23	62871.43259	1426	FID
23460	3.989	94228.26326	283	FID
27840	5.261	86769.67608	168	FID
21240	3.821	70413.68222	381	FID
27640	3.376	97306.68835	154	FID
27630	3.338	96969.89689	139	FID
1540	4.226	47412.96538	161727	FID
15730	3.868	77819.52805	922	FID
7850	4.292	58359.32118	7041	FID
10200	4.53	57254.06305	3299	FID
10190	4.238	62599.3965	3281	FID
14510	4.109	67095.125	1167	FID
8840	4.182	57347.37595	5110	FID
13120	4.094	68008.34175	1613	FID
9480	4.435	58210.01334	4013	FID
16390	3.489	69951.06653	833	FID
18400	3.767	70781.12346	588	FID
7270	4.421	57694.63329	8449	FID
28210	2.986	101613.3224	151	FID
29950	2.865	93525.07144	126	FID
29510	3.573	95149.63211	122	FID
2930	4.319	47131.44493	71536	FID
4040	4.112	48400.3996	36625	FID
470	3.81	51671.52516	298224	FID
4140	4.134	49256.35728	34227	FID
3840	4.144	48556.75999	41301	FID
26970	3.643	109938.2514	191	FID
11100	4.224	62238.95889	2567	FID
17490	3.967	64467.54311	687	FID
21360	3.858	83820.19955	354	FID
11110	4.166	59286.14885	2591	FID
20590	3.622	83712.88359	400	FID
14920	4.184	67322.59779	1070	FID
23510	3.754	74535.44829	285	FID
14670	3.722	69683.65442	1126	FID
3630	4.332	48187.93868	46438	FID
3050	4.222	46966.56031	66646	FID
6570	4.195	53176.74097	11133	FID
5990	4.196	52014.30623	13701	FID
7210	4.814	55123.56067	8724	FID
6390	4.298	54143.3098	11637	FID
25820	3.251	81593.61829	187	FID
14380	3.993	69791.94054	1205	FID
14870	4.178	65917.66464	1141	FID
19020	3.95	71323.31244	524	FID
27290	4.254	95007.12033	177	FID
28240	3.761	82976.951	159	FID
7520	4.246	55595.29998	7972	FID
6290	4.321	52997.02028	12096	FID
6810	4.253	53488.57981	9845	FID
14570	3.653	69288.89104	1168	FID
15790	4.392	66926.65036	878	FID
15350	3.877	72817.88406	994	FID
24460	4.19	79237.99333	242	FID
12620	4.142	64675.87972	1767	FID
24900	6.087	102240.8421	239	FID
19580	3.691	67458.80491	464	FID
27050	3.339	92186.76601	153	FID
26900	3.775	78644.11	187	FID
26200	3.439	79947.04062	198	FID
28980	2.85	104278.9538	127	FID
500	3.816	51700.94222	289949	FID
420	3.846	52108.71707	320541	FID
3520	4.189	47658.04689	50161	FID
1140	4.148	48186.12709	203745	FID
1650	4.337	47471.88434	152518	FID
340	4.017	53246.52181	377305	FID
6670	4.201	53464.82824	10464	FID
