VALUE	SESSIONLENGTH	TIMEONPAGE	FREQUENCY	TIMER
9780	3.849	50837.89645	107612	TTI
19820	3.176	63944.41837	19784	TTI
11430	3.692	52498.22195	77919	TTI
29840	3.044	77954.55539	5687	TTI
28080	2.964	73319.74133	7171	TTI
7650	4.207	48011.16694	169792	TTI
3020	4.714	48554.13502	341649	TTI
10610	3.756	50839.97675	91397	TTI
11470	3.725	52352.88561	77652	TTI
22180	3.079	65749.34698	14639	TTI
19630	3.255	65516.25085	20096	TTI
18680	3.325	63928.91316	23442	TTI
5750	4.455	46598.06415	256152	TTI
28790	3.054	77719.90744	6524	TTI
25180	3.072	70633.74444	10102	TTI
25530	3.138	75597.89208	9721	TTI
20450	3.231	66897.08717	18045	TTI
7080	4.229	47693.30463	193552	TTI
2130	4.64	47101.97126	279902	TTI
7010	4.246	47665.41895	195467	TTI
4340	4.658	46106.13211	320577	TTI
6660	4.305	46730.31591	210806	TTI
1270	4.481	43576.42351	150979	TTI
23500	2.994	70730.50586	12642	TTI
13880	3.506	56050.47261	49808	TTI
22200	3.205	67907.24475	14831	TTI
11780	3.611	52646.88154	72522	TTI
20540	3.234	65870.03705	17788	TTI
13140	3.419	55157.93675	56650	TTI
20120	3.421	65882.11116	18915	TTI
25570	2.982	69868.47211	9581	TTI
22600	3.048	68976.30507	13602	TTI
20400	3.267	64916.1722	18351	TTI
14520	3.558	57060.35562	44593	TTI
20100	3.308	66399.84066	19188	TTI
8830	3.963	49186.98329	130857	TTI
22210	3.144	67177.19211	14508	TTI
12060	3.524	52527.13982	68832	TTI
8390	3.995	48397.66508	144398	TTI
20830	3.172	66089.42279	17249	TTI
28420	2.968	74118.78359	6841	TTI
25980	3.16	71070.26185	9238	TTI
5090	4.589	45897.30384	287629	TTI
1830	4.538	46337.29894	242884	TTI
2090	4.642	47517.41226	276325	TTI
18660	3.276	63896.72959	23249	TTI
10420	3.79	50934.58323	94484	TTI
24710	3.099	72931.38839	10761	TTI
19230	3.254	65036.80769	21501	TTI
12250	3.605	53230.16107	66778	TTI
17110	3.365	59377.27087	29465	TTI
13680	3.511	55618.50668	51379	TTI
6300	4.322	46854.24875	228770	TTI
14550	3.467	56565.37386	44156	TTI
9870	3.84	50650.27351	105644	TTI
10390	3.793	51407.01073	95408	TTI
590	3.615	34413.34477	44593	TTI
14950	3.508	57312.4835	41589	TTI
890	4.148	39680.83935	88959	TTI
29870	2.857	77935.53424	5732	TTI
24010	3.159	69357.64119	11624	TTI
15950	3.306	57525.79475	35061	TTI
11200	3.684	51807.96956	82056	TTI
11440	3.611	52674.00724	77518	TTI
17660	3.265	60924.58198	27165	TTI
9980	3.786	50360.60536	103016	TTI
9860	3.788	50570.96441	105904	TTI
5470	4.563	46346.48047	269063	TTI
12480	3.624	54335.64271	63995	TTI
3860	4.711	46568.27347	334525	TTI
10370	3.787	51153.02789	95969	TTI
15100	3.476	58750.82251	40541	TTI
24230	3.091	67694.99535	11405	TTI
7670	4.177	47754.36867	169042	TTI
7680	4.134	47987.82971	168986	TTI
21910	3.158	67261.779	15133	TTI
23480	2.969	69593.35909	12439	TTI
20160	3.318	64383.80844	18699	TTI
27160	2.862	72984.80564	8083	TTI
15330	3.41	57928.58039	38880	TTI
2290	4.671	47608.29405	297288	TTI
26930	2.993	95108.69626	9070	TTI
7870	4.112	48660.4778	161939	TTI
3590	4.701	47185.56782	341222	TTI
1580	4.554	45884.56144	204636	TTI
29230	2.896	76750.98196	6191	TTI
1260	4.481	44073.51073	148877	TTI
11850	3.674	53489.62926	71972	TTI
12960	3.542	54234.86752	58584	TTI
21310	3.384	67183.22466	16451	TTI
450	3.187	31984.49015	27233	TTI
26650	3.028	73888.40378	8531	TTI
20770	3.274	64496.22913	17305	TTI
18970	3.238	64595.93212	22144	TTI
21680	3.232	67916.58886	15462	TTI
18050	3.362	62151.71179	25227	TTI
1430	4.489	45346.73316	177910	TTI
29590	3.113	77330.39944	5773	TTI
14080	3.512	56786.1055	47918	TTI
4180	4.689	46386.63345	327171	TTI
4810	4.596	46474.00404	299777	TTI
9890	3.82	50282.64339	104579	TTI
4960	4.604	46202.13781	292835	TTI
18780	3.218	62757.28111	22981	TTI
2610	4.712	48231.65072	323946	TTI
5370	4.562	46277.65424	273714	TTI
5200	4.591	46375.53084	283225	TTI
13540	3.533	55901.57955	52315	TTI
15870	3.316	58703.60054	35556	TTI
25660	2.998	73347.76716	9392	TTI
15210	3.411	58913.57357	39499	TTI
27370	2.977	73749.05339	7843	TTI
15580	3.397	58699.21649	37185	TTI
21150	3.233	65443.17242	16929	TTI
3030	4.697	48125.7438	341011	TTI
10260	3.767	51201.86099	98096	TTI
20060	3.231	64855.1036	18851	TTI
19670	3.324	63849.40496	20487	TTI
6840	4.283	47411.10338	203117	TTI
330	3.214	27881.49753	15641	TTI
270	3.203	29720.10825	11011	TTI
23400	3.088	68183.3114	12547	TTI
26870	2.96	70660.18223	8176	TTI
22820	3.251	66536.87092	13636	TTI
25210	3.013	70364.65043	9958	TTI
25090	3.055	70656.99021	10316	TTI
18430	3.235	62957.01754	24389	TTI
18110	3.315	62543.87669	25141	TTI
18270	3.27	63472.5719	24658	TTI
29830	2.797	76597.03423	5781	TTI
25330	3.167	69463.67841	10029	TTI
6210	4.349	46499.33397	232484	TTI
8290	4.006	48148.35468	147606	TTI
8520	4.035	48726.71179	140118	TTI
28410	2.783	77159.05097	6880	TTI
18020	3.297	63420.01273	25698	TTI
20360	3.252	65502.07083	18316	TTI
28900	2.945	75089.4944	6413	TTI
60	2.577	19774.52515	1526	TTI
4050	4.689	46539.67967	331374	TTI
5790	4.429	46234.93254	253320	TTI
10950	3.687	52226.55431	85864	TTI
8490	4.003	48733.1201	141058	TTI
12640	3.663	54080.43489	62055	TTI
5920	4.439	46695.65443	246753	TTI
17700	3.248	61534.70327	26923	TTI
10010	3.83	50234.37344	102363	TTI
27020	2.941	73118.33169	8406	TTI
21760	3.083	65837.60842	15415	TTI
6020	4.407	46634.311	241851	TTI
24420	2.979	70514.57103	11178	TTI
160	2.799	29528.15985	4731	TTI
4270	4.669	45977.77266	322887	TTI
4820	4.626	46098.07863	300291	TTI
8720	3.976	48789.62959	134295	TTI
6720	4.295	47291.09936	209247	TTI
16530	3.352	60634.86192	32066	TTI
10470	3.738	50997.57536	94676	TTI
17070	3.401	60346.33829	29440	TTI
17830	3.354	61303.25111	26625	TTI
26250	2.956	73840.30356	8827	TTI
30000	2.838	77024.78894	2823	TTI
1590	4.518	46254.6058	206502	TTI
24870	2.973	71635.71393	10586	TTI
19370	3.172	64601.3702	20927	TTI
13100	3.593	54940.4805	57160	TTI
15440	3.498	58231.25388	38526	TTI
5440	4.537	45897.8081	269942	TTI
2990	4.754	48232.3375	340733	TTI
3830	4.715	46651.36329	337132	TTI
2580	4.7	48119.67057	323348	TTI
15810	3.435	59224.78134	36059	TTI
3100	4.735	48038.04249	342524	TTI
18450	3.348	63291.81315	24209	TTI
1100	4.502	43025.97733	120963	TTI
23110	3.03	67756.05947	13147	TTI
12040	3.619	52831.34347	68821	TTI
21440	3.139	66367.37794	16187	TTI
18200	3.257	61740.75124	24773	TTI
26330	2.985	73212.68795	8721	TTI
29040	2.914	74536.20483	6369	TTI
29750	2.993	77587.90591	5717	TTI
140	2.793	26503.81148	3907	TTI
14420	3.462	56548.44315	45228	TTI
12940	3.561	54139.33483	59159	TTI
1850	4.587	46561.16669	244840	TTI
16510	3.393	60864.22512	32166	TTI
15600	3.394	58787.16721	37014	TTI
10000	3.804	50594.70153	102593	TTI
13290	3.611	54384.29499	55312	TTI
23330	3.075	68543.69113	12643	TTI
2710	4.704	48081.93248	329796	TTI
5350	4.537	46054.04631	275215	TTI
3940	4.675	46850.70687	333760	TTI
19350	3.32	62443.97865	21147	TTI
15930	3.341	59298.36459	35399	TTI
27500	2.96	73635.83905	7774	TTI
6090	4.503	46770.15015	238281	TTI
1750	4.59	46258.25035	231179	TTI
7140	4.219	47650.74541	189620	TTI
6190	4.321	46756.04233	233104	TTI
9010	3.943	49327.05914	125893	TTI
25610	2.991	72405.41557	9422	TTI
9830	3.813	50504.68221	106580	TTI
20960	3.286	65580.83719	17026	TTI
1550	4.513	45088.8315	198557	TTI
11650	3.596	53550.82547	74644	TTI
18990	3.353	63893.73306	21925	TTI
26780	2.923	72549.35742	8343	TTI
19660	3.193	64368.33189	19802	TTI
10710	3.694	51519.33183	90003	TTI
19060	3.219	64907.64193	21978	TTI
7720	4.128	48057.21581	167290	TTI
2180	4.661	47043.96627	286604	TTI
3300	4.715	47664.59265	344385	TTI
26230	2.969	76027.38134	9121	TTI
24450	3.187	69840.67662	10908	TTI
1670	4.564	45680.57092	218473	TTI
28530	2.937	75199.93018	6806	TTI
14710	3.42	57412.95998	42726	TTI
18590	3.271	63674.91746	23706	TTI
24560	2.828	72664.68834	10852	TTI
630	3.577	34912.00051	50579	TTI
12210	3.659	53602.81419	67154	TTI
4150	4.697	46635.53538	328893	TTI
12000	3.637	53800.58824	70468	TTI
3250	4.721	47543.43182	345065	TTI
28030	2.882	76413.66469	7348	TTI
19390	3.27	63854.01497	20833	TTI
24610	2.999	70344.85369	10791	TTI
3140	4.742	47900.92722	342629	TTI
17420	3.41	61767.29152	28111	TTI
1400	4.529	44735.97489	174098	TTI
2260	4.692	47875.4837	293395	TTI
4620	4.617	46152.39485	309154	TTI
8300	3.993	48670.60255	147717	TTI
20330	3.221	64565.30926	18363	TTI
14900	3.426	57183.86141	41424	TTI
29720	3.19	77992.57837	5694	TTI
14110	3.495	56628.56638	47664	TTI
18640	3.377	64411.96272	23447	TTI
26680	2.92	74952.9717	8485	TTI
23060	3.068	68386.90389	13072	TTI
22430	3.183	67398.89365	14175	TTI
27670	2.893	71976.26965	7472	TTI
26380	2.919	72920.656	8715	TTI
13530	3.605	55108.74598	52643	TTI
2660	4.789	48686.21742	326926	TTI
19530	3.261	65246.81186	20493	TTI
810	4.009	38421.61652	77724	TTI
25340	2.973	71233.77403	9859	TTI
570	3.569	34385.1609	41897	TTI
600	3.66	33238.7809	46338	TTI
23080	3.07	69800.2825	13009	TTI
29010	3.008	76079.83936	6115	TTI
390	3.317	32187.26975	20965	TTI
2530	4.736	48064.9071	319114	TTI
1420	4.499	45168.12501	176575	TTI
1320	4.773	44176.31396	160828	TTI
4110	4.68	46148.75464	329144	TTI
17630	3.324	61480.15464	27234	TTI
18820	3.266	63037.56493	22862	TTI
20800	3.126	64366.00465	17275	TTI
18850	3.267	63618.3967	22717	TTI
16840	3.359	60893.81138	30654	TTI
22680	3.164	66868.40727	13828	TTI
24290	3.06	70440.56933	11412	TTI
16410	3.391	60277.50497	32552	TTI
29070	2.975	76658.68896	6242	TTI
11740	3.613	52169.13352	73708	TTI
14480	3.506	55752.70204	45096	TTI
14740	3.317	56899.53393	42698	TTI
15920	3.439	58181.30127	35438	TTI
27720	2.959	75284.54475	7527	TTI
11910	3.605	52643.31074	71143	TTI
5720	4.47	46330.97248	257234	TTI
12690	3.559	53939.98629	61271	TTI
25050	3.027	70780.58051	10109	TTI
17930	3.298	62952.37622	25888	TTI
4300	4.674	46572.54443	322567	TTI
2060	4.734	47264.0338	273424	TTI
12350	3.598	53786.80354	65643	TTI
26240	2.961	72463.69045	8853	TTI
11340	3.772	52625.28019	79594	TTI
24630	3.123	72868.29663	10726	TTI
16230	3.376	59016.81087	33718	TTI
18280	3.318	64346.44138	24616	TTI
29640	2.745	76786.75363	5877	TTI
13790	3.503	56486.21026	50385	TTI
28270	2.945	76849.42388	7189	TTI
28090	2.953	75909.78171	7002	TTI
5640	4.429	46117.54097	260502	TTI
20010	3.232	64923.28052	19010	TTI
13170	3.539	55371.65237	56351	TTI
11050	3.664	52020.78136	84039	TTI
4690	4.598	45737.92168	305004	TTI
25100	3.017	71682.6483	10208	TTI
9310	3.893	49886.64742	117828	TTI
19330	3.397	63107.96194	21257	TTI
23420	3.117	67408.04308	12561	TTI
28610	2.821	76921.17701	6622	TTI
18060	3.258	61158.6012	25619	TTI
5670	4.464	46055.00903	260118	TTI
19380	3.275	62994.8821	20844	TTI
3430	4.743	47092.21502	342993	TTI
3470	4.729	47400.7058	343269	TTI
24790	2.967	73467.30116	10728	TTI
8910	3.936	49294.23341	129311	TTI
15050	3.43	58463.04734	40625	TTI
25350	3.014	70496.77751	9949	TTI
23190	3.004	69581.08111	13020	TTI
26050	3.007	74219.81149	9110	TTI
28840	3.101	75675.13033	6469	TTI
29210	2.849	77827.26306	6162	TTI
28680	2.94	78188.36667	6629	TTI
11160	3.67	51887.20248	82338	TTI
6940	4.199	47159.21599	197513	TTI
10040	3.85	50849.75797	101402	TTI
7410	4.16	47465.76838	178858	TTI
16200	3.369	59622.02201	34030	TTI
21060	3.259	65501.27712	16677	TTI
11290	3.691	51973.10789	80052	TTI
26010	2.856	73789.52231	9234	TTI
20940	3.184	66339.15414	17200	TTI
15110	3.407	56761.82011	40160	TTI
25440	2.931	74852.44124	9897	TTI
25080	3.144	71215.80189	10211	TTI
29910	2.839	77711.41638	5648	TTI
25110	2.965	70963.73978	10259	TTI
14970	3.439	57129.98707	41254	TTI
18720	3.19	63136.30799	23048	TTI
4290	4.674	45971.4374	322204	TTI
2030	4.665	46884.63836	268778	TTI
9760	3.899	50745.04614	107723	TTI
16400	3.408	59413.49702	32845	TTI
2860	4.746	47840.74366	336931	TTI
5590	4.483	46497.26398	263490	TTI
1370	4.49	44808.72223	168841	TTI
11520	3.634	51715.23237	77024	TTI
24000	3.257	69416.26873	11816	TTI
16800	3.381	60299.3546	30696	TTI
23590	2.966	68211.85054	12206	TTI
1080	4.588	49794.97442	1049221	FCP
350	3.616	42120.59207	374382	FCP
3130	3.739	46388.7047	503310	FCP
130	2.999	49975.51923	55205	FCP
14040	3.233	66084.90752	7468	FCP
25410	2.98	142063.2372	1416	FCP
23880	3.309	78244.45304	1717	FCP
28250	2.822	84085.94415	1056	FCP
5820	3.306	55151.5802	111352	FCP
12130	3.427	58544.76209	11918	FCP
18930	2.916	142944.1547	3171	FCP
9700	3.324	70836.01244	22098	FCP
27750	3.271	77350.23004	1053	FCP
23390	3.163	75746.67799	1904	FCP
18100	3.026	70546.9079	3662	FCP
9240	3.499	55571.06354	25377	FCP
10130	3.303	56122.20327	19132	FCP
16920	3.138	66682.46483	4301	FCP
16210	3.723	66891.62906	4872	FCP
22690	3.854	75158.19294	2013	FCP
17670	3.238	67001.63216	3877	FCP
20140	3.015	69833.9678	2725	FCP
25360	2.988	81702.27794	1426	FCP
25240	3.893	81454.4185	1485	FCP
4030	3.566	50126.34634	295206	FCP
29190	3.09	81320.69603	1011	FCP
6770	3.389	51015.56336	66505	FCP
8250	3.401	80393.04318	36601	FCP
12750	3.181	62105.84927	10278	FCP
16970	3.537	192585.2505	4391	FCP
16180	3.213	70173.26461	4861	FCP
13430	3.292	60713.82867	8702	FCP
24700	3.036	86052.87502	1554	FCP
27280	2.994	84880.76116	1181	FCP
27480	3.13	85052.57717	1123	FCP
27450	2.726	85265.70679	1128	FCP
23840	3.598	81125.11753	1830	FCP
7260	3.361	48706.3109	54300	FCP
12030	3.707	73657.57018	12182	FCP
4500	3.486	55847.4268	221107	FCP
8880	3.343	52482.52979	29263	FCP
2380	3.986	46663.42359	751651	FCP
4990	3.478	57889.91717	165692	FCP
13980	3.337	62308.09439	7600	FCP
21730	3.189	83347.2315	2350	FCP
26550	3.259	381253.2842	1231	FCP
29530	2.628	86143.71796	966	FCP
24890	3.417	82048.13966	1484	FCP
760	4.489	50450.3112	851621	FCP
15940	3.276	72853.57384	5183	FCP
10500	3.379	58561.47206	17608	FCP
15500	3.171	65219.41468	5603	FCP
11590	3.322	65875.77896	13425	FCP
10690	3.288	60974.90203	16454	FCP
17760	3.202	70208.90119	3801	FCP
21340	3.246	70999.59133	2337	FCP
21650	3.207	76744.01588	2441	FCP
26800	3.089	87241.37643	1183	FCP
25940	3.108	83451.78415	1308	FCP
16610	3.018	65667.38704	4600	FCP
25810	3.083	84110.26803	1303	FCP
2220	4.042	47373.10854	806025	FCP
800	4.49	52187.54353	885227	FCP
7550	3.461	53828.89907	47456	FCP
13800	3.346	61630.46836	8198	FCP
24540	2.921	113578.9751	1588	FCP
12630	3.345	82095.07575	10549	FCP
11710	3.382	59612.58797	12981	FCP
20520	2.9	75371.76511	2731	FCP
9320	3.465	61269.95771	24683	FCP
21070	3.263	76135.73154	2462	FCP
17540	3.18	69988.78248	3978	FCP
24120	3.123	84166.43151	1688	FCP
14000	3.446	76288.97723	7623	FCP
5360	3.464	49926.847	133616	FCP
2770	3.858	47736.04998	609858	FCP
7130	3.436	49613.49087	57157	FCP
7040	3.432	53711.92473	59214	FCP
24620	3.049	79233.70935	1569	FCP
18530	3.011	70447.97503	3425	FCP
23700	3.144	79316.77907	1778	FCP
23810	3.284	76223.16007	1687	FCP
17060	3.298	69904.77729	4282	FCP
18510	3.199	78235.39579	3345	FCP
26590	3.207	86381.68075	1250	FCP
28150	3.672	98726.6119	1057	FCP
6480	3.375	57275.62601	75885	FCP
2900	3.806	49685.50039	570177	FCP
2320	3.997	45838.10367	770897	FCP
2560	3.927	46531.12994	681632	FCP
10650	3.319	55920.1645	16942	FCP
6880	3.478	66459.1512	63369	FCP
12910	3.41	137633.193	9735	FCP
9600	3.34	62372.90372	22746	FCP
22260	3.473	115116.405	2228	FCP
12870	3.55	63550.75367	10130	FCP
24810	3.114	80676.18019	1521	FCP
19680	3.165	66592.89791	2925	FCP
23220	3.623	75851.70959	1860	FCP
25930	2.962	88491.94829	1351	FCP
24590	3.345	195673.6242	1548	FCP
13190	3.39	64171.44024	9268	FCP
21850	3.113	75493.67592	2343	FCP
26180	3.216	155296.6673	1268	FCP
1050	4.57	50408.60071	1038079	FCP
1160	4.577	50197.28611	1059986	FCP
1730	4.281	47672.91785	969036	FCP
940	4.571	52526.72693	985886	FCP
11990	3.351	120465.3351	12292	FCP
12800	3.077	62923.42496	10147	FCP
8310	3.316	55066.95003	35496	FCP
15290	3.152	76699.8773	5748	FCP
9030	3.483	70752.69165	27590	FCP
14690	3.312	65938.75987	6698	FCP
26510	2.973	84418.25821	1226	FCP
24500	3.226	83128.16574	1550	FCP
25880	3.98	83370.24092	1288	FCP
2040	4.142	52754.31434	867977	FCP
5490	3.451	51595.50328	124892	FCP
12160	3.473	60295.17077	11601	FCP
27910	2.776	75168.08798	1093	FCP
22780	2.922	74157.41086	2040	FCP
29990	3.147	496892.4977	849	FCP
17120	3.136	69306.91067	4252	FCP
16140	3.295	65185.53357	4961	FCP
27610	3.032	558775.3066	1077	FCP
1360	4.458	49360.47915	1067007	FCP
1010	4.571	48372.54337	1024776	FCP
2210	4.036	46923.32159	809663	FCP
3260	3.676	46601.92566	465340	FCP
4950	3.458	47328.96678	169535	FCP
4580	3.484	48995.22649	212343	FCP
7470	3.427	53115.00417	49832	FCP
7330	3.441	58018.85837	52375	FCP
18140	3.536	69929.22015	3650	FCP
18960	3.086	70713.03409	3152	FCP
24250	3.164	80903.39249	1582	FCP
27860	3.343	109919.3017	1005	FCP
22830	3.209	74536.18517	2029	FCP
12380	3.253	106425.5948	11072	FCP
9000	3.541	59579.28071	27932	FCP
730	4.453	47585.83415	821111	FCP
14370	3.37	112860.3727	6967	FCP
7310	3.45	61323.42781	52402	FCP
16300	3.145	115726.2512	4906	FCP
24970	3.43	119214.7903	1483	FCP
14890	3.372	101964.6159	6412	FCP
20270	3.199	85830.09305	2762	FCP
26670	3.828	87647.04238	1176	FCP
1910	4.181	49744.95136	912217	FCP
5710	3.456	54926.66919	111084	FCP
6700	3.452	53730.70708	68695	FCP
260	3.313	40779.26514	245841	FCP
19190	3.309	86855.70629	3120	FCP
21110	3.268	75427.10791	2597	FCP
14140	3.521	130865.1188	7558	FCP
26310	2.807	77978.62596	1211	FCP
23520	3.594	80089.05926	1835	FCP
23640	3.01	80851.43653	1816	FCP
1920	4.202	48885.37397	912877	FCP
4730	3.566	47838.98026	192700	FCP
9210	3.474	56264.55603	25799	FCP
19160	3.389	78417.28209	3063	FCP
2020	4.113	48193.71414	875564	FCP
17800	3.178	68803.21757	3911	FCP
7940	3.382	58277.25128	41099	FCP
28580	3.333	85369.91908	1006	FCP
25300	3.148	447678.5319	1413	FCP
24240	3.913	75264.09295	1691	FCP
29100	3.198	84852.38089	1006	FCP
18890	3.104	84254.92863	3195	FCP
21550	3.353	78919.4624	2347	FCP
29980	3.622	94707.21677	831	FCP
14260	3.198	140254.5146	7205	FCP
19130	3.109	73933.31608	3167	FCP
1000	4.559	50100.55928	1018107	FCP
6120	3.44	50725.44283	89266	FCP
7350	3.38	74817.72831	51649	FCP
8180	3.411	58136.60081	37314	FCP
18740	3.162	155606.2668	3245	FCP
18550	3.202	71970.10223	3406	FCP
21420	3.3	74351.50668	2423	FCP
16890	3.075	70205.34727	4372	FCP
23690	3.022	81966.9234	1750	FCP
22750	3.309	77953.71007	2031	FCP
2470	3.927	47209.87182	716686	FCP
6850	3.437	53664.15626	64386	FCP
29310	3.196	94818.16199	924	FCP
15530	3.422	67466.13316	5585	FCP
12510	3.468	109593.347	10756	FCP
23960	3.459	81600.28811	1676	FCP
19340	3.122	75603.46559	3028	FCP
11140	3.356	62229.84126	14969	FCP
15300	3.196	64547.70879	5869	FCP
19910	3.476	72266.00381	2850	FCP
1610	4.344	49377.69576	1003259	FCP
12180	3.389	66443.25021	11781	FCP
8120	3.427	60752.98977	37928	FCP
12650	3.294	69342.60541	10498	FCP
6260	3.472	51854.57119	84230	FCP
13340	3.385	61550.45248	9098	FCP
18440	2.917	70349.17594	3462	FCP
20710	3.256	72533.24079	2678	FCP
15230	3.217	74821.76685	5890	FCP
23660	3.124	87246.54301	1711	FCP
27230	2.774	82178.80088	1224	FCP
27210	3.36	85685.05318	1140	FCP
24110	3.398	79460.38651	1688	FCP
22880	3.174	77515.35263	2022	FCP
23540	3.507	103635.9201	1756	FCP
28950	3.001	88979.26801	1036	FCP
8770	3.484	52926.36099	29804	FCP
11000	3.45	67925.42305	15515	FCP
28750	3.275	165629.9919	1059	FCP
24940	3.342	86413.90359	1542	FCP
27680	2.878	83891.60551	1116	FCP
28570	3.041	170516.196	993	FCP
27650	3.192	80869.60215	1076	FCP
4680	3.494	46175.66067	198817	FCP
24780	3.478	139639.9853	1558	FCP
19830	3.062	72463.53883	2897	FCP
8680	3.364	76120.55115	31043	FCP
9290	3.357	60038.67832	24709	FCP
9330	3.378	66638.47019	24717	FCP
15970	3.099	68356.60193	5045	FCP
13470	3.315	145268.2785	8747	FCP
15060	3.225	64652.63435	6165	FCP
21010	3.21	71162.22931	2528	FCP
11190	3.468	56527.16441	14409	FCP
26480	3.013	79657.06592	1237	FCP
16280	3.417	68661.77248	4998	FCP
29080	2.817	85508.07062	972	FCP
28200	2.783	84198.42373	1077	FCP
2050	4.123	49871.66577	865912	FCP
2000	4.138	47907.21895	880325	FCP
1690	4.308	49332.78561	980532	FCP
5180	3.474	48748.4723	148430	FCP
5900	3.408	53649.03026	100843	FCP
5610	3.46	50748.85397	116722	FCP
6590	3.432	48391.50251	71982	FCP
7190	3.47	50080.05212	55255	FCP
8080	3.443	54501.84566	38741	FCP
10280	3.368	58856.1497	18359	FCP
19800	3.064	75048.2521	2802	FCP
17150	3.185	237274.019	4270	FCP
22580	3.27	77040.58112	2109	FCP
21210	3.257	73088.30381	2495	FCP
1490	4.451	54307.22646	1032287	FCP
290	3.429	38921.46978	291764	FCP
16760	3.148	69242.17537	4548	FCP
20240	3.198	69826.42442	2756	FCP
22440	3.231	76152.13758	2105	FCP
28320	3.005	82988.12151	1061	FCP
24920	3.157	142866.7189	1500	FCP
26090	3.055	90938.18604	1322	FCP
28560	12.238	85009.51594	1018	FCP
25910	3.435	79367.72548	1327	FCP
11500	3.367	105760.4829	13461	FCP
6380	3.419	60264.99718	80017	FCP
10860	3.423	56761.50935	16006	FCP
16360	3.187	70011.05334	4627	FCP
14960	3.236	68122.89171	6201	FCP
12450	3.374	61880.36267	10938	FCP
27360	2.753	1886422.031	1166	FCP
20790	3.038	75427.25021	2597	FCP
1810	4.238	48509.81196	947509	FCP
690	4.426	48729.23535	781114	FCP
1980	4.177	47480.31561	890497	FCP
11130	3.66	63509.07874	15109	FCP
7200	3.419	60475.18042	55183	FCP
22010	3.475	114480.543	2294	FCP
28450	3.053	83914.17252	1018	FCP
20720	3.135	71661.0372	2637	FCP
25130	3.234	85802.33484	1419	FCP
25710	4.141	88814.36147	1325	FCP
25740	2.943	97499.89744	1372	FCP
10	2.166	3193.375	12	FCP
5150	3.525	50227.41902	150789	FCP
15610	3.521	65668.9485	5362	FCP
10210	3.42	78017.22434	18745	FCP
10230	3.42	66443.16434	18946	FCP
24140	3.649	85256.5219	1617	FCP
14390	3.594	65901.40732	6918	FCP
19270	3.308	100441.7617	3093	FCP
26120	3.093	84209.53455	1237	FCP
18920	4.738	108614.3641	3065	FCP
24840	3.12	83049.91709	1435	FCP
28400	3.079	81505.12556	1032	FCP
14560	3.074	64658.5617	6753	FCP
28510	3.595	85072.11103	1069	FCP
8160	3.38	52028.78225	37724	FCP
24210	3.547	80331.05918	1591	FCP
18260	3.208	76462.45177	3443	FCP
22030	3.032	76174.01428	2316	FCP
20340	3.145	71534.47678	2755	FCP
29200	3.48	83013.47574	1003	FCP
13840	3.3	146241.7148	7933	FCP
28710	9.857	85040.70229	999	FCP
2250	4.019	47489.7639	795150	FCP
4850	3.489	48830.40708	179520	FCP
3420	3.652	49759.24914	424522	FCP
4320	3.537	45434.46157	248084	FCP
10180	3.478	60202.01978	18984	FCP
5950	3.436	49697.96885	97133	FCP
7820	3.38	62651.01788	43026	FCP
26170	2.981	83407.69999	1266	FCP
18460	3.646	72753.35157	3461	FCP
20740	3.297	86177.82105	2606	FCP
40	8.912	37991.67817	1625	FCP
28390	2.939	98895.14156	997	FCP
29390	3.153	91225.20824	926	FCP
28720	3.017	80292.68818	1083	FCP
23770	3.094	81091.96973	1750	FCP
22050	3.259	75522.7078	2219	FCP
10890	3.244	57515.11533	15850	FCP
4550	3.512	52067.28149	213858	FCP
1520	4.416	53664.23216	1023104	FCP
3920	3.576	46015.92396	314276	FCP
17730	3.432	68256.58811	3973	FCP
10310	3.326	55783.9452	18208	FCP
23490	3.088	80940.9537	1835	FCP
8030	3.451	51572.7085	39431	FCP
16700	3.043	88092.23794	4438	FCP
13490	3.263	63104.05196	8450	FCP
18410	3.318	71353.96372	3318	FCP
17400	3.497	72193.27634	4037	FCP
27310	2.933	79169.28525	1193	FCP
1900	4.206	49195.53022	922499	FCP
5120	3.464	53808.30232	152318	FCP
16320	3.105	66379.3139	4809	FCP
17010	2.992	69532.33295	4228	FCP
8210	3.335	53584.21804	36861	FCP
13060	3.306	59794.28683	9512	FCP
20440	2.996	72050.28041	2843	FCP
18560	3.009	66953.30092	3388	FCP
27030	2.885	75034.56022	1216	FCP
25510	3.449	82835.54901	1403	FCP
22960	3.284	77910.40315	2021	FCP
220	3.139	47313.26887	178940	FCP
16670	3.469	70536.70046	4562	FCP
11700	3.23	62616.30584	13024	FCP
18130	3.399	69804.40047	3743	FCP
10980	3.298	74475.02454	15670	FCP
10900	3.556	68085.57444	15961	FCP
28010	3.047	87074.26233	1033	FCP
5620	3.444	52687.58399	114956	FCP
4520	3.53	51327.38173	218480	FCP
11510	3.309	59824.1494	13540	FCP
8190	3.402	58388.48222	37451	FCP
80	3.94	30788.11655	12186	FCP
29900	3.047	88998.48581	881	FCP
25010	3.112	85004.26922	1487	FCP
23430	3.725	74447.38267	1827	FCP
23350	2.909	74388.75532	1895	FCP
27920	2.639	89619.02047	1118	FCP
28130	3.177	81194.14719	1080	FCP
11260	3.34	58036.36551	14477	FCP
7070	3.42	54919.96595	58671	FCP
