VALUE	BOUNCE_RATE	FREQUENCY	TIMER
15950	0.685965	3420	TTFB
9870	0.634765	11828	TTFB
14550	0.663535	4045	TTFB
24010	0.682791	1075	TTFB
14950	0.664245	3991	TTFB
12250	0.656901	7202	TTFB
11200	0.64171	9029	TTFB
29870	0.714506	648	TTFB
13680	0.655485	4859	TTFB
9980	0.633936	11345	TTFB
11440	0.641381	8516	TTFB
12480	0.659725	6771	TTFB
3860	0.595415	152099	TTFB
10370	0.652149	12008	TTFB
9860	0.635383	11955	TTFB
7680	0.624234	23677	TTFB
5470	0.620341	59917	TTFB
7670	0.625486	23903	TTFB
17660	0.655668	2576	TTFB
15330	0.663284	3745	TTFB
20160	0.708189	2015	TTFB
24230	0.679732	1046	TTFB
15100	0.660048	3727	TTFB
23480	0.70981	1213	TTFB
27160	0.72104	846	TTFB
21910	0.702155	1578	TTFB
450	0.514094	6070356	TTFB
1430	0.567069	1799983	TTFB
1260	0.566306	2269583	TTFB
2290	0.575918	639629	TTFB
1580	0.569047	1486435	TTFB
3590	0.593354	190131	TTFB
7870	0.630645	21413	TTFB
29590	0.686786	613	TTFB
14080	0.657137	4582	TTFB
11850	0.670948	8175	TTFB
21310	0.720725	1930	TTFB
21680	0.667982	1774	TTFB
18050	0.684275	2461	TTFB
20770	0.686324	1967	TTFB
29230	0.714074	675	TTFB
12960	0.653179	5709	TTFB
26650	0.713777	842	TTFB
18970	0.68032	2002	TTFB
26930	0.679537	777	TTFB
2610	0.581841	456219	TTFB
9890	0.635662	11665	TTFB
25660	0.68688	907	TTFB
4960	0.604869	72424	TTFB
4810	0.600907	79137	TTFB
5370	0.618175	62251	TTFB
4180	0.596686	118662	TTFB
15210	0.644608	3793	TTFB
13540	0.651346	5091	TTFB
18780	0.684944	2152	TTFB
15580	0.674899	3725	TTFB
27370	0.707851	777	TTFB
5200	0.610165	64299	TTFB
15870	0.674132	3572	TTFB
270	0.535384	6722724	TTFB
330	0.524226	6630293	TTFB
3030	0.586238	305434	TTFB
22820	0.670953	1322	TTFB
25210	0.696905	937	TTFB
10260	0.64844	12052	TTFB
6840	0.625503	33517	TTFB
26870	0.680614	717	TTFB
20060	0.778758	2608	TTFB
25090	0.690141	994	TTFB
19670	0.688242	1854	TTFB
23400	0.690438	1234	TTFB
21150	0.681744	1835	TTFB
18430	0.672285	2136	TTFB
18110	0.657301	2349	TTFB
18270	0.686144	2259	TTFB
29830	0.709003	622	TTFB
25330	0.678608	977	TTFB
60	0.666779	4294551	TTFB
18020	0.689552	2345	TTFB
6210	0.623707	43878	TTFB
8520	0.630298	17909	TTFB
8290	0.643795	19340	TTFB
20360	0.694617	1932	TTFB
28410	0.75641	702	TTFB
28900	0.721986	705	TTFB
160	0.612656	6533991	TTFB
5790	0.624709	52378	TTFB
4050	0.597379	130433	TTFB
5920	0.628347	48774	TTFB
6020	0.625145	47317	TTFB
10010	0.636372	11311	TTFB
24420	0.712303	1081	TTFB
8490	0.629691	18174	TTFB
10950	0.638971	9869	TTFB
17700	0.678454	2432	TTFB
27020	0.698232	792	TTFB
12640	0.649569	6258	TTFB
21760	0.680903	1639	TTFB
1590	0.568501	1463937	TTFB
4820	0.606333	78917	TTFB
17830	0.684107	2542	TTFB
4270	0.598595	112353	TTFB
6720	0.630028	35773	TTFB
10470	0.638225	11673	TTFB
24870	0.71443	991	TTFB
8720	0.63372	16643	TTFB
19370	0.686226	2011	TTFB
16530	0.669757	3128	TTFB
26250	0.709751	882	TTFB
17070	0.677608	2742	TTFB
140	0.640719	6567158	TTFB
1100	0.560214	2808489	TTFB
2580	0.580644	470416	TTFB
3100	0.585634	287562	TTFB
2990	0.585874	316150	TTFB
3830	0.596013	156005	TTFB
18450	0.669924	2251	TTFB
5440	0.617062	60767	TTFB
18200	0.680496	2338	TTFB
15810	0.669967	3636	TTFB
12040	0.662898	7606	TTFB
29040	0.714086	717	TTFB
26330	0.707674	821	TTFB
23110	0.698488	1257	TTFB
29750	0.695024	623	TTFB
15440	0.668142	3842	TTFB
13100	0.652371	5503	TTFB
21440	0.682238	1841	TTFB
23330	0.697597	1207	TTFB
1850	0.570933	1056365	TTFB
10000	0.637709	11350	TTFB
13290	0.64574	5352	TTFB
15600	0.668536	3744	TTFB
14420	0.654502	4220	TTFB
12940	0.656495	5735	TTFB
16510	0.680735	3104	TTFB
5350	0.618697	62866	TTFB
2710	0.584869	413891	TTFB
3940	0.597133	142315	TTFB
19350	0.682234	1970	TTFB
15930	0.692263	3451	TTFB
27500	0.727395	741	TTFB
1550	0.567511	1541491	TTFB
1750	0.570513	1195095	TTFB
9010	0.639296	15065	TTFB
6190	0.626771	44107	TTFB
6090	0.627271	45690	TTFB
9830	0.635948	11806	TTFB
7140	0.624003	29088	TTFB
11650	0.646693	8194	TTFB
18990	0.680769	2080	TTFB
20960	0.673088	1817	TTFB
25610	0.722105	950	TTFB
19660	0.681342	1908	TTFB
26780	0.699634	819	TTFB
630	0.532746	5250701	TTFB
1670	0.569534	1321196	TTFB
2180	0.575358	723244	TTFB
3300	0.589226	243635	TTFB
7720	0.62352	22968	TTFB
10710	0.65109	11149	TTFB
14710	0.667007	3913	TTFB
18590	0.670648	2177	TTFB
24450	0.705056	1068	TTFB
26230	0.706813	822	TTFB
28530	0.694335	759	TTFB
19060	0.677882	2021	TTFB
24560	0.704743	1033	TTFB
4150	0.596788	122035	TTFB
3250	0.588408	252828	TTFB
12210	0.660057	7313	TTFB
19390	0.686071	1924	TTFB
28030	0.703939	787	TTFB
24610	0.674022	997	TTFB
12000	0.669799	7662	TTFB
3140	0.588958	276955	TTFB
4620	0.600648	88323	TTFB
2260	0.577087	659169	TTFB
1400	0.565676	1873736	TTFB
8300	0.640074	19354	TTFB
26680	0.697995	798	TTFB
18640	0.670942	2261	TTFB
20330	0.698869	1946	TTFB
14900	0.660161	3843	TTFB
14110	0.663731	4428	TTFB
17420	0.66366	2661	TTFB
23060	0.68629	1240	TTFB
29720	0.75641	624	TTFB
26380	0.688062	779	TTFB
22430	0.681208	1490	TTFB
27670	0.69448	779	TTFB
390	0.515912	6350992	TTFB
570	0.523231	5525428	TTFB
600	0.527373	5391648	TTFB
810	0.54604	4203461	TTFB
2660	0.583282	436127	TTFB
23080	0.683082	1259	TTFB
25340	0.669206	919	TTFB
13530	0.647059	5134	TTFB
29010	0.73525	661	TTFB
19530	0.674651	2004	TTFB
1420	0.566758	1825687	TTFB
1320	0.565976	2083740	TTFB
2530	0.580537	495743	TTFB
4110	0.596158	125262	TTFB
20800	0.661299	1863	TTFB
17630	0.683614	2557	TTFB
24290	0.676306	1072	TTFB
18820	0.687316	2034	TTFB
16840	0.668605	2924	TTFB
18850	0.660911	2085	TTFB
16410	0.66848	3309	TTFB
29070	0.715743	686	TTFB
22680	0.682997	1388	TTFB
15920	0.667326	3538	TTFB
11740	0.672167	8303	TTFB
14740	0.658014	3968	TTFB
14480	0.668367	4312	TTFB
27720	0.766404	762	TTFB
2060	0.57366	825687	TTFB
4300	0.599159	110086	TTFB
12350	0.66735	6827	TTFB
5720	0.624632	54637	TTFB
25050	0.695833	960	TTFB
13790	0.661612	4814	TTFB
11910	0.676049	7816	TTFB
11340	0.643689	8762	TTFB
17930	0.691121	2399	TTFB
28090	0.695335	686	TTFB
18280	0.67044	2297	TTFB
16230	0.666464	3295	TTFB
24630	0.709313	1063	TTFB
12690	0.656809	6154	TTFB
28270	0.741935	713	TTFB
29640	0.697492	638	TTFB
26240	0.690286	875	TTFB
9310	0.650862	14553	TTFB
5640	0.626848	56690	TTFB
4690	0.604049	85397	TTFB
11050	0.640816	9413	TTFB
19330	0.693359	2048	TTFB
13170	0.657127	5486	TTFB
18060	0.687976	2362	TTFB
20010	0.676888	1761	TTFB
25100	0.690796	967	TTFB
23420	0.695614	1140	TTFB
28610	0.739186	786	TTFB
5670	0.627759	56141	TTFB
3470	0.59199	211289	TTFB
28680	0.748977	733	TTFB
3430	0.589622	218272	TTFB
8910	0.629189	15725	TTFB
11160	0.640649	9250	TTFB
23190	0.702857	1225	TTFB
19380	0.676752	1884	TTFB
29210	0.68732	694	TTFB
15050	0.677394	3822	TTFB
25350	0.698947	950	TTFB
24790	0.701685	1009	TTFB
26050	0.674208	884	TTFB
28840	0.723881	670	TTFB
7410	0.625267	26216	TTFB
21060	0.673376	1739	TTFB
6940	0.625291	31774	TTFB
10040	0.645373	11302	TTFB
11290	0.637218	8727	TTFB
15110	0.659656	3661	TTFB
26010	0.707483	882	TTFB
16200	0.685907	3257	TTFB
20940	0.680368	1849	TTFB
25440	0.712074	969	TTFB
25080	0.702899	966	TTFB
29910	0.73366	612	TTFB
25110	0.691192	965	TTFB
1370	0.565416	1948199	TTFB
2030	0.57255	854404	TTFB
2860	0.585968	359170	TTFB
4290	0.601809	110256	TTFB
16800	0.675325	3003	TTFB
9760	0.634774	12354	TTFB
18720	0.676832	2197	TTFB
16400	0.664604	3232	TTFB
11520	0.640252	8417	TTFB
24000	0.680657	1096	TTFB
23590	0.686463	1145	TTFB
5590	0.626885	57966	TTFB
14970	0.660555	3818	TTFB
350	0.873345	417710	DOM Ready
28250	0.670737	29730	DOM Ready
1080	0.612704	628031	DOM Ready
3130	0.495508	965440	DOM Ready
25410	0.663359	38697	DOM Ready
130	0.919739	237053	DOM Ready
14040	0.603842	136496	DOM Ready
23880	0.650983	45250	DOM Ready
18930	0.637868	73904	DOM Ready
18100	0.630691	81666	DOM Ready
5820	0.521482	610564	DOM Ready
12130	0.588985	179312	DOM Ready
9700	0.564897	270658	DOM Ready
23390	0.654761	47486	DOM Ready
27750	0.673115	31066	DOM Ready
17670	0.630391	85263	DOM Ready
10130	0.569119	247922	DOM Ready
16920	0.626877	94513	DOM Ready
9240	0.558764	293834	DOM Ready
16210	0.618816	102124	DOM Ready
22690	0.65671	51056	DOM Ready
25360	0.662106	38592	DOM Ready
20140	0.647687	64667	DOM Ready
25240	0.657043	39279	DOM Ready
7260	0.540887	441743	DOM Ready
12030	0.587236	182269	DOM Ready
4030	0.503941	886911	DOM Ready
6770	0.532207	494039	DOM Ready
16180	0.619581	102771	DOM Ready
16970	0.624889	93135	DOM Ready
8250	0.548627	359180	DOM Ready
12750	0.593373	164079	DOM Ready
29190	0.672394	27179	DOM Ready
27480	0.66312	31207	DOM Ready
27280	0.667116	31927	DOM Ready
27450	0.668673	31905	DOM Ready
23840	0.658214	45353	DOM Ready
13430	0.600941	148537	DOM Ready
24700	0.659212	41272	DOM Ready
4990	0.513319	729538	DOM Ready
2380	0.502484	919110	DOM Ready
4500	0.507694	813775	DOM Ready
21730	0.648142	55693	DOM Ready
8880	0.556596	316364	DOM Ready
29530	0.676722	26123	DOM Ready
13980	0.603564	137051	DOM Ready
26550	0.661188	34987	DOM Ready
24890	0.656557	40653	DOM Ready
760	0.698445	554742	DOM Ready
10690	0.576313	225079	DOM Ready
10500	0.572017	233521	DOM Ready
11590	0.586643	195504	DOM Ready
15940	0.61869	106016	DOM Ready
15500	0.614884	112561	DOM Ready
17760	0.627652	84601	DOM Ready
16610	0.622883	97715	DOM Ready
21340	0.653937	57608	DOM Ready
25810	0.663163	37291	DOM Ready
21650	0.653023	56119	DOM Ready
25940	0.663907	36600	DOM Ready
26800	0.663496	33854	DOM Ready
2220	0.50717	899300	DOM Ready
800	0.685309	571617	DOM Ready
9320	0.560147	290415	DOM Ready
20520	0.648674	61951	DOM Ready
7550	0.540543	416100	DOM Ready
17540	0.631516	86731	DOM Ready
21070	0.649609	59973	DOM Ready
11710	0.585712	191915	DOM Ready
13800	0.601213	141845	DOM Ready
24540	0.661084	42273	DOM Ready
14000	0.604738	137911	DOM Ready
12630	0.594225	166994	DOM Ready
24120	0.654817	43716	DOM Ready
2770	0.496904	956453	DOM Ready
5360	0.516825	672065	DOM Ready
7040	0.536892	464131	DOM Ready
18530	0.639361	77274	DOM Ready
7130	0.535587	455080	DOM Ready
23810	0.654099	45380	DOM Ready
18510	0.636455	77894	DOM Ready
23700	0.657809	45910	DOM Ready
17060	0.629751	92065	DOM Ready
26590	0.665332	34718	DOM Ready
28150	0.665594	29832	DOM Ready
24620	0.658092	41947	DOM Ready
6480	0.529612	528202	DOM Ready
2320	0.503724	913080	DOM Ready
21850	0.64875	55274	DOM Ready
2900	0.496375	962278	DOM Ready
2560	0.498387	941202	DOM Ready
9600	0.564257	274999	DOM Ready
10650	0.574815	227616	DOM Ready
13190	0.596522	153364	DOM Ready
6880	0.534133	482477	DOM Ready
12910	0.597429	159962	DOM Ready
24810	0.655434	41040	DOM Ready
12870	0.595247	162225	DOM Ready
22260	0.651428	52913	DOM Ready
24590	0.661333	41932	DOM Ready
23220	0.656344	48566	DOM Ready
26180	0.658528	35877	DOM Ready
19680	0.636899	68105	DOM Ready
25930	0.659064	36479	DOM Ready
1730	0.531389	801428	DOM Ready
1160	0.595994	646451	DOM Ready
1050	0.619524	621794	DOM Ready
940	0.646854	601137	DOM Ready
9030	0.55791	307105	DOM Ready
15290	0.613317	115239	DOM Ready
8310	0.551586	354547	DOM Ready
12800	0.595388	163055	DOM Ready
14690	0.60983	125020	DOM Ready
26510	0.665127	34422	DOM Ready
11990	0.586478	183400	DOM Ready
25880	0.65656	37005	DOM Ready
24500	0.656348	42383	DOM Ready
2040	0.514961	868091	DOM Ready
5490	0.518678	655655	DOM Ready
12160	0.589819	179372	DOM Ready
27910	0.663178	30577	DOM Ready
22780	0.653459	50401	DOM Ready
29990	0.672901	25503	DOM Ready
17120	0.624946	92248	DOM Ready
16140	0.62272	103202	DOM Ready
27610	0.666581	31183	DOM Ready
1010	0.628947	610020	DOM Ready
1360	0.567881	699420	DOM Ready
7470	0.540519	423534	DOM Ready
4580	0.509567	797381	DOM Ready
3260	0.49654	961482	DOM Ready
9000	0.558066	309173	DOM Ready
24250	0.657105	43229	DOM Ready
22830	0.650672	49953	DOM Ready
4950	0.51251	737424	DOM Ready
2210	0.507134	893945	DOM Ready
12380	0.591112	173561	DOM Ready
18960	0.638792	73376	DOM Ready
27860	0.663335	30511	DOM Ready
18140	0.629489	81401	DOM Ready
7330	0.540652	436129	DOM Ready
7310	0.538839	436568	DOM Ready
20270	0.642511	64318	DOM Ready
730	0.706566	545895	DOM Ready
14370	0.608952	130447	DOM Ready
26670	0.665438	34173	DOM Ready
14890	0.611895	121297	DOM Ready
16300	0.623884	100804	DOM Ready
24970	0.660475	40645	DOM Ready
1910	0.520851	842251	DOM Ready
260	0.908264	398021	DOM Ready
5710	0.521313	624471	DOM Ready
23640	0.658906	46260	DOM Ready
19190	0.636821	71758	DOM Ready
14140	0.6053	134943	DOM Ready
23520	0.658265	46934	DOM Ready
26310	0.662095	35433	DOM Ready
21110	0.650519	59265	DOM Ready
6700	0.532266	502283	DOM Ready
1920	0.5199	846214	DOM Ready
21550	0.652067	56439	DOM Ready
4730	0.510386	774422	DOM Ready
7940	0.545466	382959	DOM Ready
2020	0.516444	864271	DOM Ready
17800	0.632104	84986	DOM Ready
19160	0.638928	72005	DOM Ready
29100	0.671154	27411	DOM Ready
9210	0.557854	296047	DOM Ready
19130	0.63802	72051	DOM Ready
28580	0.668143	28892	DOM Ready
18890	0.638828	74560	DOM Ready
24240	0.655891	43553	DOM Ready
14260	0.607843	132225	DOM Ready
25300	0.6601	39291	DOM Ready
29980	0.674746	25537	DOM Ready
1000	0.632651	612168	DOM Ready
7350	0.540407	433253	DOM Ready
8180	0.548778	364920	DOM Ready
6120	0.524489	571450	DOM Ready
21420	0.651215	56932	DOM Ready
18740	0.635753	75446	DOM Ready
18550	0.633219	77842	DOM Ready
16890	0.62654	93729	DOM Ready
23690	0.654935	46200	DOM Ready
2470	0.501097	930967	DOM Ready
11140	0.57847	209909	DOM Ready
12510	0.589538	169521	DOM Ready
22750	0.651155	50713	DOM Ready
6850	0.53355	485988	DOM Ready
15530	0.616847	111308	DOM Ready
19340	0.637075	71012	DOM Ready
15300	0.615356	115187	DOM Ready
19910	0.644535	66181	DOM Ready
23960	0.656322	44629	DOM Ready
29310	0.673154	27025	DOM Ready
1610	0.540169	769728	DOM Ready
6260	0.525984	551593	DOM Ready
22880	0.655753	50060	DOM Ready
27230	0.668838	32392	DOM Ready
15230	0.613119	115648	DOM Ready
13340	0.599521	150240	DOM Ready
8120	0.547185	368563	DOM Ready
18440	0.633887	78383	DOM Ready
28950	0.676439	27630	DOM Ready
12180	0.588806	179222	DOM Ready
20710	0.642778	60461	DOM Ready
12650	0.591907	166293	DOM Ready
27210	0.667047	32392	DOM Ready
23660	0.656366	46148	DOM Ready
24110	0.659257	44265	DOM Ready
23540	0.653777	46756	DOM Ready
24940	0.660608	40440	DOM Ready
8770	0.555353	321986	DOM Ready
11000	0.579888	214971	DOM Ready
28570	0.671091	28856	DOM Ready
28750	0.668377	28071	DOM Ready
27680	0.665129	31224	DOM Ready
27650	0.666089	31164	DOM Ready
4680	0.51099	780870	DOM Ready
29080	0.672119	27083	DOM Ready
28200	0.669637	29852	DOM Ready
13470	0.599411	148294	DOM Ready
16280	0.617103	102239	DOM Ready
9330	0.560902	288505	DOM Ready
19830	0.642385	67293	DOM Ready
8680	0.553764	328331	DOM Ready
21010	0.643983	60000	DOM Ready
11190	0.580777	208407	DOM Ready
24780	0.66072	41311	DOM Ready
15970	0.616487	105553	DOM Ready
9290	0.561146	290910	DOM Ready
15060	0.612801	118456	DOM Ready
26480	0.667689	34880	DOM Ready
2000	0.516365	863538	DOM Ready
2050	0.514696	871392	DOM Ready
8080	0.5458	372195	DOM Ready
5900	0.521829	600739	DOM Ready
5610	0.519114	636664	DOM Ready
10280	0.571935	243136	DOM Ready
17150	0.629152	91822	DOM Ready
1690	0.535264	790154	DOM Ready
5180	0.515629	700818	DOM Ready
6590	0.530856	513465	DOM Ready
7190	0.538416	449808	DOM Ready
19800	0.643093	67166	DOM Ready
21210	0.65263	58013	DOM Ready
22580	0.651431	51000	DOM Ready
1490	0.552751	736051	DOM Ready
290	0.896957	403939	DOM Ready
22440	0.655322	51976	DOM Ready
16760	0.622922	95577	DOM Ready
20240	0.645585	64354	DOM Ready
28320	0.670163	29463	DOM Ready
26090	0.655335	35977	DOM Ready
24920	0.661712	40569	DOM Ready
28560	0.671917	29014	DOM Ready
11500	0.581652	198545	DOM Ready
27360	0.667164	32190	DOM Ready
10860	0.576562	219529	DOM Ready
6380	0.526752	540385	DOM Ready
12450	0.589824	171258	DOM Ready
25910	0.661883	37073	DOM Ready
16360	0.625187	100797	DOM Ready
20790	0.648992	60295	DOM Ready
14960	0.611483	119745	DOM Ready
1810	0.525982	820287	DOM Ready
690	0.720109	527859	DOM Ready
1980	0.518079	858539	DOM Ready
7200	0.537712	450072	DOM Ready
25130	0.656929	39537	DOM Ready
10	0.9666	34940	DOM Ready
20720	0.649601	60608	DOM Ready
25740	0.660433	37486	DOM Ready
11130	0.579633	209757	DOM Ready
28450	0.672253	28641	DOM Ready
25710	0.660825	37376	DOM Ready
22010	0.650192	54770	DOM Ready
14390	0.609632	129283	DOM Ready
5150	0.514351	704388	DOM Ready
10230	0.568764	244546	DOM Ready
24840	0.657024	40793	DOM Ready
10210	0.570208	244837	DOM Ready
18920	0.638233	74302	DOM Ready
28400	0.670663	29274	DOM Ready
24140	0.654432	43647	DOM Ready
19270	0.641909	71521	DOM Ready
26120	0.659912	36023	DOM Ready
15610	0.618574	110092	DOM Ready
13840	0.599912	140299	DOM Ready
24210	0.656778	43820	DOM Ready
22030	0.649317	54006	DOM Ready
18260	0.633486	80297	DOM Ready
20340	0.644246	63021	DOM Ready
28710	0.673474	28448	DOM Ready
8160	0.547966	364720	DOM Ready
14560	0.61074	126761	DOM Ready
29200	0.671102	27358	DOM Ready
28510	0.673926	28653	DOM Ready
4320	0.506836	842275	DOM Ready
3420	0.498711	952717	DOM Ready
4850	0.510837	752469	DOM Ready
5950	0.52203	594069	DOM Ready
40	0.916173	143366	DOM Ready
28720	0.669122	28237	DOM Ready
2250	0.506766	901908	DOM Ready
18460	0.63498	77404	DOM Ready
26170	0.663582	35765	DOM Ready
7820	0.544437	391193	DOM Ready
29390	0.671864	26809	DOM Ready
10180	0.570338	246673	DOM Ready
10890	0.580291	218923	DOM Ready
28390	0.675499	29023	DOM Ready
20740	0.647007	61055	DOM Ready
22050	0.648762	53821	DOM Ready
23770	0.657252	45675	DOM Ready
1520	0.549228	744536	DOM Ready
4550	0.507932	804981	DOM Ready
3920	0.502714	900750	DOM Ready
13490	0.601609	147757	DOM Ready
8030	0.546265	375871	DOM Ready
18410	0.634232	78331	DOM Ready
23490	0.65164	47049	DOM Ready
17400	0.629229	88904	DOM Ready
27310	0.665172	32109	DOM Ready
10310	0.569544	240747	DOM Ready
16700	0.625481	96983	DOM Ready
17730	0.631546	85381	DOM Ready
27030	0.672882	32930	DOM Ready
13060	0.596205	156109	DOM Ready
1900	0.521364	842875	DOM Ready
5120	0.513662	709361	DOM Ready
17010	0.626924	92898	DOM Ready
18560	0.63721	77017	DOM Ready
25510	0.660377	38107	DOM Ready
22960	0.654954	49489	DOM Ready
16320	0.622304	100949	DOM Ready
8210	0.548683	360226	DOM Ready
20440	0.645714	62410	DOM Ready
220	0.921125	387158	DOM Ready
16670	0.624972	97254	DOM Ready
10900	0.577261	217657	DOM Ready
18130	0.631881	81490	DOM Ready
11700	0.583374	192835	DOM Ready
28010	0.671819	30020	DOM Ready
10980	0.579949	215645	DOM Ready
5620	0.519629	638150	DOM Ready
8190	0.549596	362674	DOM Ready
11260	0.579966	205569	DOM Ready
80	0.918543	206895	DOM Ready
23430	0.652536	47533	DOM Ready
27920	0.668632	30362	DOM Ready
23350	0.653499	48023	DOM Ready
29900	0.673355	25716	DOM Ready
11510	0.583315	197432	DOM Ready
4520	0.508781	808884	DOM Ready
25010	0.661389	40356	DOM Ready
28130	0.665966	29991	DOM Ready
6400	0.527868	537242	DOM Ready
7070	0.536341	462530	DOM Ready
20130	0.645442	64830	DOM Ready
28120	0.670274	29937	DOM Ready
16260	0.618582	101571	DOM Ready
26890	0.664286	33320	DOM Ready
12190	0.590599	178463	DOM Ready
12500	0.591625	171100	DOM Ready
8400	0.55016	347890	DOM Ready
25790	0.66331	37435	DOM Ready
20070	0.645673	65019	DOM Ready
10300	0.573719	241974	DOM Ready
17570	0.62912	86780	DOM Ready
2840	0.49687	958800	DOM Ready
5520	0.519129	650341	DOM Ready
8240	0.549472	357993	DOM Ready
6510	0.530667	522181	DOM Ready
13350	0.598723	150340	DOM Ready
10080	0.568859	250278	DOM Ready
24270	0.657383	43232	DOM Ready
14850	0.611056	122272	DOM Ready
13740	0.600882	142226	DOM Ready
3770	0.501802	921428	DOM Ready
16830	0.624129	94394	DOM Ready
29300	0.675845	26620	DOM Ready
24990	0.656803	40822	DOM Ready
12710	0.595044	164277	DOM Ready
16540	0.622374	98015	DOM Ready
17550	0.625807	87257	DOM Ready
21930	0.648762	54866	DOM Ready
15520	0.614924	111656	DOM Ready
20730	0.649607	61411	DOM Ready
17200	0.629725	91505	DOM Ready
24650	0.660726	41801	DOM Ready
25230	0.6634	39596	DOM Ready
620	0.749933	502286	DOM Ready
8450	0.550873	344733	DOM Ready
6200	0.527658	562914	DOM Ready
7730	0.544254	398770	DOM Ready
4740	0.510866	769027	DOM Ready
6970	0.534698	472298	DOM Ready
860	0.667212	584805	DOM Ready
16060	0.621652	103780	DOM Ready
21160	0.648465	58785	DOM Ready
23650	0.65328	46190	DOM Ready
14010	0.601676	136718	DOM Ready
22330	0.651376	52670	DOM Ready
5340	0.516358	674139	DOM Ready
13050	0.596677	157432	DOM Ready
10250	0.569267	243376	DOM Ready
12400	0.590912	173520	DOM Ready
8070	0.546942	372515	DOM Ready
28190	0.666273	29641	DOM Ready
26920	0.662353	33766	DOM Ready
22110	0.653198	53953	DOM Ready
21170	0.646807	58730	DOM Ready
18800	0.635919	75398	DOM Ready
930	0.649369	599699	DOM Ready
10350	0.570285	239489	DOM Ready
4160	0.505506	865299	DOM Ready
8800	0.553939	322375	DOM Ready
17610	0.629801	86259	DOM Ready
14290	0.608239	131930	DOM Ready
19960	0.643756	66286	DOM Ready
22140	0.652076	53572	DOM Ready
16850	0.621958	94434	DOM Ready
3380	0.49792	959412	DOM Ready
10120	0.567837	249737	DOM Ready
15470	0.61464	112134	DOM Ready
2720	0.49636	953814	DOM Ready
6070	0.524353	578141	DOM Ready
7160	0.537841	453372	DOM Ready
11790	0.585641	188865	DOM Ready
10960	0.578518	216083	DOM Ready
11090	0.581524	212349	DOM Ready
29970	0.679799	25434	DOM Ready
10760	0.577618	222687	DOM Ready
24880	0.656317	40936	DOM Ready
5730	0.521023	621188	DOM Ready
14310	0.607506	131332	DOM Ready
3440	0.498672	952368	DOM Ready
3870	0.502393	909998	DOM Ready
6080	0.52572	577842	DOM Ready
4200	0.504768	861378	DOM Ready
7090	0.536479	460201	DOM Ready
22150	0.649831	53934	DOM Ready
2910	0.496454	959174	DOM Ready
22300	0.650796	52906	DOM Ready
20900	0.648937	59807	DOM Ready
26810	0.667355	33889	DOM Ready
12720	0.594025	164547	DOM Ready
20250	0.646361	63907	DOM Ready
2750	0.497659	957610	DOM Ready
2780	0.49719	957155	DOM Ready
24490	0.660912	42461	DOM Ready
29570	0.67813	26402	DOM Ready
10970	0.578132	215809	DOM Ready
11890	0.585922	186320	DOM Ready
11550	0.585985	197244	DOM Ready
24720	0.657625	41364	DOM Ready
26750	0.662339	33815	DOM Ready
3890	0.500864	905978	DOM Ready
5020	0.515467	728055	DOM Ready
3900	0.502667	906288	DOM Ready
6450	0.527191	531695	DOM Ready
4610	0.50967	792853	DOM Ready
2520	0.499548	936478	DOM Ready
9350	0.559197	288961	DOM Ready
10240	0.571542	243424	DOM Ready
5010	0.515036	728199	DOM Ready
22170	0.646118	53385	DOM Ready
17500	0.630445	87481	DOM Ready
9820	0.564429	264214	DOM Ready
5690	0.520694	626604	DOM Ready
28430	0.673318	28915	DOM Ready
24690	0.660384	41912	DOM Ready
14300	0.605702	132382	DOM Ready
26080	0.661216	36445	DOM Ready
24190	0.653999	43760	DOM Ready
2010	0.51581	862069	DOM Ready
22630	0.654527	51046	DOM Ready
6800	0.533537	491692	DOM Ready
13130	0.595897	154661	DOM Ready
22620	0.654114	51358	DOM Ready
11900	0.586307	186022	DOM Ready
23820	0.656002	45445	DOM Ready
21020	0.646939	59511	DOM Ready
29790	0.676897	25642	DOM Ready
27830	0.668194	30982	DOM Ready
24480	0.659748	42448	DOM Ready
16720	0.624132	96478	DOM Ready
25920	0.660554	36757	DOM Ready
19770	0.642845	67836	DOM Ready
24860	0.657756	40664	DOM Ready
4410	0.506188	825101	DOM Ready
11360	0.583747	202271	DOM Ready
13510	0.600204	146815	DOM Ready
22940	0.65179	49697	DOM Ready
14810	0.611411	123058	DOM Ready
11830	0.584797	188214	DOM Ready
25260	0.659915	39446	DOM Ready
27320	0.667713	32174	DOM Ready
23670	0.656663	46383	DOM Ready
6280	0.526309	551961	DOM Ready
4590	0.509565	795648	DOM Ready
2280	0.506206	907028	DOM Ready
18190	0.632873	81111	DOM Ready
6750	0.532336	495693	DOM Ready
16430	0.622541	99958	DOM Ready
11610	0.58447	195288	DOM Ready
2480	0.500149	931089	DOM Ready
9520	0.562401	278792	DOM Ready
11730	0.58605	191011	DOM Ready
17330	0.624038	89517	DOM Ready
14700	0.610173	125412	DOM Ready
26410	0.662379	35220	DOM Ready
25770	0.664865	37182	DOM Ready
27490	0.670246	31481	DOM Ready
17090	0.627472	91934	DOM Ready
28670	0.673026	28461	DOM Ready
17250	0.628168	90030	DOM Ready
17720	0.627471	85086	DOM Ready
16860	0.624817	94775	DOM Ready
27060	0.665254	32801	DOM Ready
17850	0.631441	84323	DOM Ready
23180	0.655519	48859	DOM Ready
16000	0.622437	105577	DOM Ready
