VALUE	BOUNCE_RATE	FREQUENCY	TIMER
1940	0.536278	904285	FCP
7360	0.595084	51670	FCP
21320	0.625762	2461	FCP
6140	0.588217	88991	FCP
21570	0.637377	2333	FCP
19170	0.639209	3035	FCP
11120	0.608116	14933	FCP
17990	0.619629	3607	FCP
12370	0.608006	11217	FCP
24580	0.613249	1585	FCP
18760	0.624219	3361	FCP
22660	0.629103	2041	FCP
21230	0.624445	2479	FCP
27970	0.651838	1034	FCP
27440	0.672232	1138	FCP
28350	0.644799	1067	FCP
28620	0.659044	962	FCP
13900	0.613228	7953	FCP
2980	0.555781	544885	FCP
2600	0.549413	671558	FCP
10790	0.606888	16232	FCP
11460	0.607163	13904	FCP
16880	0.623573	4556	FCP
19410	0.636026	2959	FCP
19460	0.633598	3024	FCP
13690	0.612848	8250	FCP
15710	0.605671	5361	FCP
22340	0.615176	2214	FCP
23010	0.628166	1974	FCP
24090	0.629501	1722	FCP
29540	0.654945	910	FCP
25670	0.644817	1312	FCP
26020	0.647648	1297	FCP
27140	0.656388	1135	FCP
950	0.53476	993665	FCP
5840	0.586697	103418	FCP
5450	0.582308	127041	FCP
20670	0.642144	2705	FCP
10150	0.604784	18939	FCP
10170	0.606574	19076	FCP
14660	0.624242	6592	FCP
18770	0.63882	3220	FCP
22130	0.618261	2300	FCP
24470	0.636978	1628	FCP
17890	0.617863	3818	FCP
13500	0.608893	8591	FCP
21980	0.618561	2252	FCP
1720	0.533313	972812	FCP
6730	0.593523	68149	FCP
7840	0.60323	42473	FCP
22400	0.61966	2177	FCP
9230	0.608591	25306	FCP
13330	0.612233	8910	FCP
5240	0.584166	142872	FCP
13950	0.611133	7779	FCP
20290	0.654042	2746	FCP
15620	0.611153	5362	FCP
8760	0.605382	30214	FCP
1210	0.526637	1064428	FCP
2310	0.54334	773825	FCP
7970	0.601963	40662	FCP
17210	0.624822	4214	FCP
19600	0.642234	2865	FCP
17690	0.62718	3841	FCP
29280	0.651961	1020	FCP
24300	0.641441	1665	FCP
24770	0.650672	1563	FCP
19990	0.615302	2784	FCP
29440	0.65121	992	FCP
7150	0.59748	56668	FCP
4720	0.57926	193989	FCP
13710	0.608543	8264	FCP
7560	0.598942	47437	FCP
19980	0.621269	2680	FCP
11330	0.604599	14178	FCP
21820	0.628292	2354	FCP
27660	0.646026	1082	FCP
29030	0.649053	1003	FCP
8540	0.609219	32673	FCP
3350	0.563034	442549	FCP
2110	0.53971	846996	FCP
4540	0.576876	215880	FCP
11250	0.605865	14731	FCP
8370	0.602082	34776	FCP
19750	0.633958	2721	FCP
12810	0.616733	10100	FCP
100	0.68782	23621	FCP
23140	0.639494	1975	FCP
12420	0.615405	11282	FCP
11150	0.601094	14996	FCP
13210	0.611087	9236	FCP
18490	0.630981	3344	FCP
13250	0.612143	8993	FCP
21860	0.62236	2415	FCP
24930	0.663844	1535	FCP
28940	0.651212	949	FCP
28500	0.65098	1020	FCP
11080	0.603017	15114	FCP
5460	0.582478	127021	FCP
1530	0.530011	1021221	FCP
830	0.543032	912363	FCP
8060	0.594755	39011	FCP
11810	0.611738	12592	FCP
4560	0.577525	212576	FCP
29150	0.701536	1042	FCP
19490	0.635573	2991	FCP
15360	0.61711	5529	FCP
18170	0.624305	3596	FCP
12240	0.611231	11629	FCP
17370	0.623092	4062	FCP
13760	0.619904	8340	FCP
20180	0.64028	2716	FCP
27400	0.665487	1130	FCP
25470	0.643165	1390	FCP
5160	0.580461	149178	FCP
5000	0.581457	163816	FCP
1870	0.535144	923585	FCP
4310	0.577359	248064	FCP
3170	0.557853	489183	FCP
6240	0.590274	85301	FCP
9470	0.607162	23875	FCP
14530	0.612374	6950	FCP
24100	0.643727	1642	FCP
26560	0.635036	1233	FCP
15140	0.619231	5959	FCP
29880	0.665927	901	FCP
5110	0.579322	154679	FCP
24260	0.639506	1620	FCP
17260	0.638808	4128	FCP
11070	0.610048	15366	FCP
20380	0.657345	2825	FCP
17960	0.630155	3734	FCP
16990	0.623673	4427	FCP
28470	0.649475	1047	FCP
9420	0.613483	24312	FCP
28160	0.649351	1001	FCP
24070	0.659255	1664	FCP
29470	0.674518	934	FCP
2510	0.546909	702378	FCP
2670	0.550241	645643	FCP
9560	0.613754	22975	FCP
10510	0.608792	17630	FCP
13220	0.606252	9341	FCP
24530	0.646584	1610	FCP
29490	0.674074	945	FCP
17230	0.622883	4134	FCP
26910	0.652913	1236	FCP
28760	0.676266	1007	FCP
29480	0.667377	938	FCP
3580	0.56555	385720	FCP
25250	0.629811	1429	FCP
3310	0.561557	451281	FCP
7480	0.601665	48901	FCP
8560	0.6048	32500	FCP
15080	0.624819	6205	FCP
25290	0.621525	1403	FCP
27870	0.633962	1060	FCP
22280	0.612974	2266	FCP
28960	0.649123	969	FCP
27810	0.625	1072	FCP
20910	0.632432	2590	FCP
22480	0.623092	2096	FCP
1500	0.529431	1027550	FCP
8140	0.60009	37796	FCP
7460	0.599915	49357	FCP
12100	0.611563	11935	FCP
4490	0.576994	223590	FCP
21470	0.637288	2360	FCP
16780	0.621847	4440	FCP
21200	0.637321	2374	FCP
14180	0.626375	7454	FCP
16330	0.632356	4673	FCP
25600	0.637631	1435	FCP
16420	0.62513	4791	FCP
5600	0.584141	117571	FCP
5500	0.582765	123386	FCP
2390	0.54438	746177	FCP
5220	0.579332	144727	FCP
8350	0.602494	35280	FCP
7590	0.599232	46855	FCP
13780	0.623947	8193	FCP
20700	0.648997	2641	FCP
19480	0.632056	2976	FCP
28480	0.678161	1044	FCP
3360	0.562634	438502	FCP
3010	0.557504	536271	FCP
2460	0.546748	721208	FCP
3730	0.566421	352612	FCP
7420	0.598058	50659	FCP
9340	0.603916	24159	FCP
17160	0.621917	4216	FCP
22120	0.612903	2201	FCP
25190	0.645296	1435	FCP
22970	0.608316	1948	FCP
13310	0.62097	8994	FCP
27130	0.68	1200	FCP
29250	0.667705	963	FCP
19290	0.633793	2971	FCP
25560	0.645658	1428	FCP
25650	0.640784	1275	FCP
1780	0.534653	958001	FCP
250	0.677703	228069	FCP
6790	0.593554	65743	FCP
15430	0.622529	5717	FCP
23720	0.631949	1709	FCP
17770	0.614101	3716	FCP
20480	0.651338	2653	FCP
16640	0.611304	4618	FCP
24330	0.657602	1618	FCP
22920	0.631473	1989	FCP
14330	0.62288	7133	FCP
29290	0.67364	956	FCP
1620	0.53093	994957	FCP
4830	0.580179	181356	FCP
8270	0.599972	36145	FCP
20930	0.649706	2555	FCP
27890	0.630676	991	FCP
22890	0.644356	2002	FCP
14930	0.629701	6222	FCP
20040	0.638149	2852	FCP
20370	0.650074	2692	FCP
3460	0.564287	415379	FCP
3500	0.56428	402424	FCP
13450	0.614761	8753	FCP
12540	0.607897	10941	FCP
14130	0.626354	7665	FCP
13520	0.607358	8453	FCP
11720	0.607816	12846	FCP
17820	0.615952	3799	FCP
1310	0.527253	1061462	FCP
4240	0.57488	259557	FCP
2170	0.541077	826299	FCP
17350	0.623946	4034	FCP
4650	0.580388	202001	FCP
5040	0.578955	159990	FCP
8100	0.602253	38532	FCP
5760	0.585213	107706	FCP
22560	0.630665	2074	FCP
22990	0.62976	1996	FCP
23740	0.639441	1861	FCP
22910	0.626601	2030	FCP
14750	0.607747	6557	FCP
20310	0.636706	2659	FCP
8000	0.598205	40110	FCP
17360	0.62984	4055	FCP
17940	0.63905	3790	FCP
2410	0.545707	737108	FCP
3610	0.565758	379351	FCP
5570	0.581787	119585	FCP
6010	0.590693	95305	FCP
5700	0.586169	111374	FCP
6060	0.589689	92191	FCP
10780	0.608025	16348	FCP
29610	0.668357	986	FCP
13870	0.618253	7911	FCP
2650	0.549978	653086	FCP
670	0.565398	761545	FCP
1660	0.531872	988039	FCP
8670	0.608254	31306	FCP
14350	0.618746	7095	FCP
15990	0.624009	5173	FCP
23990	0.64997	1677	FCP
16950	0.618971	4333	FCP
15170	0.619711	5956	FCP
28460	0.633595	1018	FCP
14580	0.626544	6721	FCP
29160	0.674772	987	FCP
21050	0.624654	2531	FCP
23570	0.638058	1771	FCP
26840	0.658134	1211	FCP
5660	0.58435	112407	FCP
6830	0.592555	65064	FCP
11270	0.601035	14297	FCP
11230	0.603798	14639	FCP
16340	0.623393	4822	FCP
50	0.545771	3736	FCP
28140	0.636275	1031	FCP
22490	0.63346	2098	FCP
28230	0.648148	1026	FCP
27200	0.643556	1125	FCP
1130	0.527211	1062400	FCP
4470	0.577687	226382	FCP
5100	0.581316	154852	FCP
2640	0.550237	656059	FCP
6540	0.59503	73487	FCP
6760	0.596682	66962	FCP
5850	0.585973	103160	FCP
11380	0.603991	14083	FCP
14250	0.624809	7191	FCP
18620	0.628087	3361	FCP
22470	0.613848	2152	FCP
16560	0.622817	4523	FCP
20320	0.646689	2703	FCP
16470	0.614546	4771	FCP
19730	0.635377	2855	FCP
26960	0.665835	1203	FCP
870	0.539549	936667	FCP
1510	0.530446	1028574	FCP
2230	0.540693	802829	FCP
2630	0.550019	659481	FCP
9190	0.604797	25640	FCP
5930	0.586721	99255	FCP
7580	0.595794	47555	FCP
7000	0.595956	60491	FCP
90	0.669624	16908	FCP
18290	0.634125	3493	FCP
15130	0.615011	5969	FCP
25150	0.662745	1530	FCP
10060	0.60646	19289	FCP
1230	0.52568	1065128	FCP
2430	0.546219	733741	FCP
3490	0.564144	408761	FCP
7750	0.597231	44065	FCP
9550	0.606814	23424	FCP
28590	0.652764	1031	FCP
16660	0.626736	4608	FCP
22740	0.611218	2086	FCP
13560	0.615545	8620	FCP
12930	0.61601	9844	FCP
26620	0.653333	1275	FCP
2590	0.549589	671471	FCP
1460	0.529054	1037814	FCP
970	0.533215	1003318	FCP
9970	0.607542	20578	FCP
25580	0.634669	1448	FCP
16730	0.623829	4591	FCP
25040	0.63292	1452	FCP
27380	0.640678	1180	FCP
28070	0.645254	1043	FCP
23090	0.648025	1949	FCP
4280	0.575214	253179	FCP
8040	0.600414	39651	FCP
9940	0.605776	20430	FCP
12520	0.604114	10647	FCP
15190	0.62705	5915	FCP
25070	0.609872	1479	FCP
28910	0.631851	967	FCP
16900	0.628726	4428	FCP
26300	0.644152	1214	FCP
20280	0.661123	2706	FCP
27120	0.647972	1159	FCP
27780	0.644035	1031	FCP
16650	0.608825	4691	FCP
13070	0.613084	9462	FCP
4000	0.572154	300164	FCP
6050	0.587247	93298	FCP
10160	0.607364	18549	FCP
7110	0.595442	57433	FCP
8340	0.605052	35192	FCP
28100	0.656222	1117	FCP
19780	0.640719	2839	FCP
28440	0.63771	1013	FCP
9810	0.607511	21063	FCP
18220	0.604067	3541	FCP
22570	0.642045	2112	FCP
28870	0.662	1000	FCP
2420	0.545858	735596	FCP
5210	0.582717	145726	FCP
430	0.627383	478663	FCP
2080	0.539664	858012	FCP
8750	0.602533	30483	FCP
17840	0.634101	3736	FCP
14170	0.613405	7460	FCP
18120	0.621453	3524	FCP
15370	0.617121	5759	FCP
29060	0.668675	996	FCP
24670	0.643045	1524	FCP
2240	0.542242	801044	FCP
9430	0.605987	24286	FCP
1300	0.526853	1062622	FCP
16170	0.62142	4958	FCP
3810	0.569331	336583	FCP
9380	0.60939	24472	FCP
8940	0.609323	28123	FCP
19810	0.636364	2849	FCP
18810	0.637117	3260	FCP
17650	0.62963	3861	FCP
27540	0.634669	1073	FCP
14450	0.618299	6809	FCP
3790	0.567635	340157	FCP
9120	0.607037	26262	FCP
7100	0.595536	57879	FCP
19050	0.631664	3095	FCP
11350	0.606976	14335	FCP
15880	0.614178	5163	FCP
11930	0.603584	12444	FCP
21130	0.6368	2500	FCP
22850	0.628821	2061	FCP
22020	0.628117	2326	FCP
20580	0.629754	2682	FCP
22840	0.62881	2034	FCP
3270	0.560565	461397	FCP
8970	0.601238	27776	FCP
7910	0.60326	41594	FCP
3070	0.557669	517963	FCP
2790	0.553722	602497	FCP
15820	0.619363	5278	FCP
6710	0.595469	68729	FCP
12980	0.607476	9765	FCP
18370	0.629436	3438	FCP
16120	0.617635	4990	FCP
23610	0.631549	1756	FCP
14230	0.619498	7293	FCP
25000	0.63786	1458	FCP
29170	0.649793	968	FCP
21580	0.628879	2417	FCP
26610	0.641694	1228	FCP
28890	0.655589	993	FCP
23560	0.631868	1820	FCP
27410	0.635745	1175	FCP
1440	0.528873	1040037	FCP
8780	0.606218	30042	FCP
19590	0.64727	2784	FCP
17140	0.62783	4240	FCP
10070	0.600375	19213	FCP
13180	0.608562	9414	FCP
27620	0.656637	1130	FCP
12740	0.61097	10246	FCP
10050	0.607532	19464	FCP
13300	0.612643	9033	FCP
18250	0.626944	3600	FCP
18340	0.626245	3513	FCP
21400	0.637974	2428	FCP
28370	0.678402	1051	FCP
2550	0.547192	687552	FCP
990	0.533313	1015802	FCP
4860	0.579753	178326	FCP
25550	0.648162	1333	FCP
26830	0.623053	1284	FCP
13650	0.6194	8371	FCP
70	0.606776	8471	FCP
29130	0.669715	984	FCP
22500	0.631855	2097	FCP
20150	0.63895	2706	FCP
10720	0.607784	16598	FCP
23710	0.617069	1781	FCP
29180	0.686596	1037	FCP
16110	0.625122	5135	FCP
2740	0.55174	620783	FCP
7890	0.598658	41730	FCP
19890	0.651629	2793	FCP
10340	0.604617	17803	FCP
11920	0.604482	12404	FCP
15630	0.628026	5452	FCP
13150	0.61781	9197	FCP
20080	0.632499	2917	FCP
20470	0.632205	2689	FCP
4660	0.578487	200352	FCP
880	0.539144	951746	FCP
5480	0.583235	124977	FCP
19280	0.622818	3094	FCP
22790	0.637056	1970	FCP
23360	0.632184	1827	FCP
3280	0.560628	458923	FCP
21090	0.630782	2443	FCP
18160	0.632918	3615	FCP
21900	0.632018	2280	FCP
27170	0.615448	1217	FCP
19450	0.647251	3056	FCP
28700	0.661191	974	FCP
5230	0.58262	143155	FCP
5300	0.581072	138236	FCP
400	0.63735	443927	FCP
7830	0.600459	42669	FCP
7600	0.600375	46994	FCP
19900	0.647963	2798	FCP
27800	0.662109	1024	FCP
3640	0.565611	371639	FCP
23340	0.625272	1836	FCP
10580	0.605806	17225	FCP
21490	0.630737	2375	FCP
2200	0.539831	814975	FCP
12570	0.602302	10601	FCP
7630	0.599008	46784	FCP
2850	0.554042	585383	FCP
4980	0.587257	170050	FCP
7390	0.598695	50747	FCP
14200	0.615311	7289	FCP
6980	0.595781	60957	FCP
20220	0.624813	2676	FCP
9260	0.609083	25233	FCP
14400	0.613742	7117	FCP
12760	0.611481	10069	FCP
17280	0.618794	4129	FCP
21390	0.642977	2378	FCP
23210	0.641722	1951	FCP
27330	0.638164	1111	FCP
29620	0.676724	928	FCP
9070	0.606739	27005	FCP
4880	0.580528	176975	FCP
11600	0.605637	13376	FCP
20970	0.644048	2520	FCP
28930	0.662109	1024	FCP
21960	0.618943	2270	FCP
29940	0.673325	851	FCP
28630	0.662734	1017	FCP
17980	0.627599	3703	FCP
1150	0.52696	1063919	FCP
11660	0.610765	12987	FCP
5170	0.580617	148647	FCP
6500	0.592958	74609	FCP
7760	0.602265	44326	FCP
15840	0.636682	5136	FCP
21370	0.631556	2307	FCP
28180	0.665678	1011	FCP
19870	0.643115	2774	FCP
24570	0.632419	1567	FCP
29400	0.676407	924	FCP
19250	0.652384	3104	FCP
20	0.7	30	FCP
820	0.543849	902989	FCP
3450	0.563444	416792	FCP
6000	0.590246	94830	FCP
8820	0.603274	29383	FCP
7170	0.594089	56165	FCP
25700	0.631619	1322	FCP
24520	0.658831	1574	FCP
28280	0.649901	1014	FCP
27580	0.67	1100	FCP
780	0.548013	867135	FCP
910	0.53679	969286	FCP
3180	0.560209	487700	FCP
14830	0.619949	6336	FCP
10140	0.608346	18907	FCP
13770	0.616084	8033	FCP
27530	0.630631	1110	FCP
17050	0.633216	4275	FCP
21120	0.631939	2486	FCP
11390	0.608247	13871	FCP
25200	0.650203	1478	FCP
15040	0.61836	6231	FCP
13110	0.617538	9397	FCP
22100	0.627424	2217	FCP
27350	0.663543	1174	FCP
16460	0.611896	4741	FCP
20950	0.652174	2484	FCP
20110	0.63056	2788	FCP
1060	0.529302	1041454	FCP
2370	0.544305	749131	FCP
9140	0.606772	26402	FCP
9020	0.606225	27244	FCP
8130	0.600864	38180	FCP
17790	0.637186	3867	FCP
18540	0.624233	3260	FCP
21600	0.627276	2471	FCP
490	0.611722	551746	FCP
2270	0.54123	785590	FCP
4840	0.578056	179903	FCP
1200	0.526245	1065760	FCP
10290	0.602775	18161	FCP
14590	0.613051	6528	FCP
27220	0.653879	1173	FCP
29350	0.644335	1015	FCP
23230	0.623679	1892	FCP
23600	0.640793	1765	FCP
12530	0.608281	10699	FCP
2620	0.548861	657864	FCP
2690	0.550722	638248	FCP
1890	0.535038	920459	FCP
9950	0.606935	20302	FCP
6920	0.594344	62452	FCP
900	0.537787	964122	FCP
6490	0.591729	75974	FCP
22540	0.624753	2028	FCP
6870	0.600249	63457	FCP
12150	0.617259	11820	FCP
7240	0.593536	54423	FCP
21180	0.631835	2469	FCP
10800	0.610911	16076	FCP
14470	0.613069	6611	FCP
22510	0.627851	2061	FCP
29810	0.691704	892	FCP
23860	0.649858	1765	FCP
20840	0.6347	2513	FCP
3910	0.570247	315435	FCP
9740	0.608597	21635	FCP
12860	0.621532	9985	FCP
8200	0.60021	37117	FCP
16500	0.623844	4756	FCP
7620	0.598085	46276	FCP
13820	0.617498	8115	FCP
12390	0.604834	11213	FCP
20510	0.647923	2792	FCP
24350	0.646775	1659	FCP
1950	0.537377	901968	FCP
21330	0.641472	2527	FCP
7610	0.598914	46055	FCP
10520	0.615164	17766	FCP
11280	0.602564	14586	FCP
16680	0.636343	4485	FCP
26790	0.656482	1211	FCP
26710	0.652789	1201	FCP
4170	0.571578	270866	FCP
1190	0.526353	1064946	FCP
1220	0.52737	1063308	FCP
5580	0.584292	118641	FCP
14240	0.613319	7223	FCP
9880	0.608507	20736	FCP
9920	0.610808	20504	FCP
10490	0.604508	17836	FCP
23120	0.63056	1911	FCP
24740	0.642345	1535	FCP
16520	0.613905	4732	FCP
27710	0.654923	1107	FCP
19920	0.636044	2841	FCP
5550	0.585698	120417	FCP
14020	0.626879	7850	FCP
720	0.557278	809450	FCP
16580	0.634757	4753	FCP
8280	0.604042	35875	FCP
15510	0.630655	5637	FCP
29000	0.696617	946	FCP
16450	0.624378	4619	FCP
17380	0.633479	4128	FCP
19040	0.645874	3078	FCP
18350	0.613819	3488	FCP
24370	0.626367	1555	FCP
27090	0.635426	1163	FCP
1070	0.52777	1045994	FCP
850	0.541325	928465	FCP
5810	0.589335	105076	FCP
5390	0.581053	131167	FCP
10600	0.607893	17054	FCP
10410	0.613224	18119	FCP
28260	0.661538	975	FCP
15960	0.623492	5057	FCP
29550	0.655508	926	FCP
10990	0.605562	15389	FCP
13890	0.607659	7756	FCP
15400	0.61612	5757	FCP
21990	0.623126	2335	FCP
27700	0.649205	1069	FCP
3510	0.564602	404343	FCP
6610	0.592707	72098	FCP
6180	0.588607	87177	FCP
170	0.678806	115136	FCP
12280	0.607124	11426	FCP
25370	0.637807	1386	FCP
28660	0.662312	995	FCP
27570	0.636517	1183	FCP
23260	0.622899	1904	FCP
5910	0.587729	100109	FCP
14100	0.631805	7439	FCP
22070	0.62213	2178	FCP
28600	0.655534	1048	FCP
15690	0.625179	5576	FCP
26040	0.654129	1223	FCP
2490	0.546935	709593	FCP
7510	0.597807	48509	FCP
6100	0.589289	91568	FCP
10700	0.603299	16670	FCP
12770	0.615249	10204	FCP
21430	0.622259	2417	FCP
14090	0.606073	7542	FCP
19100	0.651058	3118	FCP
20300	0.650835	2695	FCP
19790	0.622016	2807	FCP
18070	0.641262	3582	FCP
6320	0.593307	81484	FCP
1820	0.535099	947108	FCP
3660	0.565791	366395	FCP
10220	0.599774	18597	FCP
6990	0.59647	60910	FCP
13700	0.61436	8482	FCP
16690	0.617195	4420	FCP
19500	0.645677	3065	FCP
19860	0.622542	2848	FCP
12580	0.608192	10791	FCP
25490	0.632006	1356	FCP
26940	0.659664	1190	FCP
26260	0.652937	1311	FCP
14940	0.620852	6177	FCP
24320	0.629283	1605	FCP
26140	0.64	1250	FCP
3150	0.557945	495366	FCP
3930	0.570681	313650	FCP
3710	0.567319	357487	FCP
6930	0.591562	62340	FCP
230	0.681304	196422	FCP
6030	0.585553	94386	FCP
3720	0.56692	355387	FCP
10660	0.60788	16852	FCP
14800	0.626817	6399	FCP
17910	0.634698	3712	FCP
12920	0.604612	9975	FCP
13090	0.609939	9619	FCP
23680	0.647773	1729	FCP
24820	0.62702	1547	FCP
13460	0.605709	8793	FCP
13730	0.617484	8099	FCP
28020	0.645508	1024	FCP
1630	0.53187	1002166	FCP
15770	0.630716	5183	FCP
9050	0.606638	27537	FCP
6430	0.597948	77679	FCP
13550	0.616301	8478	FCP
12560	0.609902	10664	FCP
15460	0.603777	5719	FCP
19940	0.623348	2724	FCP
19930	0.640865	2868	FCP
4770	0.579824	187169	FCP
24310	0.619779	1628	FCP
19030	0.610775	3137	FCP
9790	0.602394	21388	FCP
8950	0.608408	27996	FCP
7990	0.599842	40399	FCP
16440	0.627902	4566	FCP
24510	0.651088	1562	FCP
21890	0.626258	2285	FCP
26320	0.674634	1297	FCP
24830	0.611749	1481	FCP
9530	0.615587	23519	FCP
19520	0.621124	2935	FCP
7250	0.598692	53981	FCP
10380	0.605517	17945	FCP
7370	0.596062	51295	FCP
10670	0.607719	16687	FCP
17190	0.622393	4171	FCP
21950	0.621587	2344	FCP
17510	0.615085	4110	FCP
26520	0.642132	1182	FCP
6820	0.594917	65468	FCP
1930	0.536051	909020	FCP
2440	0.544667	725988	FCP
8480	0.604371	33721	FCP
12140	0.611888	11793	FCP
7780	0.598053	43553	FCP
7980	0.597451	40251	FCP
22710	0.643932	1994	FCP
18230	0.631092	3570	FCP
19550	0.627049	2928	FCP
24280	0.623472	1636	FCP
29110	0.673298	955	FCP
26490	0.64022	1273	FCP
21640	0.616799	2393	FCP
9100	0.607953	26831	FCP
4330	0.576775	245255	FCP
13610	0.614383	8371	FCP
4190	0.573603	266965	FCP
7050	0.595447	58912	FCP
10270	0.604969	18515	FCP
13670	0.609685	8219	FCP
13000	0.616641	9675	FCP
17580	0.634134	3955	FCP
24800	0.63367	1485	FCP
29500	0.637339	932	FCP
24760	0.633776	1581	FCP
26000	0.654074	1350	FCP
17040	0.627684	4284	FCP
1790	0.534468	952611	FCP
11580	0.6067	13552	FCP
10910	0.607234	15620	FCP
6950	0.599068	61796	FCP
17130	0.626109	4282	FCP
6890	0.59572	63080	FCP
14500	0.620639	6822	FCP
9660	0.60737	22008	FCP
17390	0.626333	4033	FCP
10450	0.6121	17703	FCP
25800	0.658571	1400	FCP
25030	0.645139	1471	FCP
29850	0.678652	890	FCP
11630	0.609233	13430	FCP
3980	0.566153	306811	FCP
1960	0.537199	896831	FCP
18000	0.636211	3568	FCP
17450	0.643493	4157	FCP
11770	0.609085	12944	FCP
21740	0.629389	2307	FCP
25690	0.621302	1352	FCP
15320	0.623682	5785	FCP
24340	0.60641	1560	FCP
27600	0.641886	1103	FCP
28170	0.661213	1039	FCP
9590	0.60785	22930	FCP
300	0.660271	304354	FCP
9080	0.605065	26969	FCP
7960	0.600411	40902	FCP
13390	0.60679	8807	FCP
25220	0.639701	1471	FCP
17000	0.632485	4242	FCP
28690	0.643004	972	FCP
29430	0.675132	945	FCP
29680	0.663784	925	FCP
6160	0.589917	88743	FCP
6470	0.595387	76436	FCP
11540	0.607989	13469	FCP
5630	0.585866	116134	FCP
15250	0.612003	5732	FCP
22360	0.634795	2144	FCP
17600	0.627695	3943	FCP
17560	0.643704	3963	FCP
19320	0.615176	2952	FCP
23900	0.63803	1746	FCP
28740	0.637755	980	FCP
26070	0.659891	1279	FCP
29360	0.646432	939	FCP
3040	0.557533	525664	FCP
3160	0.559463	490401	FCP
5410	0.584197	129684	FCP
1110	0.527013	1055333	FCP
4460	0.575909	227312	FCP
13600	0.615194	8490	FCP
17860	0.627141	3736	FCP
20230	0.650125	2801	FCP
29710	0.643098	891	FCP
27550	0.632381	1050	FCP
17290	0.632101	4137	FCP
16750	0.612245	4263	FCP
15980	0.620303	5083	FCP
21030	0.63286	2465	FCP
27240	0.647687	1124	FCP
26600	0.643256	1253	FCP
22640	0.616256	2030	FCP
2940	0.555819	554673	FCP
3690	0.567048	362008	FCP
5510	0.585886	123635	FCP
3290	0.560659	457369	FCP
4970	0.579387	166942	FCP
14840	0.60438	6347	FCP
6780	0.594421	66505	FCP
9720	0.608473	21835	FCP
21630	0.623509	2348	FCP
23850	0.633239	1775	FCP
17220	0.633562	4219	FCP
19200	0.622519	3073	FCP
11690	0.61158	13143	FCP
28040	0.662559	1055	FCP
25960	0.630686	1297	FCP
2830	0.553072	590909	FCP
3110	0.558334	505171	FCP
8600	0.608878	32440	FCP
11640	0.612259	13166	FCP
6600	0.597156	71601	FCP
17530	0.630642	3988	FCP
9680	0.612214	22105	FCP
19150	0.63459	3076	FCP
26270	0.674104	1255	FCP
22270	0.641585	2246	FCP
17300	0.634118	4250	FCP
1250	0.526932	1064421	FCP
9180	0.612131	25867	FCP
10440	0.610669	17828	FCP
7740	0.598444	44228	FCP
12670	0.614949	10583	FCP
15700	0.616865	5455	FCP
8650	0.606466	31733	FCP
11310	0.61015	14226	FCP
14220	0.62048	7246	FCP
28110	0.643411	1032	FCP
2950	0.555376	553675	FCP
2870	0.554654	574145	FCP
6130	0.588076	90439	FCP
3340	0.560876	443082	FCP
4120	0.572611	277361	FCP
7660	0.597846	45781	FCP
6910	0.594465	62510	FCP
18010	0.636486	3711	FCP
23250	0.623383	1933	FCP
24730	0.642857	1526	FCP
4900	0.58249	173936	FCP
6170	0.589392	87955	FCP
3210	0.559895	478722	FCP
10680	0.615366	16764	FCP
