VALUE	SESSIONLENGTH	FREQUENCY	TIMER
21800	4.075	4607	FCP
2350	5.005	1421100	FCP
4400	4.279	442988	FCP
8930	4.384	53811	FCP
8580	4.357	61498	FCP
11240	4.465	28040	FCP
10530	4.318	33204	FCP
14270	4.173	13884	FCP
11320	5.206	27626	FCP
25420	3.728	2758	FCP
19470	4.09	5770	FCP
22950	4.241	3970	FCP
23530	4.097	3664	FCP
18500	4.132	6641	FCP
3220	4.602	882129	FCP
1410	5.497	2059089	FCP
10320	4.243	35019	FCP
8710	4.275	59004	FCP
16870	4.283	8481	FCP
18480	4.608	6698	FCP
28990	3.786	2021	FCP
23750	4.427	3423	FCP
16270	4.286	9351	FCP
21040	4.263	4905	FCP
21300	4.307	4880	FCP
24950	4.373	2934	FCP
23240	3.91	3788	FCP
7060	4.294	111769	FCP
10030	4.547	37610	FCP
2190	5.083	1526149	FCP
2800	4.75	1114527	FCP
11420	4.321	26904	FCP
7770	4.308	82734	FCP
7340	4.288	98904	FCP
23300	4.381	3895	FCP
24400	4.005	3190	FCP
21750	4.294	4541	FCP
8790	4.285	56989	FCP
29340	3.903	1838	FCP
21700	4.031	4678	FCP
29410	4.022	1871	FCP
5890	4.267	191416	FCP
6440	4.226	146921	FCP
5330	4.263	257103	FCP
16790	4.159	8595	FCP
20000	4.544	5361	FCP
16020	4.331	9956	FCP
19220	4.13	5982	FCP
15650	4.028	10533	FCP
12310	4.135	21517	FCP
15590	4.062	10621	FCP
28000	4.399	2078	FCP
26440	3.836	2479	FCP
16030	3.966	9669	FCP
15200	4.334	11311	FCP
25620	3.991	2590	FCP
26350	4.358	2564	FCP
480	5.303	1093785	FCP
5320	4.258	259121	FCP
9540	4.329	44333	FCP
8110	4.253	72706	FCP
11560	4.286	25722	FCP
22060	4.034	4499	FCP
19300	4.467	6053	FCP
24080	4.342	3286	FCP
15830	4.404	10193	FCP
21810	3.946	4629	FCP
22000	4.368	4393	FCP
21460	4.142	4895	FCP
28060	4.435	2026	FCP
19950	4.203	5451	FCP
23130	3.966	3799	FCP
18950	4.636	6379	FCP
23790	3.905	3537	FCP
610	5.607	1480630	FCP
3800	4.434	632230	FCP
5870	4.322	191947	FCP
6110	4.338	172022	FCP
18710	4.151	6502	FCP
6250	4.349	161068	FCP
8960	4.304	53652	FCP
7640	4.254	87357	FCP
19180	4.306	6104	FCP
14910	4.39	12110	FCP
21080	4.44	4917	FCP
28860	4.25	1975	FCP
28970	4.482	2096	FCP
13850	4.239	15460	FCP
24550	4.358	3076	FCP
960	5.682	2079563	FCP
6960	4.299	116522	FCP
1840	5.279	1776200	FCP
15180	4.472	11390	FCP
5050	4.247	301309	FCP
9670	4.362	42353	FCP
20920	3.979	4921	FCP
25720	3.857	2672	FCP
11860	4.437	24058	FCP
9620	4.345	42752	FCP
27740	4.057	2347	FCP
18580	4.223	6629	FCP
23580	4.023	3541	FCP
27960	4.374	2167	FCP
25280	4.331	2828	FCP
26950	4.119	2434	FCP
8740	4.277	58713	FCP
4380	4.309	449088	FCP
9300	4.435	47830	FCP
5260	4.274	267554	FCP
11170	4.474	28544	FCP
19640	3.977	5628	FCP
15000	4.349	11829	FCP
24600	4.169	3248	FCP
26500	3.895	2471	FCP
20350	4.289	5142	FCP
29730	3.956	1828	FCP
29690	3.91	1780	FCP
26820	4.307	2342	FCP
5420	4.234	245140	FCP
2330	5.043	1433670	FCP
8570	4.345	62198	FCP
11400	4.309	27286	FCP
15850	4.108	9956	FCP
27790	4.138	2191	FCP
20500	3.838	5031	FCP
26360	4.02	2469	FCP
13200	4.328	17791	FCP
25640	3.878	2776	FCP
12790	4.218	19516	FCP
2540	4.921	1282561	FCP
3780	4.424	638674	FCP
14060	4.207	14405	FCP
6310	4.182	156529	FCP
7450	4.317	95044	FCP
12050	4.415	23088	FCP
27930	4.145	2166	FCP
18520	4.232	6699	FCP
28490	4.632	2059	FCP
24160	4.315	3362	FCP
1090	5.658	2140846	FCP
5770	4.21	202036	FCP
3480	4.509	758468	FCP
14760	4.609	12570	FCP
550	5.507	1305731	FCP
2820	4.76	1105866	FCP
7540	4.306	91178	FCP
25380	4.32	2905	FCP
10400	4.35	34250	FCP
18940	4.166	6362	FCP
20690	4.25	5045	FCP
27300	4.196	2256	FCP
1180	5.604	2157228	FCP
4210	4.291	493850	FCP
18090	4.346	7068	FCP
8170	4.258	72074	FCP
18030	4.171	7225	FCP
19210	4.199	6095	FCP
23440	4.188	3698	FCP
13640	4.277	15837	FCP
21280	4.369	4795	FCP
21500	3.929	4714	FCP
19840	4.26	5451	FCP
19740	4.335	5594	FCP
11010	4.416	29715	FCP
19700	4.109	5471	FCP
13960	4.357	14891	FCP
1710	5.347	1874567	FCP
11180	4.468	28591	FCP
22650	4.355	4084	FCP
12440	4.389	21051	FCP
13380	4.448	17134	FCP
15390	4.266	10860	FCP
27270	4.033	2221	FCP
22380	3.961	4340	FCP
18630	4.095	6507	FCP
15540	4.455	10562	FCP
25400	3.849	2818	FCP
18650	4.158	6487	FCP
3680	4.419	678343	FCP
4510	4.242	413847	FCP
380	4.822	813393	FCP
4570	4.299	399075	FCP
9220	4.448	49072	FCP
13010	4.457	18575	FCP
9650	4.291	42950	FCP
14490	4.368	13195	FCP
13160	4.326	17796	FCP
18330	4.146	6840	FCP
27980	4.044	2136	FCP
19620	4.222	5545	FCP
28550	3.783	1968	FCP
23270	4.058	3784	FCP
4780	4.223	352377	FCP
6410	4.236	149442	FCP
3740	4.399	654753	FCP
5140	4.199	285855	FCP
5560	4.264	225313	FCP
11030	4.292	28996	FCP
14150	4.388	14322	FCP
16600	4.356	9034	FCP
17900	4.076	7459	FCP
23380	4.38	3698	FCP
27850	4.46	2146	FCP
21000	4.205	4853	FCP
28800	4.173	1938	FCP
200	3.698	293851	FCP
7950	4.288	77614	FCP
6270	4.299	159420	FCP
1990	5.235	1670857	FCP
2890	4.733	1061023	FCP
12110	4.28	22894	FCP
16080	4.12	9792	FCP
180	3.632	240460	FCP
9170	4.342	50860	FCP
15160	4.149	11562	FCP
12890	4.268	19119	FCP
21250	4.145	4863	FCP
22460	4.367	4328	FCP
22700	4.428	4036	FCP
28820	3.871	2022	FCP
26990	3.922	2299	FCP
6220	4.26	163561	FCP
6740	4.348	129854	FCP
9500	4.335	44298	FCP
16630	4.173	8731	FCP
12260	4.42	22019	FCP
28340	6.071	2134	FCP
1480	5.463	2018325	FCP
11940	4.44	23593	FCP
14880	4.199	12109	FCP
13990	4.118	14819	FCP
20410	4.404	4926	FCP
20530	3.893	5023	FCP
29090	3.927	2048	FCP
26340	4.142	2573	FCP
12020	4.187	23296	FCP
8860	4.312	55626	FCP
9270	4.279	48401	FCP
19720	4.201	5495	FCP
23000	4.158	3908	FCP
22240	4.251	4284	FCP
29320	3.566	1877	FCP
25390	3.892	2801	FCP
29650	4.158	1877	FCP
25460	4.004	2716	FCP
1600	5.396	1956618	FCP
3960	4.357	572665	FCP
520	5.378	1213727	FCP
16310	4.14	9380	FCP
27510	4.07	2196	FCP
21190	4.069	5045	FCP
15480	4.092	10851	FCP
20170	4.044	5207	FCP
21870	4.389	4676	FCP
7120	4.255	108096	FCP
5540	4.285	228210	FCP
2810	4.806	1107429	FCP
680	5.695	1667466	FCP
3120	4.647	925431	FCP
4060	4.338	540256	FCP
11960	4.315	23785	FCP
9990	4.297	38213	FCP
21480	4.103	4739	FCP
16480	4.277	9078	FCP
20990	3.993	4797	FCP
23280	4.445	3623	FCP
12830	4.358	19408	FCP
28920	3.896	1951	FCP
17480	4.269	7799	FCP
20050	4.81	5318	FCP
20600	4.445	5113	FCP
25500	3.936	2877	FCP
6680	4.284	132532	FCP
16550	4.264	9054	FCP
8330	4.279	67746	FCP
23970	4.118	3320	FCP
27820	4.227	2108	FCP
14630	4.468	12769	FCP
18310	4.128	6802	FCP
14860	4.758	12196	FCP
17080	4.186	8321	FCP
12680	4.206	20173	FCP
19260	4.188	5983	FCP
16100	4.124	9618	FCP
22080	4.355	4434	FCP
18750	3.93	6407	FCP
22390	4.413	4291	FCP
27430	4.171	2150	FCP
10870	4.352	30417	FCP
9360	4.441	46862	FCP
26160	3.987	2530	FCP
16090	4.291	9634	FCP
18210	4.177	6936	FCP
8660	4.39	59573	FCP
2450	4.957	1344438	FCP
23950	3.907	3454	FCP
12360	4.3	21529	FCP
14070	4.473	14622	FCP
20260	4.064	5262	FCP
26030	3.974	2616	FCP
29560	3.776	1933	FCP
22350	4.394	4406	FCP
650	5.633	1601710	FCP
560	5.531	1332337	FCP
7380	4.31	97610	FCP
10090	4.498	36818	FCP
12340	4.277	21553	FCP
13240	4.256	17297	FCP
12270	4.128	21947	FCP
22450	4.1	4391	FCP
14730	4.287	12558	FCP
21270	4.371	4922	FCP
24180	4.126	3424	FCP
22520	3.973	4188	FCP
23410	4.124	3753	FCP
26390	4.816	2509	FCP
5400	4.252	247509	FCP
5070	4.209	299453	FCP
20430	4.038	5240	FCP
17430	4.071	7792	FCP
20020	4.222	5492	FCP
20750	4.167	4911	FCP
2500	4.949	1305812	FCP
8150	4.29	72536	FCP
790	5.744	1868405	FCP
4260	4.32	481114	FCP
3670	4.429	680703	FCP
9490	4.311	44897	FCP
9130	4.328	50744	FCP
21830	4.51	4560	FCP
16810	4.314	8858	FCP
26280	4.04	2561	FCP
26110	3.974	2609	FCP
28730	6.515	1983	FCP
10430	4.08	34214	FCP
21670	4.205	4719	FCP
29580	4.695	1755	FCP
22610	4.26	4186	FCP
1560	5.412	1967953	FCP
3850	4.365	613886	FCP
11480	4.315	26330	FCP
10830	4.401	31028	FCP
18470	4.712	6758	FCP
8620	4.289	60242	FCP
18300	4.144	6883	FCP
14280	4.103	13705	FCP
26470	4.129	2491	FCP
25430	3.92	2860	FCP
5080	4.265	296875	FCP
4390	4.297	444140	FCP
5650	4.245	215920	FCP
8810	4.267	56563	FCP
8990	4.367	52984	FCP
20390	4.15	5077	FCP
5740	4.189	206466	FCP
24850	4.291	3019	FCP
26640	3.996	2498	FCP
25780	3.867	2678	FCP
5880	4.246	193571	FCP
2960	4.724	1018776	FCP
6860	4.254	122240	FCP
13410	4.292	16798	FCP
7500	4.269	92705	FCP
18360	4.068	6874	FCP
16160	4.303	9499	FCP
21350	4.424	4850	FCP
24060	3.759	3303	FCP
15120	4.221	11387	FCP
21780	4.7	4642	FCP
26420	4.118	2474	FCP
3620	4.449	696948	FCP
13420	4.313	16753	FCP
13570	4.197	16281	FCP
25990	3.826	2638	FCP
23780	4.28	3387	FCP
840	5.719	1940032	FCP
16350	4.074	9285	FCP
14770	4.254	12434	FCP
26980	4.303	2350	FCP
23910	3.848	3471	FCP
17750	4.235	7528	FCP
25320	4.075	2790	FCP
1470	5.468	2027611	FCP
12600	4.278	20231	FCP
22730	4.107	4034	FCP
26850	4.435	2422	FCP
4700	4.241	369790	FCP
8850	4.424	55868	FCP
9770	4.37	40708	FCP
4250	4.303	480835	FCP
16820	4.218	8620	FCP
23040	4.031	3915	FCP
22530	4.176	4258	FCP
29860	4.187	1780	FCP
27010	4.228	2349	FCP
3880	4.384	602942	FCP
4100	4.348	528916	FCP
4710	4.281	366919	FCP
920	5.702	2046942	FCP
13400	4.243	17055	FCP
23870	4.088	3501	FCP
17970	4.257	7127	FCP
19610	4.433	5761	FCP
29450	3.838	1836	FCP
16130	4.102	9669	FCP
22090	4.03	4585	FCP
25850	4.194	2699	FCP
26290	3.709	2530	FCP
27900	4.599	2163	FCP
27190	3.972	2331	FCP
1770	5.337	1829794	FCP
5380	4.265	251532	FCP
15750	4.536	10265	FCP
8700	4.265	59066	FCP
13370	4.47	16842	FCP
26660	3.984	2481	FCP
23170	4.094	3856	FCP
29960	4.149	1776	FCP
26450	3.901	2514	FCP
9850	4.311	39890	FCP
2700	4.834	1179745	FCP
10590	4.288	32533	FCP
15760	4.193	10021	FCP
9570	4.336	43656	FCP
13080	4.409	18127	FCP
11490	4.309	26059	FCP
24220	4.423	3197	FCP
22980	3.929	3886	FCP
18840	4.198	6394	FCP
15860	4.377	9905	FCP
24390	4.409	3209	FCP
27730	4.296	2175	FCP
29330	4.237	1930	FCP
2400	4.975	1385450	FCP
1340	5.509	2097854	FCP
8900	4.313	55186	FCP
20650	4.15	5114	FCP
7300	4.272	100813	FCP
19110	7.239	6181	FCP
18390	4.072	6770	FCP
13320	4.285	17308	FCP
19420	4.041	5817	FCP
29420	4.102	1926	FCP
3760	4.378	647327	FCP
18150	4.198	6857	FCP
9150	4.313	50309	FCP
27390	3.828	2335	FCP
18570	4.195	6505	FCP
23930	4.667	3390	FCP
27760	3.901	2201	FCP
15070	4.153	11839	FCP
2300	5.015	1453771	FCP
3570	4.452	722647	FCP
11530	4.203	25971	FCP
14410	4.07	13216	FCP
15640	4.359	10402	FCP
18380	4.173	6735	FCP
11800	4.358	24594	FCP
16150	4.251	9644	FCP
16590	4.589	8984	FCP
21560	4.43	4686	FCP
25160	3.912	2953	FCP
23760	4.034	3560	FCP
20550	4.165	4986	FCP
460	5.166	1028746	FCP
440	5.066	972449	FCP
13440	4.511	16686	FCP
20760	3.921	4939	FCP
24170	4.129	3362	FCP
19400	4.238	5761	FCP
20030	4.243	5417	FCP
29380	4.131	1891	FCP
4430	4.297	435762	FCP
9610	4.266	43241	FCP
7430	4.271	95363	FCP
6900	4.257	120576	FCP
7220	4.296	104568	FCP
13230	4.404	17517	FCP
24030	4.197	3257	FCP
21220	4.476	4858	FCP
25900	4.181	2546	FCP
26730	4.395	2460	FCP
8630	4.272	60836	FCP
2760	4.77	1142412	FCP
980	5.684	2094332	FCP
5430	4.285	242710	FCP
12970	4.197	18677	FCP
14210	4.217	13985	FCP
17460	4.171	7768	FCP
28360	3.662	2076	FCP
18610	3.948	6542	FCP
26570	3.5	2545	FCP
21410	4.336	4801	FCP
640	5.684	1573308	FCP
2680	4.87	1194183	FCP
1680	5.369	1900776	FCP
280	4.146	523257	FCP
8590	4.227	61206	FCP
13030	4.294	18462	FCP
10540	4.388	32972	FCP
11570	4.353	25865	FCP
17470	4.007	7838	FCP
10620	4.444	31900	FCP
12330	4.358	21594	FCP
15240	4.132	11301	FCP
16620	4.386	8691	FCP
22370	4.5	4270	FCP
26880	4.199	2383	FCP
22250	4.619	4275	FCP
9930	4.288	39541	FCP
24680	4.525	3075	FCP
13270	4.287	17125	FCP
5830	4.262	196938	FCP
6350	4.263	155012	FCP
15490	3.982	10767	FCP
29220	4.05	1960	FCP
23370	4.082	3723	FCP
21140	4.323	4974	FCP
27470	4.247	2238	FCP
25680	4.245	2745	FCP
5680	4.262	213709	FCP
210	3.657	315443	FCP
5310	4.27	259375	FCP
5190	4.248	277484	FCP
410	4.922	891730	FCP
8220	4.412	70511	FCP
17270	4.08	8151	FCP
9690	4.278	42042	FCP
8020	4.305	75820	FCP
12300	4.281	21462	FCP
13580	4.249	16115	FCP
25950	4.119	2693	FCP
16740	4.203	8756	FCP
27260	4.178	2324	FCP
22800	4.114	4019	FCP
25270	4.096	2852	FCP
21510	4.595	4771	FCP
1330	5.543	2109472	FCP
11370	4.284	26997	FCP
8890	4.274	54754	FCP
15560	4.246	10541	FCP
16220	4.201	9569	FCP
19510	4.112	5643	FCP
15900	4.372	10081	FCP
14050	4.128	14588	FCP
20210	4.44	5260	FCP
10550	4.344	32796	FCP
1170	5.604	2155831	FCP
2160	5.106	1547389	FCP
12990	4.22	18509	FCP
17310	4.477	8090	FCP
20190	4.187	5214	FCP
22860	3.918	4203	FCP
26190	4.064	2541	FCP
29890	4.184	1667	FCP
28850	3.833	1980	FCP
21720	4.132	4651	FCP
12730	4.149	19790	FCP
710	5.691	1727695	FCP
6150	4.256	169499	FCP
360	4.687	752067	FCP
8420	4.281	65410	FCP
8230	4.252	69985	FCP
10930	4.343	30238	FCP
11970	4.703	23757	FCP
22160	3.952	4380	FCP
10560	4.235	32809	FCP
14640	4.349	12818	FCP
26630	4.066	2427	FCP
24910	3.994	2920	FCP
26770	3.799	2428	FCP
23940	4.053	3314	FCP
5780	4.251	201927	FCP
7570	4.319	89904	FCP
9370	4.207	46578	FCP
11220	4.643	28060	FCP
240	3.865	402651	FCP
19090	4.038	5982	FCP
14820	4.214	12307	FCP
14780	4.153	12512	FCP
27150	4.43	2279	FCP
15310	4.112	10978	FCP
10630	4.212	32369	FCP
25140	4.464	2806	FCP
19690	4.063	5576	FCP
14430	4.356	13462	FCP
10850	4.384	31067	FCP
29820	4.814	1833	FCP
21920	5.633	4485	FCP
21690	4.022	4630	FCP
770	5.742	1834043	FCP
2880	4.771	1071615	FCP
2140	5.105	1564118	FCP
6690	4.312	131683	FCP
13020	4.382	18388	FCP
10880	4.359	30637	FCP
16960	4.132	8257	FCP
10360	4.301	34942	FCP
23470	4.2	3604	FCP
12080	4.631	23138	FCP
29240	4.057	2003	FCP
23620	3.814	3444	FCP
21290	4.577	4823	FCP
21520	4.206	4776	FCP
5940	4.299	185322	FCP
23290	4.12	3795	FCP
14190	4.246	13993	FCP
14680	4.227	12799	FCP
7900	4.31	79912	FCP
22810	6.101	4067	FCP
21450	4.355	4800	FCP
27110	3.891	2297	FCP
4090	4.327	529869	FCP
3230	4.593	875032	FCP
1880	5.272	1760209	FCP
5970	4.245	184169	FCP
11670	4.3	25280	FCP
9410	4.348	45739	FCP
13910	4.089	15183	FCP
24960	4.095	2926	FCP
22760	3.928	4150	FCP
27990	4.198	2136	FCP
29270	4.074	1844	FCP
28880	4.076	1992	FCP
25830	3.998	2678	FCP
2150	5.125	1563569	FCP
4800	4.228	347145	FCP
580	5.588	1400471	FCP
3400	4.525	800848	FCP
11980	4.283	23463	FCP
6530	4.243	141575	FCP
23730	3.851	3491	FCP
20810	3.874	4813	FCP
17440	4.126	7816	FCP
29140	3.743	1906	FCP
19360	4.251	5840	FCP
16050	4.102	9752	FCP
22590	3.817	4169	FCP
21840	4.181	4564	FCP
29370	3.725	1901	FCP
27000	3.96	2393	FCP
26400	4.287	2610	FCP
1290	5.54	2123004	FCP
3390	4.515	800029	FCP
3550	4.485	729896	FCP
1380	5.497	2092298	FCP
9200	4.278	49398	FCP
17410	4.163	7854	FCP
11040	4.331	29587	FCP
20620	4.368	5050	FCP
8050	4.331	75087	FCP
23200	4.257	3863	FCP
23020	4.417	3976	FCP
30	4.175	364	FCP
28540	4.26	2068	FCP
2570	4.903	1265601	FCP
26530	4.43	2475	FCP
25170	4.01	2989	FCP
20490	4.555	5081	FCP
2920	4.746	1043590	FCP
13260	4.243	17731	FCP
11430	4.292	26658	FCP
10460	4.29	33891	FCP
11450	4.268	26449	FCP
29840	3.832	1875	FCP
28080	4.691	2132	FCP
19820	4.124	5496	FCP
9780	4.282	40673	FCP
3020	4.664	985243	FCP
5750	4.227	204563	FCP
11470	4.263	26415	FCP
7650	4.282	87706	FCP
18680	4.042	6503	FCP
25180	4.368	2820	FCP
22180	3.885	4442	FCP
25530	3.88	2764	FCP
20450	4.449	5132	FCP
19630	4.088	5709	FCP
10610	4.502	32458	FCP
28790	4.006	1956	FCP
4340	4.298	457005	FCP
2130	5.12	1579877	FCP
1270	5.548	2125324	FCP
7080	4.23	110841	FCP
7010	4.244	114387	FCP
6660	4.257	132408	FCP
20120	5.476	5369	FCP
13880	4.447	15115	FCP
22200	4.204	4376	FCP
13140	4.216	18108	FCP
11780	4.333	24906	FCP
23500	4.563	3663	FCP
22600	3.938	4261	FCP
25570	4.202	2743	FCP
20400	4.372	5115	FCP
20540	4.226	5130	FCP
20830	4.025	4901	FCP
12060	4.228	23246	FCP
8830	4.293	56620	FCP
8390	4.247	65943	FCP
25980	4.142	2616	FCP
14520	4.291	13224	FCP
22210	4.147	4315	FCP
20100	4.054	5283	FCP
28420	3.93	2115	FCP
1830	5.299	1788819	FCP
2090	5.151	1594636	FCP
5090	4.235	293351	FCP
10420	4.346	33799	FCP
19230	4.196	6073	FCP
18660	5.062	6653	FCP
24710	4.123	3172	FCP
890	5.713	2011128	FCP
590	5.608	1420258	FCP
24010	4.479	3415	FCP
11200	4.293	28430	FCP
17110	4.248	8172	FCP
6300	4.247	156539	FCP
14550	4.284	13151	FCP
10390	4.287	33978	FCP
15950	4.431	9921	FCP
9870	4.339	39549	FCP
12250	4.506	22296	FCP
14950	4.165	11945	FCP
29870	3.642	1771	FCP
13680	4.219	15833	FCP
17660	4.604	7423	FCP
3860	4.39	608928	FCP
7680	4.277	86913	FCP
5470	4.296	238012	FCP
9980	4.558	38356	FCP
27160	4.487	2359	FCP
9860	4.386	39745	FCP
7670	4.396	86185	FCP
15330	4.226	11165	FCP
12480	4.224	20842	FCP
10370	4.174	34097	FCP
11440	4.245	26440	FCP
15100	4.217	11679	FCP
23480	4.059	3761	FCP
20160	4.408	5368	FCP
24230	3.861	3236	FCP
21910	4.034	4478	FCP
1430	5.49	2058439	FCP
2290	5.009	1461588	FCP
1580	5.423	1963989	FCP
3590	4.426	710480	FCP
1260	5.561	2138931	FCP
7870	4.228	79592	FCP
11850	4.309	24255	FCP
450	5.166	1001399	FCP
20770	4.2	4967	FCP
14080	4.309	14467	FCP
21680	4	4596	FCP
21310	4.191	4899	FCP
18050	4.107	7254	FCP
29590	3.887	1859	FCP
29230	3.902	1961	FCP
26650	3.912	2404	FCP
26930	4.471	2362	FCP
12960	4.375	18728	FCP
18970	4.316	6145	FCP
5200	4.244	277165	FCP
2610	4.876	1237779	FCP
5370	4.201	248931	FCP
4810	4.249	346076	FCP
4960	4.279	316747	FCP
9890	4.413	39618	FCP
13540	4.203	16163	FCP
15210	4.589	11275	FCP
15580	4.27	10631	FCP
18780	4.057	6492	FCP
27370	4.111	2288	FCP
25660	4.025	2745	FCP
4180	4.31	503537	FCP
15870	3.96	9839	FCP
3030	4.671	982429	FCP
330	4.539	663286	FCP
6840	4.301	122670	FCP
270	4.057	493433	FCP
26870	3.953	2425	FCP
19670	4.155	5568	FCP
10260	4.332	35450	FCP
22820	4.079	4069	FCP
25210	3.97	2888	FCP
23400	4.267	3794	FCP
25090	4.46	2966	FCP
20060	4.233	5440	FCP
21150	4.063	4833	FCP
18110	4.567	7006	FCP
29830	3.711	1794	FCP
18270	4.07	6779	FCP
18430	4.816	6870	FCP
25330	3.815	2802	FCP
6210	4.238	163875	FCP
8290	4.369	68319	FCP
8520	4.215	63051	FCP
20360	4.045	5172	FCP
18020	4.393	7195	FCP
28410	4.08	2015	FCP
28900	3.869	1913	FCP
60	4.71	5445	FCP
160	3.706	170826	FCP
4050	4.327	542689	FCP
8490	4.27	64068	FCP
6020	4.243	179318	FCP
5790	4.246	200285	FCP
10010	4.376	37785	FCP
5920	4.228	187824	FCP
21760	4.386	4662	FCP
10950	4.446	30168	FCP
12640	4.261	20133	FCP
17700	4.298	7534	FCP
24420	4.804	3134	FCP
27020	3.751	2323	FCP
4270	4.37	476033	FCP
1590	5.433	1951826	FCP
4820	4.229	345213	FCP
6720	4.299	129495	FCP
16530	4.293	9067	FCP
17830	4.224	7422	FCP
8720	4.475	58071	FCP
19370	4.539	6098	FCP
10470	4.231	33589	FCP
24870	4.013	2975	FCP
26250	3.768	2553	FCP
17070	4.353	8335	FCP
2990	4.69	1006321	FCP
3830	4.376	620316	FCP
2580	4.902	1256588	FCP
5440	4.276	241058	FCP
3100	4.703	948358	FCP
1100	5.645	2159443	FCP
140	3.892	106249	FCP
15810	4.246	9988	FCP
12040	4.17	23545	FCP
18450	4.112	6785	FCP
23110	5.238	3853	FCP
18200	4.306	6968	FCP
26330	4.077	2480	FCP
29750	3.814	1787	FCP
29040	3.93	1980	FCP
13100	4.199	18177	FCP
15440	4.251	10759	FCP
21440	4.454	4842	FCP
16510	4.564	8960	FCP
1850	5.265	1775891	FCP
15600	4.275	10669	FCP
12940	4.464	18841	FCP
10000	4.347	37925	FCP
13290	4.242	17288	FCP
23330	3.772	3720	FCP
14420	4.22	13506	FCP
2710	4.822	1171474	FCP
5350	4.24	254860	FCP
3940	4.361	580278	FCP
27500	4.712	2266	FCP
19350	4.094	5956	FCP
15930	4.199	9956	FCP
1550	5.429	1979123	FCP
1750	5.321	1836090	FCP
6190	4.238	165472	FCP
9830	4.293	40457	FCP
7140	4.283	108162	FCP
6090	4.229	172717	FCP
9010	4.317	52441	FCP
11650	4.39	25573	FCP
20960	4.472	4880	FCP
18990	4.518	6226	FCP
25610	4.19	2782	FCP
19660	5.855	5644	FCP
26780	4.042	2355	FCP
2180	5.074	1541914	FCP
1670	5.359	1906406	FCP
630	5.671	1546279	FCP
3300	4.566	842791	FCP
24450	3.986	3134	FCP
7720	4.264	85205	FCP
19060	4.297	6113	FCP
14710	4.245	12607	FCP
28530	3.697	2030	FCP
18590	4.158	6629	FCP
26230	4.099	2533	FCP
24560	4.111	3109	FCP
10710	4.583	31484	FCP
3250	4.584	865740	FCP
4150	4.28	514798	FCP
24610	4.808	3081	FCP
12210	4.373	22272	FCP
19390	4.239	5934	FCP
28030	4.057	2097	FCP
12000	4.337	23359	FCP
17420	4.27	7750	FCP
4620	4.251	383688	FCP
1400	5.487	2078099	FCP
3140	4.641	923158	FCP
29720	4.194	1756	FCP
2260	5.033	1484226	FCP
18640	4.293	6604	FCP
14110	4.304	14370	FCP
8300	4.244	68831	FCP
20330	4.228	5070	FCP
14900	4.448	12135	FCP
26680	4.361	2417	FCP
26380	4.313	2523	FCP
27670	4.99	2205	FCP
23060	4.071	3873	FCP
22430	3.847	4205	FCP
600	5.609	1453150	FCP
2660	4.881	1202103	FCP
810	5.749	1895577	FCP
390	4.852	841451	FCP
570	5.541	1368393	FCP
13530	4.221	16322	FCP
29010	3.633	1962	FCP
23080	4.485	3789	FCP
25340	4.507	2729	FCP
19530	4.211	5877	FCP
1320	5.535	2114590	FCP
2530	4.898	1288333	FCP
1420	5.5	2060628	FCP
4110	4.336	523854	FCP
18820	4.355	6390	FCP
17630	3.884	7657	FCP
18850	4.034	6405	FCP
16410	4.408	9104	FCP
16840	4.231	8402	FCP
29070	4.064	1871	FCP
24290	4.022	3212	FCP
20800	4.254	4938	FCP
22680	4.133	4043	FCP
15920	4.341	10060	FCP
14480	4.364	13424	FCP
14740	4.109	12542	FCP
11740	4.292	24777	FCP
27720	4.068	2148	FCP
2060	5.163	1615368	FCP
4300	4.318	469601	FCP
5720	4.246	208068	FCP
11910	4.288	24196	FCP
12690	4.372	19987	FCP
18280	4.149	6830	FCP
16230	4.364	9586	FCP
13790	4.273	15376	FCP
11340	4.317	27364	FCP
12350	4.453	21627	FCP
24630	4.873	3147	FCP
17930	3.909	7322	FCP
28270	3.874	2085	FCP
25050	3.939	2916	FCP
28090	4.122	2115	FCP
29640	3.976	1826	FCP
26240	3.905	2580	FCP
4690	4.288	370875	FCP
5640	4.304	216946	FCP
11050	4.262	29213	FCP
9310	4.341	47486	FCP
13170	4.128	17723	FCP
25100	4.117	2988	FCP
18060	4.383	6946	FCP
28610	4.267	2132	FCP
19330	4.369	5897	FCP
20010	4.275	5421	FCP
23420	4.194	3700	FCP
3470	4.48	765344	FCP
3430	4.51	783010	FCP
11160	4.151	28619	FCP
5670	4.275	213715	FCP
8910	4.311	54475	FCP
28680	4.175	2003	FCP
15050	4.288	11843	FCP
19380	4.39	5795	FCP
29210	4.101	2008	FCP
24790	3.916	2946	FCP
23190	4.528	3816	FCP
25350	3.885	2820	FCP
26050	4.071	2584	FCP
28840	4.69	1992	FCP
6940	4.367	117332	FCP
7410	4.233	96475	FCP
11290	4.239	27863	FCP
15110	4.215	11398	FCP
16200	4.056	9413	FCP
10040	4.395	37308	FCP
26010	4.375	2621	FCP
25080	3.79	2978	FCP
21060	4.342	4866	FCP
25440	4.373	2773	FCP
29910	3.791	1745	FCP
20940	4.174	4955	FCP
25110	4.356	3013	FCP
1370	5.509	2070554	FCP
2860	4.761	1076703	FCP
2030	5.195	1639114	FCP
