VALUE	SESSIONLENGTH	FREQUENCY	TIMER
13710	4.44	15526	FCP
29030	3.853	1972	FCP
19980	3.983	5394	FCP
21820	4.294	4680	FCP
27660	3.632	2206	FCP
8540	4.258	62555	FCP
2110	5.129	1586852	FCP
4540	4.284	406229	FCP
3350	4.55	822613	FCP
8370	4.303	66293	FCP
11250	4.357	27838	FCP
12810	4.382	19336	FCP
100	5.017	26910	FCP
23140	4.153	3761	FCP
19750	4.095	5601	FCP
11150	4.581	29015	FCP
12420	4.294	21331	FCP
13210	4.368	17544	FCP
13250	4.101	17352	FCP
24930	4.16	2949	FCP
18490	4.089	6631	FCP
21860	3.969	4625	FCP
28940	4.039	1930	FCP
28500	4.884	2051	FCP
1530	5.446	1995668	FCP
4560	4.266	400901	FCP
830	5.74	1930658	FCP
5460	4.299	238363	FCP
12240	4.323	22468	FCP
5160	4.233	282174	FCP
11810	4.33	24456	FCP
8060	4.294	75154	FCP
27400	3.815	2250	FCP
15360	4.243	11127	FCP
17370	4.15	7644	FCP
13760	4.373	15632	FCP
18170	4.055	6972	FCP
19490	4.051	5824	FCP
20180	4.122	5360	FCP
29150	3.862	1957	FCP
25470	4.03	2828	FCP
11080	4.279	29471	FCP
3170	4.626	909100	FCP
1870	5.265	1743722	FCP
5000	4.237	308454	FCP
4310	4.297	465885	FCP
6240	4.289	162828	FCP
9470	4.447	45296	FCP
14530	4.636	13004	FCP
26560	3.639	2466	FCP
24260	4.115	3251	FCP
24100	4.011	3318	FCP
29880	4.143	1793	FCP
5110	4.278	290905	FCP
15140	4.188	11304	FCP
11070	4.355	29289	FCP
9420	4.426	45722	FCP
17260	4.304	8051	FCP
28470	3.792	2125	FCP
24070	4.273	3178	FCP
17960	4.584	7250	FCP
16990	4.304	8271	FCP
20380	3.825	5072	FCP
29470	3.466	1917	FCP
28160	4.18	2095	FCP
2510	4.915	1306129	FCP
2670	4.85	1196811	FCP
10510	4.264	33566	FCP
9560	4.307	43522	FCP
13220	4.279	17555	FCP
24530	4.135	3101	FCP
17230	4.248	8018	FCP
28760	4.127	1913	FCP
29490	3.834	1866	FCP
29480	4.008	1914	FCP
26910	4.031	2293	FCP
8560	4.251	62074	FCP
3580	4.491	717104	FCP
3310	4.552	834981	FCP
7480	4.306	93476	FCP
20910	4.476	4776	FCP
25290	3.836	2831	FCP
22480	4.115	4406	FCP
27870	4.12	2091	FCP
28960	4.481	1940	FCP
27810	4.518	2132	FCP
15080	4.201	11607	FCP
22280	4.417	4419	FCP
25250	4.047	2864	FCP
1500	5.482	2005315	FCP
4490	4.272	418414	FCP
7460	4.311	94473	FCP
12100	4.163	22944	FCP
14180	4.355	14244	FCP
8140	4.342	72611	FCP
16780	4.128	8730	FCP
16330	4.338	9188	FCP
21200	4.23	4959	FCP
25600	4.27	2810	FCP
21470	4.301	4873	FCP
16420	4.32	9122	FCP
2390	4.993	1389862	FCP
5500	4.24	232213	FCP
8350	4.285	67373	FCP
5220	4.281	274255	FCP
5600	4.249	222132	FCP
13780	4.295	15552	FCP
7590	4.308	89431	FCP
19480	4.165	5860	FCP
20700	4.183	4999	FCP
28480	3.823	1995	FCP
2460	4.976	1339697	FCP
3730	4.421	656515	FCP
3360	4.548	813059	FCP
3010	4.679	994111	FCP
13310	4.359	17273	FCP
7420	4.308	95890	FCP
9340	4.28	47064	FCP
29250	5.136	1926	FCP
25190	4.581	2898	FCP
22970	4.075	4003	FCP
17160	4.512	8085	FCP
25650	4.008	2759	FCP
27130	4.924	2265	FCP
19290	4.08	6040	FCP
25560	3.606	2776	FCP
22120	4.344	4394	FCP
1780	5.31	1825237	FCP
250	3.914	426763	FCP
6790	4.264	125545	FCP
24330	3.803	3179	FCP
15430	4.288	10935	FCP
16640	4.201	8918	FCP
20480	4.111	5114	FCP
22920	4.072	4044	FCP
17770	4.197	7377	FCP
23720	4.201	3541	FCP
14330	4.308	13622	FCP
29290	3.783	1954	FCP
1620	5.384	1921090	FCP
4830	4.256	341283	FCP
8270	4.354	68976	FCP
20930	4.376	4837	FCP
14930	4.227	11993	FCP
22890	4.394	3989	FCP
27890	4.226	2093	FCP
20370	4.033	5217	FCP
20040	4.331	5371	FCP
3460	4.566	768638	FCP
3500	4.49	749918	FCP
12540	4.325	20722	FCP
17820	4.233	7391	FCP
13520	4.31	16451	FCP
11720	5.013	24851	FCP
13450	4.418	16543	FCP
14130	4.44	14390	FCP
5040	4.198	302717	FCP
4240	4.335	487398	FCP
1310	5.525	2111924	FCP
2170	5.083	1544903	FCP
4650	4.288	381897	FCP
5760	4.287	203931	FCP
17350	4.325	8122	FCP
8100	4.247	73117	FCP
14750	4.415	12558	FCP
23740	3.951	3487	FCP
20310	4.265	5217	FCP
22990	3.933	4056	FCP
22910	4.2	3957	FCP
22560	4.291	4173	FCP
8000	4.326	75807	FCP
17360	4.101	7762	FCP
2410	4.966	1372209	FCP
3610	4.475	703850	FCP
6060	4.271	175905	FCP
5700	4.239	211305	FCP
6010	4.196	181138	FCP
5570	4.261	225546	FCP
17940	4.054	7263	FCP
10780	4.221	31380	FCP
29610	3.799	1773	FCP
13870	4.409	15051	FCP
1660	5.392	1904553	FCP
2650	4.866	1215179	FCP
670	5.649	1646160	FCP
14580	4.213	13002	FCP
8670	4.246	59159	FCP
23570	4.133	3748	FCP
15990	4.244	9631	FCP
14350	4.083	13719	FCP
16950	4.178	8355	FCP
28460	4.376	2071	FCP
15170	4.284	11606	FCP
29160	3.875	1918	FCP
23990	4.014	3467	FCP
21050	3.93	4822	FCP
26840	3.833	2433	FCP
22490	3.917	4291	FCP
5660	4.281	215011	FCP
28230	4.182	2054	FCP
6830	4.267	123341	FCP
11230	4.354	28156	FCP
11270	4.345	27596	FCP
50	4.474	3344	FCP
27200	4.313	2253	FCP
28140	3.943	2158	FCP
16340	4.005	9185	FCP
1130	5.63	2169034	FCP
5100	4.262	293011	FCP
2640	4.906	1216556	FCP
4470	4.287	423217	FCP
5850	4.278	196637	FCP
6540	4.329	141106	FCP
6760	4.228	127777	FCP
16470	4.341	9068	FCP
14250	4.278	13839	FCP
18620	4.698	6459	FCP
20320	3.904	5068	FCP
22470	4.13	4205	FCP
11380	4.358	27338	FCP
16560	4.212	8847	FCP
19730	3.969	5532	FCP
26960	3.861	2342	FCP
1510	5.478	2009763	FCP
2230	5.065	1502363	FCP
870	5.736	1970408	FCP
2630	4.916	1229745	FCP
10060	4.521	37230	FCP
5930	4.204	188513	FCP
7580	4.32	90177	FCP
7000	4.278	114921	FCP
15130	4.356	11692	FCP
9190	4.336	49269	FCP
25150	4.591	2806	FCP
18290	4.071	6743	FCP
90	5.434	17885	FCP
1230	5.586	2141146	FCP
3490	4.491	759095	FCP
2430	4.958	1362665	FCP
9550	4.237	43660	FCP
7750	4.261	83590	FCP
22740	4.249	4025	FCP
13560	4.159	16203	FCP
12930	4.136	19027	FCP
16660	4.181	8883	FCP
28590	3.859	1997	FCP
26620	4.333	2363	FCP
1460	5.448	2036378	FCP
970	5.695	2085436	FCP
2590	4.911	1245956	FCP
27380	4.183	2292	FCP
16730	4.241	8687	FCP
28070	3.682	2130	FCP
9970	4.238	38808	FCP
23090	4.301	3799	FCP
25040	4.067	2927	FCP
25580	4.138	2816	FCP
4280	4.294	474655	FCP
27120	4.584	2267	FCP
9940	4.309	39173	FCP
8040	4.328	74618	FCP
15190	4.177	11386	FCP
25070	4.001	2970	FCP
12520	4.268	20649	FCP
28910	3.875	1988	FCP
20280	4.582	5168	FCP
16900	4.08	8583	FCP
26300	3.983	2538	FCP
27780	3.754	2144	FCP
16650	4.14	8882	FCP
6050	4.283	176160	FCP
4000	4.329	558873	FCP
7110	4.342	109232	FCP
8340	4.276	67279	FCP
10160	4.302	36091	FCP
18220	4.338	7024	FCP
19780	4.13	5583	FCP
28870	4.203	1942	FCP
28100	3.632	2109	FCP
28440	3.725	1956	FCP
9810	4.284	40763	FCP
13070	4.349	18213	FCP
22570	3.997	4213	FCP
2420	4.979	1369622	FCP
430	5.009	950878	FCP
14170	4.365	14231	FCP
2080	5.134	1608606	FCP
5210	4.277	275693	FCP
8750	4.442	57848	FCP
17840	3.891	7387	FCP
18120	4.161	7119	FCP
15370	4.312	10829	FCP
29060	3.963	2010	FCP
24670	4.012	3101	FCP
3810	4.36	625596	FCP
8940	4.285	53694	FCP
1300	5.556	2116730	FCP
2240	5.057	1499282	FCP
9380	4.372	46739	FCP
9430	4.273	45916	FCP
27540	4.222	2181	FCP
16170	4.613	9481	FCP
18810	4.559	6486	FCP
19810	4.931	5530	FCP
17650	4.133	7529	FCP
14450	4.131	13427	FCP
7100	4.268	110631	FCP
3790	4.39	636901	FCP
9120	4.312	50622	FCP
15880	4.086	10127	FCP
19050	4.273	6259	FCP
11350	4.47	27226	FCP
21130	4.339	5036	FCP
22840	4.383	4006	FCP
22850	4.15	4037	FCP
11930	4.404	24039	FCP
22020	3.983	4449	FCP
20580	4.066	5068	FCP
2790	4.799	1121257	FCP
3270	4.579	856659	FCP
3070	4.665	960982	FCP
7910	4.341	79037	FCP
21580	4.417	4778	FCP
6710	4.248	130509	FCP
14230	4.327	14079	FCP
8970	4.247	53314	FCP
23610	4.268	3584	FCP
12980	4.173	18568	FCP
15820	3.997	10109	FCP
18370	4.338	6772	FCP
16120	4.728	9483	FCP
26610	3.794	2320	FCP
25000	3.935	2860	FCP
28890	3.808	1973	FCP
29170	4.191	1943	FCP
23560	4.632	3658	FCP
27410	4.209	2297	FCP
1440	5.505	2043567	FCP
10070	4.353	37286	FCP
10050	4.347	37034	FCP
18340	4.247	6822	FCP
8780	4.379	57554	FCP
13300	4.334	17354	FCP
12740	4.238	19720	FCP
17140	4.088	8208	FCP
21400	4.4	4793	FCP
13180	4.267	17882	FCP
19590	4.007	5726	FCP
28370	3.925	2102	FCP
18250	4.143	6841	FCP
27620	4.035	2157	FCP
2550	4.94	1275818	FCP
4860	4.255	335741	FCP
990	5.661	2104311	FCP
10720	4.251	31658	FCP
20150	4.701	5203	FCP
25550	3.837	2731	FCP
70	5.452	8392	FCP
26830	3.935	2396	FCP
29130	3.925	2019	FCP
22500	4.249	4236	FCP
13650	4.3	16179	FCP
23710	4.574	3556	FCP
29180	3.778	1931	FCP
2740	4.819	1153961	FCP
7890	4.24	79817	FCP
15630	4.244	10497	FCP
10340	4.318	34237	FCP
11920	4.329	23868	FCP
20080	4.096	5334	FCP
16110	4.12	9767	FCP
13150	4.25	17979	FCP
20470	3.863	5007	FCP
19890	4.324	5491	FCP
880	5.721	2006544	FCP
4660	4.284	377155	FCP
5480	4.302	235893	FCP
19280	4.079	6092	FCP
23360	4.39	3685	FCP
22790	3.76	4106	FCP
3280	4.564	851718	FCP
28700	5.019	1990	FCP
18160	4.119	7129	FCP
21090	4.204	4851	FCP
21900	5.22	4551	FCP
27170	4.881	2264	FCP
19450	3.805	5774	FCP
400	4.9	871820	FCP
5230	4.28	271420	FCP
7830	4.385	81516	FCP
7600	4.293	89447	FCP
5300	4.266	260881	FCP
19900	4.734	5579	FCP
27800	4.312	2207	FCP
3640	4.496	692612	FCP
23340	4.15	3706	FCP
10580	4.417	32789	FCP
21490	4.113	4831	FCP
4980	4.252	313436	FCP
2200	5.084	1525404	FCP
2850	4.776	1088868	FCP
6980	4.284	115906	FCP
9070	4.373	51271	FCP
7630	4.35	88648	FCP
7390	4.312	97236	FCP
12760	4.265	19473	FCP
9260	4.378	48542	FCP
20220	4.13	5368	FCP
27330	3.914	2338	FCP
14400	4.119	13237	FCP
23210	4.233	3851	FCP
12570	4.33	20535	FCP
17280	4.144	8005	FCP
21390	4.543	4940	FCP
29620	3.992	1833	FCP
14200	4.331	14107	FCP
4880	4.282	333190	FCP
17980	4.478	7145	FCP
21960	4.393	4608	FCP
28630	4.224	1965	FCP
29940	3.85	1748	FCP
28930	3.617	1919	FCP
20970	4.136	4758	FCP
11600	4.555	25464	FCP
1150	5.626	2163553	FCP
5170	4.314	281349	FCP
15840	4.035	9901	FCP
6500	4.28	143063	FCP
7760	4.365	83917	FCP
11660	4.256	25016	FCP
21370	4.141	4709	FCP
29400	3.963	1921	FCP
19870	4.282	5411	FCP
24570	4.611	3156	FCP
28180	4.746	2020	FCP
19250	4.036	5922	FCP
20	5.857	49	FCP
820	5.718	1916968	FCP
3450	4.512	774604	FCP
6000	4.257	180822	FCP
8820	4.344	56394	FCP
7170	4.288	106116	FCP
28280	4.54	2091	FCP
27580	4.265	2277	FCP
25700	4.348	2722	FCP
24520	4.425	3070	FCP
780	5.746	1852367	FCP
910	5.693	2034410	FCP
20950	4.433	4798	FCP
14830	4.284	12322	FCP
27350	4.29	2175	FCP
13770	4.088	15584	FCP
11390	4.448	27322	FCP
21120	4.546	4807	FCP
15040	4.35	11827	FCP
27530	3.804	2245	FCP
10140	4.22	36522	FCP
13110	4.439	18069	FCP
25200	3.696	2928	FCP
17050	4.339	8362	FCP
22100	4.281	4497	FCP
16460	4.391	9008	FCP
3180	4.652	903185	FCP
20110	4.416	5289	FCP
2370	5.002	1392789	FCP
1060	5.643	2133545	FCP
8130	4.219	73060	FCP
9020	4.269	51938	FCP
17790	4.443	7489	FCP
9140	4.203	50613	FCP
18540	4.34	6634	FCP
21600	4.093	4799	FCP
2270	5.057	1474268	FCP
4840	4.245	338184	FCP
1200	5.596	2148405	FCP
490	5.297	1125824	FCP
10290	4.307	34880	FCP
23230	4.077	3767	FCP
14590	4.04	12932	FCP
27220	4.44	2248	FCP
29350	4.37	1964	FCP
23600	3.982	3628	FCP
12530	4.216	20917	FCP
2620	4.861	1222383	FCP
900	5.721	2026168	FCP
6490	4.273	144433	FCP
2690	4.846	1181770	FCP
1890	5.244	1741786	FCP
6920	4.308	119295	FCP
7240	4.287	104011	FCP
6870	4.308	120666	FCP
14470	4.371	13374	FCP
29810	3.905	1777	FCP
10800	4.339	31129	FCP
9950	4.268	38922	FCP
12150	4.394	22736	FCP
21180	4.108	4927	FCP
20840	4.281	4907	FCP
22540	4.275	4255	FCP
23860	3.871	3398	FCP
22510	4.508	4118	FCP
3910	4.391	590123	FCP
7620	4.23	87566	FCP
12860	4.37	19095	FCP
16500	4.137	9017	FCP
9740	4.224	41734	FCP
13820	4.296	15236	FCP
8200	4.303	71272	FCP
20510	4.298	5262	FCP
12390	4.126	21488	FCP
1950	5.224	1696574	FCP
11280	4.268	27821	FCP
7610	4.352	89079	FCP
21330	4.21	4893	FCP
26790	4.236	2365	FCP
10520	4.333	33243	FCP
16680	4.392	8568	FCP
24350	4.359	3249	FCP
26710	3.712	2432	FCP
1190	5.638	2146490	FCP
1220	5.594	2142267	FCP
10490	4.274	33489	FCP
9880	4.268	40192	FCP
4170	4.317	508322	FCP
5580	4.22	223432	FCP
14240	4.231	13818	FCP
9920	4.277	39518	FCP
16520	4.191	9124	FCP
24740	4.678	3033	FCP
27710	4.679	2228	FCP
23120	4.045	3793	FCP
19920	4.037	5435	FCP
5550	4.241	227250	FCP
14020	4.058	14852	FCP
720	5.68	1742879	FCP
15510	4.152	10738	FCP
8280	4.299	68536	FCP
16580	4.461	8861	FCP
27090	3.993	2289	FCP
16450	4.301	9124	FCP
17380	4.281	7959	FCP
19040	3.952	6216	FCP
18350	4.186	6810	FCP
24370	3.883	3112	FCP
29000	4.097	1993	FCP
850	5.72	1967480	FCP
1070	5.63	2146273	FCP
5390	4.257	248531	FCP
10600	4.368	32936	FCP
5810	4.241	199043	FCP
10410	4.313	33988	FCP
15960	4.27	9631	FCP
29550	4.379	1863	FCP
28260	4.34	2098	FCP
13890	4.311	14995	FCP
10990	4.447	29760	FCP
15400	4.164	11078	FCP
27700	4.285	2282	FCP
21990	4.174	4428	FCP
3510	4.495	750112	FCP
6180	4.271	166460	FCP
6610	4.275	136787	FCP
170	3.701	205479	FCP
12280	4.287	22014	FCP
23260	3.901	3729	FCP
28660	4.006	1984	FCP
25370	4.162	2755	FCP
27570	3.892	2276	FCP
5910	4.231	189270	FCP
28600	4.031	2075	FCP
15690	4.539	10413	FCP
14100	4.127	14557	FCP
22070	4.812	4416	FCP
26040	4.152	2657	FCP
2490	4.926	1319449	FCP
14090	4.204	14570	FCP
6100	4.294	173530	FCP
19790	4.075	5449	FCP
12770	4.393	19385	FCP
7510	4.308	92929	FCP
20300	4.29	5105	FCP
10700	4.306	31784	FCP
19100	4.418	6133	FCP
18070	4.147	7023	FCP
21430	4.211	4838	FCP
6320	4.243	155490	FCP
3660	4.439	684639	FCP
1820	5.304	1800099	FCP
6990	4.291	115864	FCP
19860	4.512	5415	FCP
12580	4.341	20465	FCP
19500	4.253	5854	FCP
10220	4.314	35818	FCP
16690	4.236	8766	FCP
13700	4.129	15649	FCP
26260	4.345	2564	FCP
25490	4.143	2750	FCP
26940	4.467	2303	FCP
24320	3.998	3332	FCP
14940	4.23	11904	FCP
26140	4.052	2677	FCP
3930	4.371	585815	FCP
3150	4.614	920487	FCP
3720	4.404	660482	FCP
3710	4.41	665648	FCP
13090	4.233	18054	FCP
6030	4.262	179146	FCP
6930	4.28	118817	FCP
230	3.843	372297	FCP
17910	3.949	7205	FCP
12920	4.374	19040	FCP
10660	4.491	32030	FCP
14800	4.25	12263	FCP
24820	4.239	2918	FCP
23680	4.449	3504	FCP
13730	4.266	15790	FCP
13460	4.241	16611	FCP
28020	3.791	2103	FCP
9050	4.375	52096	FCP
1630	5.399	1938412	FCP
6430	4.318	148219	FCP
12560	4.415	20629	FCP
13550	4.118	16415	FCP
15770	4.321	10218	FCP
15460	4.157	10795	FCP
19930	4.168	5676	FCP
19940	4.19	5480	FCP
9790	4.512	41090	FCP
7990	4.278	76475	FCP
4770	4.238	353864	FCP
9530	4.401	44540	FCP
8950	4.292	53775	FCP
19030	4.247	6249	FCP
21890	4.658	4512	FCP
16440	4.324	8979	FCP
26320	3.842	2473	FCP
24510	3.862	3183	FCP
24830	4.108	3061	FCP
19520	4.299	5944	FCP
24310	4.226	3269	FCP
7370	4.284	97449	FCP
6820	4.317	123610	FCP
10380	4.303	34784	FCP
10670	4.466	32248	FCP
21950	4.05	4515	FCP
26520	3.83	2508	FCP
17190	4.245	8009	FCP
17510	5.101	7664	FCP
7250	4.29	102648	FCP
1930	5.276	1718357	FCP
2440	4.951	1352424	FCP
7780	4.285	82905	FCP
7980	4.38	77008	FCP
8480	4.261	63874	FCP
12140	4.432	22882	FCP
21640	4.437	4723	FCP
19550	4.125	5747	FCP
24280	4.356	3307	FCP
26490	4.02	2491	FCP
29110	4.59	1965	FCP
18230	4.282	6876	FCP
22710	3.984	4084	FCP
4190	4.317	499566	FCP
17580	4.387	7611	FCP
4330	4.3	460946	FCP
10270	4.269	35210	FCP
7050	4.281	112279	FCP
17040	4.087	8302	FCP
9100	4.392	51578	FCP
13000	4.332	18542	FCP
13610	4.489	15766	FCP
24800	5.722	2933	FCP
26000	3.695	2660	FCP
24760	3.66	3059	FCP
29500	4.268	1827	FCP
13670	4.317	15914	FCP
1790	5.304	1816956	FCP
10910	4.417	30241	FCP
9660	4.316	42021	FCP
10450	4.359	33878	FCP
6890	4.353	120154	FCP
6950	4.311	117470	FCP
29850	4.378	1769	FCP
17390	4.107	7901	FCP
14500	4.139	13240	FCP
11580	4.34	25968	FCP
17130	4.167	8356	FCP
25030	4.22	3028	FCP
25800	3.987	2663	FCP
11630	4.303	25651	FCP
1960	5.212	1691635	FCP
3980	4.357	565377	FCP
11770	4.341	24667	FCP
15320	4.14	11236	FCP
25690	4.544	2736	FCP
18000	4.356	7134	FCP
24340	3.814	3235	FCP
17450	4.395	7896	FCP
21740	4.382	4652	FCP
27600	3.989	2161	FCP
28170	4.467	2036	FCP
9590	4.297	42782	FCP
300	4.293	576547	FCP
7960	4.348	77440	FCP
13390	4.157	16974	FCP
9080	4.344	51530	FCP
28690	4.15	2034	FCP
17000	4.15	8289	FCP
29430	4.032	1933	FCP
25220	4.35	2877	FCP
29680	3.872	1777	FCP
5630	4.249	219343	FCP
6160	4.246	167510	FCP
23900	4.145	3462	FCP
6470	4.26	145324	FCP
17600	4.539	7661	FCP
17560	4.259	7622	FCP
11540	4.331	25850	FCP
22360	4.144	4323	FCP
19320	4.043	5821	FCP
15250	4.167	11331	FCP
28740	4.179	2025	FCP
26070	4.202	2662	FCP
29360	4.044	1858	FCP
1110	5.63	2155213	FCP
5410	4.28	244832	FCP
4460	4.297	424370	FCP
3040	4.709	973871	FCP
3160	4.617	909609	FCP
21030	3.954	4865	FCP
13600	4.349	16025	FCP
17860	4.463	7246	FCP
27550	3.764	2242	FCP
15980	4.078	9645	FCP
20230	4.77	5154	FCP
17290	4.015	7923	FCP
16750	4.3	8609	FCP
27240	4.27	2276	FCP
29710	4.293	1884	FCP
22640	4.268	4218	FCP
26600	4.174	2433	FCP
2940	4.745	1028597	FCP
6780	4.27	126357	FCP
3290	4.562	847874	FCP
5510	4.261	232624	FCP
11690	4.378	25087	FCP
4970	4.225	316232	FCP
9720	4.25	41220	FCP
21630	4.161	4790	FCP
17220	4.43	8220	FCP
14840	4.305	12303	FCP
23850	4.423	3388	FCP
19200	4.117	5963	FCP
3690	4.439	672463	FCP
28040	3.657	2130	FCP
25960	3.76	2601	FCP
6600	4.213	137248	FCP
3110	4.643	937246	FCP
2830	4.786	1097096	FCP
8600	4.247	61544	FCP
17530	4.211	7817	FCP
9680	4.202	42319	FCP
11640	4.443	25622	FCP
19150	4.386	6115	FCP
26270	3.903	2502	FCP
17300	4.195	7884	FCP
22270	4.549	4402	FCP
7740	4.256	84515	FCP
1250	5.585	2127775	FCP
8650	4.314	60383	FCP
9180	4.343	49734	FCP
11310	4.275	27394	FCP
14220	4.557	13991	FCP
10440	4.392	33925	FCP
28110	3.92	2113	FCP
15700	4.287	10315	FCP
12670	4.386	20078	FCP
2870	4.749	1062914	FCP
6910	4.356	119705	FCP
6130	4.269	170524	FCP
2950	4.74	1025410	FCP
3340	4.543	821807	FCP
4120	4.328	518300	FCP
7660	4.314	86611	FCP
18010	4.274	7169	FCP
24730	4.139	2961	FCP
23250	4.594	3826	FCP
3210	4.614	887641	FCP
4900	4.271	329050	FCP
6170	4.248	167866	FCP
10680	4.302	31930	FCP
10750	4.23	31645	FCP
15740	4.082	10333	FCP
27940	4.357	2165	FCP
1020	5.642	2114344	FCP
9110	4.332	50569	FCP
150	3.763	139192	FCP
15910	4.498	9920	FCP
9280	4.438	48215	FCP
10480	4.361	33623	FCP
24640	4.278	3090	FCP
27080	3.687	2332	FCP
27250	4.084	2327	FCP
23070	4.093	3913	FCP
20860	4.108	4893	FCP
4350	4.259	456399	FCP
8980	4.408	53343	FCP
5280	4.265	263949	FCP
9400	4.342	46425	FCP
9730	4.34	41677	FCP
6640	4.257	134867	FCP
19080	4.224	6148	FCP
15670	4.144	10588	FCP
18320	4.158	6854	FCP
22220	3.885	4415	FCP
22190	4.307	4432	FCP
16070	4.115	9970	FCP
25590	4.215	2724	FCP
3700	4.436	667911	FCP
9630	4.347	42967	FCP
18700	4.184	6503	FCP
19540	4.2	5728	FCP
14440	4.189	13341	FCP
25630	4.042	2666	FCP
21590	4.302	4620	FCP
20420	4.087	5046	FCP
2360	5.023	1410643	FCP
1240	5.578	2141736	FCP
7230	4.296	103268	FCP
25760	4.12	2717	FCP
8410	4.211	66063	FCP
20560	4.079	5146	FCP
28300	3.962	2112	FCP
22930	4.204	4010	FCP
6340	4.236	153697	FCP
18860	4.471	6364	FCP
4760	4.241	357914	FCP
7280	4.32	102120	FCP
6520	4.279	141814	FCP
12430	4.329	20955	FCP
16370	4.061	8998	FCP
10110	4.23	36787	FCP
8460	4.382	64259	FCP
15380	4.331	11023	FCP
21880	4.344	4539	FCP
26700	4.142	2385	FCP
26060	4.049	2622	FCP
4790	4.29	348936	FCP
540	5.467	1277968	FCP
190	3.685	268421	FCP
7930	4.292	78163	FCP
17640	3.984	7644	FCP
12410	4.402	21243	FCP
17100	4.176	8272	FCP
23830	4.384	3482	FCP
27520	3.997	2208	FCP
26210	4.364	2538	FCP
28290	3.88	2100	FCP
17590	4.202	7649	FCP
1570	5.413	1968934	FCP
6620	4.285	134085	FCP
14600	4.286	12909	FCP
19010	4.073	6244	FCP
17780	4.39	7296	FCP
25020	4.192	2957	FCP
1450	5.484	2040524	FCP
4530	4.28	408769	FCP
6550	4.238	140413	FCP
14980	4.25	11771	FCP
7400	4.295	96871	FCP
8640	4.351	59724	FCP
12780	4.232	19271	FCP
12230	4.14	22260	FCP
13630	4.351	16205	FCP
21540	4.096	4860	FCP
17180	4.239	8189	FCP
23800	5.133	3435	FCP
16910	4.52	8382	FCP
15010	4.806	11972	FCP
29740	3.968	1800	FCP
15890	4.616	9848	FCP
25310	4.255	2827	FCP
11950	4.555	23534	FCP
22320	4.148	4503	FCP
7490	4.367	94038	FCP
18670	4.109	6507	FCP
15150	4.147	11695	FCP
19310	4.008	6085	FCP
18240	4.024	6860	FCP
20570	4.073	5065	FCP
28310	4.278	2079	FCP
20680	4.073	4896	FCP
29800	4.351	1779	FCP
26460	4.206	2461	FCP
22900	4.355	3960	FCP
3190	4.614	895497	FCP
24130	4.165	3264	FCP
10920	4.233	30286	FCP
14720	4.389	12622	FCP
9510	4.439	44345	FCP
21610	4.241	4700	FCP
21530	4.184	4818	FCP
29520	3.858	1808	FCP
19000	4.155	6041	FCP
3540	4.488	734476	FCP
4370	4.288	447193	FCP
1640	5.37	1922351	FCP
3650	4.426	690622	FCP
5130	4.254	288645	FCP
8530	4.28	62829	FCP
12200	4.209	22339	FCP
24440	3.978	3222	FCP
21260	4.405	4981	FCP
660	5.675	1621399	FCP
5800	4.267	199970	FCP
8730	4.313	58224	FCP
16770	4.22	8661	FCP
11870	4.545	24132	FCP
15410	4.302	10854	FCP
25970	3.982	2692	FCP
20780	4.535	4921	FCP
26370	4.899	2561	FCP
27950	4.15	2212	FCP
24050	3.998	3388	FCP
27690	4.134	2257	FCP
29460	4.425	1910	FCP
2070	5.168	1616988	FCP
13940	4.392	14866	FCP
4070	4.342	537627	FCP
7030	4.294	113147	FCP
8260	4.296	69688	FCP
6420	4.22	149367	FCP
14340	4.209	13516	FCP
9440	4.283	45682	FCP
19650	3.944	5713	FCP
25750	4.198	2706	FCP
29600	5.502	1824	FCP
16190	4.218	9545	FCP
21380	4.346	4732	FCP
12900	4.13	19184	FCP
22670	4.1	4156	FCP
8920	4.178	54532	FCP
7290	4.249	100914	FCP
11750	4.196	24821	FCP
4870	4.26	331501	FCP
24200	4.634	3308	FCP
22230	3.829	4412	FCP
17320	4.127	8013	FCP
22420	3.885	4272	FCP
27420	4.545	2362	FCP
26430	4.613	2458	FCP
28810	3.985	1933	FCP
8380	4.308	66952	FCP
29920	3.764	1782	FCP
1280	5.578	2129370	FCP
1860	5.275	1767706	FCP
4420	4.281	436341	FCP
740	5.718	1786580	FCP
4220	4.336	490658	FCP
3820	4.387	625198	FCP
3970	4.362	570058	FCP
10570	4.59	32709	FCP
13620	4.238	15800	FCP
12550	4.255	20737	FCP
15720	4.405	10335	FCP
16710	4.514	8758	FCP
19440	3.969	5797	FCP
24980	4.012	3064	FCP
18830	4.092	6356	FCP
9580	4.357	43744	FCP
20980	4.122	4796	FCP
18910	4.09	6477	FCP
1030	5.661	2124447	FCP
6040	4.269	178099	FCP
5860	4.231	194032	FCP
4940	4.248	320856	FCP
28520	4.392	2009	FCP
4750	4.281	356516	FCP
9910	4.406	39115	FCP
24660	3.949	3015	FCP
13930	4.205	14914	FCP
17680	4.105	7437	FCP
25890	4.041	2644	FCP
28380	4.039	2011	FCP
29020	4.297	1935	FCP
24360	4.094	3196	FCP
7020	4.277	114020	FCP
16570	4.336	9001	FCP
25840	4.359	2603	FCP
8470	4.281	64352	FCP
10330	4.33	34840	FCP
26720	3.961	2367	FCP
15260	4.291	11153	FCP
25730	4.326	2796	FCP
