JS_SIZE,TTI,FREQ
499169,4108,3963
3337,5862,3963
78948,4111.5,3962
375940,4459,3962
911,5175,3962
2058,5864,3961
4008,7900,3961
823,4949,3961
3208,5955,3961
35828,5153,3960
3580,5341.5,3960
418404,5183,3959
2348,5597,3959
3811,6766.5,3958
3752,6337,3958
26695,4678,3958
157063,3041,3958
200538,6047.5,3956
3786,6268,3956
299469,4281,3955
43206,3413,3955
158686,2981.5,3954
26699,4564.5,3954
608,4697,3952
3207,5826,3951
15896,3809,3949
3575,5481,3949
2922,5999,3947
2886,5722,3947
480602,8664,3947
17813,6875.5,3946
2796,5830,3945
250963,3675.5,3944
383,4935,3944
290954,3963,3943
925,5002,3943
3059,5954,3941
28765,5414,3941
3833,6653,3940
3164,5864,3939
3450,6141,3937
36318,5236,3937
2899,5820,3937
12784,7661,3937
2320,5288,3935
3192,5688,3935
3723,6843,3934
1905,6212,3934
3029,6097.5,3934
437871,1569.5,3932
1930,5534,3932
1907,5852,3932
2349,5413,3931
2064,5668,3931
894,5135,3931
886,4972,3929
3513,5723,3929
3477,6140,3928
26700,4598,3924
1944,6003,3921
375360,4648,3921
3876,5926,3921
341,3598.5,3920
3117,5340.5,3920
905,5253.5,3920
11404,3907,3919
3733,7031.5,3918
3797,6692,3918
924,5035,3917
26606,6545.5,3916
2114,5407,3916
3485,5738,3915
36317,5380,3915
3826,7127,3915
3391,6969,3915
2389,5367,3915
5561,1382,3913
3104,5960.5,3912
10881,4450.5,3910
3497,5855,3909
2063,5770.5,3908
3213,6201.5,3906
26665,5550,3903
6632,746,3903
11647,6812,3901
247178,5248,3900
3742,6838,3899
10746,3380,3898
10747,3198.5,3898
15560,4779,3897
158324,2313,3897
3702,6418,3896
1938,5809.5,3896
433855,4091,3896
126,3660,3896
3704,6510.5,3896
897,4554,3895
42045,4423,3895
3886,7884,3895
3527,6376,3895
3075,5388,3895
3709,6794,3894
1906,6131,3890
58202,3402,3890
911387,43188,3889
1936,5833,3888
887,4764,3888
3926,6002,3887
4335,5195,3887
39366,1907,3885
26701,4494,3885
3191,5774,3884
26664,5630.5,3884
3030,5934,3883
3526,6486,3883
3116,5487,3883
2926,6363,3883
1931,5782.5,3880
11709,4723,3879
2960,5608,3879
3756,6191,3878
424371,5423,3877
592584,2415,3876
67217,4217,3876
31894,702,3876
4027,7565.5,3876
126288,6587,3875
953,5019,3875
419631,3349,3875
11243,3783.5,3874
3215,6160,3873
2342,5960.5,3872
698,4412.5,3872
11296,3627,3872
2957,5737,3870
911522,20963,3870
3223,5682,3869
3301,5929,3868
3218,6101,3868
3761,6117,3866
3210,5957,3865
3011,5731,3865
344547,4207,3865
15620,6228.5,3864
59915,7403.5,3864
3216,6118.5,3862
906,5054.5,3862
296628,4109.5,3862
22255,2327,3862
1940,6017,3860
11150,3904,3859
3650,6675,3858
26660,5868,3858
4035,7883,3857
442085,4591,3855
155511,4543,3855
3336,5839,3855
11719,4604,3854
3105,5642,3854
3448,6161,3853
3940,5427,3852
3996,7560,3851
3867,5531,3849
3034,5961,3849
3852,5110,3849
2897,5846.5,3848
3696,6332,3847
2958,5571.5,3846
3322,5991.5,3846
2929,5937,3845
3985,7699,3844
3214,6159.5,3844
4000,7652,3843
419677,2974,3843
22339,1451,3843
3103,5584.5,3842
2885,5691,3842
4111,5130.5,3842
3401,6250,3840
2896,5924,3839
26662,5722,3839
2117,5591.5,3838
1912,5875,3837
11149,3731,3837
2062,5707.5,3836
3074,5630,3835
3265,5933,3833
26663,5830.5,3832
3999,7680.5,3832
594,4928,3831
3043,5885,3829
28776,4546,3829
3982,7096,3827
97486,4338,3827
2921,5903,3826
158706,2752,3825
3703,6508,3825
3718,7155.5,3824
3492,6484.5,3824
26659,5949.5,3824
3022,5841,3823
15647,2768.5,3822
290955,4004,3821
212,4028,3821
144177,8343,3821
4203,6933.5,3818
493638,7956,3817
53002,3431.5,3816
1092289,5305,3815
3710,6583,3815
1917,6008,3814
71661,2970.5,3814
3035,6130,3813
26703,4555,3811
3493,6208,3811
3528,6325,3811
3986,7887,3811
3282,5946,3809
1946,5834,3809
3254,5859,3809
30736,2850,3808
11412,3747,3808
243,3909,3806
3525,6432,3806
8824,3499,3805
2116,5720,3803
3569,5002.5,3802
3896,6080,3802
3373,6421,3801
909840,22995.5,3800
681,4582,3799
3842,5775.5,3798
3400,6182,3798
3812,6782,3798
4016,7593.5,3796
908,4961,3795
3581,5663,3795
10878,4420,3793
26609,6397,3793
3607,6698.5,3792
11226,4308.5,3792
1916,5805,3791
564894,3950,3791
3209,5858,3791
2066,5792.5,3790
17862,4530.5,3790
96542,4507.5,3788
42729,12024.5,3788
10765,3450,3788
10728,3735,3787
2927,5964,3787
888,4728,3787
3917,6761.5,3786
3741,6865,3785
3033,5957,3785
26661,5890,3785
28772,4691,3785
3212,5892,3784
227,3940,3783
2115,5703,3783
10518,3400,3782
1937,6145,3781
164611,4446,3781
3711,6545.5,3780
926,4834,3779
3902,6702,3779
3524,6416.5,3778
299906,4285.5,3778
3799,6801,3777
3026,5870,3777
3219,6197,3777
2898,5707,3777
26611,6327,3775
3967,7439.5,3774
3832,6946.5,3774
26607,6448,3773
12253,4510.5,3772
2067,5868,3771
15768,4686,3771
26658,5829.5,3770
3163,6172,3770
3211,5907,3770
3674,6004,3770
433866,3682.5,3770
2930,6492,3769
377624,8503,3767
11184,3974,3765
31376,4509,3765
26579,6371,3765
6454,4819,3765
3375,6445,3765
14326,3229,3764
13482,6423,3764
4009,7708,3763
697,4410,3763
3941,6272,3762
3662,6380,3762
3020,6011,3760
3669,6864,3759
29861,3794.5,3758
1947,5815.5,3758
3025,6084,3757
162,1714,3757
604,4727,3757
3473,6271.5,3756
31307,5816,3755
3402,5980,3755
9824,4659,3754
3740,6870,3752
16169,4567.5,3752
917,5148.5,3750
5229,1729,3749
3036,6152.5,3748
3903,6811.5,3748
3374,6476.5,3748
3258,5973.5,3748
3338,6001,3747
3743,6818,3747
235714,5262,3746
11242,3818,3743
911967,37332,3743
3031,5795,3743
26608,6322.5,3742
132131,2743,3741
3115,5340.5,3740
4025,7687,3740
3717,6735,3739
950,5005,3739
43914,3054.5,3738
3670,6795,3738
359560,3746.5,3736
3410,5904,3735
36285,5349,3735
22253,2295,3734
3370,6456,3733
3813,6671,3732
3660,6548,3732
158705,2750.5,3732
3294,6485,3730
26578,6407.5,3730
407025,9344,3728
3900,6613.5,3728
137337,2538,3728
3372,6465,3727
3672,6691.5,3726
619,3695,3726
3393,6570,3725
56818,2011,3725
10885,4410,3725
15589,5249,3725
3828,7310.5,3724
10763,3457.5,3722
157024,2813,3721
3694,6430.5,3720
4024,8079,3719
4120,4472,3719
3376,6535,3718
3395,6385,3717
22346,2347,3716
3010,6047,3716
610326,2321,3715
344561,3132,3715
564843,4343.5,3714
413,4157,3714
3658,6504,3714
49351,2713.5,3714
1002255,7902,3713
4109,5132.5,3712
171828,5553,3711
3659,6884,3711
3433,5897.5,3710
3919,6615,3710
26702,4485,3709
4010,8010,3709
3042,5810,3709
3998,7171,3708
3032,5874,3708
3827,7070.5,3708
39360,2011,3707
127543,5177.5,3706
22461,2655.5,3706
3916,7154,3706
51062,2555,3705
3441,6319,3705
916,4995,3703
891,4744,3702
10771,3578.5,3702
441,5492,3702
10612,3602.5,3702
3984,7808,3701
498958,3768.5,3700
141762,1827,3699
3806,6557,3699
64348,20220,3698
4026,7451.5,3698
3593,6019,3697
3389,6890,3697
10745,3457,3696
3530,6129,3695
3835,6613.5,3694
129942,1305,3692
5562,1566,3692
1939,6009.5,3692
26577,6421,3691
3731,6909,3691
3472,6170,3691
2913,5852,3690
527581,6627,3689
9862,3619,3689
11413,4040.5,3688
3447,6215,3687
3712,6736,3687
4015,7409,3687
4011,7657,3686
23201,5241,3686
65884,4404.5,3686
3023,5986,3685
12532,5308,3685
327583,4114,3685
3727,6706,3684
3446,5935,3684
708837,11418.5,3684
2059,5776,3683
16282,4731,3682
3403,6050,3681
3006,5625,3681
3800,6617.5,3680
3255,6067.5,3680
4012,7570,3679
3912,7074,3677
36319,5353,3677
292,3722,3677
3801,6342,3676
290073,5028.5,3676
3340,5807,3675
97532,4135,3671
3377,6762,3671
36321,5334,3671
4279,7858.5,3670
3451,6101.5,3670
3663,6070,3669
3114,5557,3665
3894,7247,3665
2909,5467,3664
3664,5783,3662
10887,3832,3662
3592,5803.5,3662
3686,6421,3660
95899,2578,3660
377620,8600,3657
3449,6503,3657
3107,5704,3656
3442,6420,3656
10740,3377,3655
10753,3583,3654
167835,2949,3654
10748,3437,3653
2914,5999,3653
10744,3400,3652
3724,7008,3651
434,5254,3650
900,5159,3650
2920,5803,3649
419732,3467.5,3646
90594,3726,3646
27642,3901.5,3646
4839,5361,3643
419828,4428.5,3642
3108,5707,3642
3293,6507,3641
15630,7064,3640
2917,5783.5,3640
36320,5376,3639
3392,6716,3639
345706,4162,3639
317285,6499.5,3638
2928,6218,3638
3814,6845.5,3638
49400,1754,3637
144063,7849,3637
11577,4702.5,3636
4013,7434,3635
