DOM_SIZE,TTI,FREQ
4372,7087,21241
5092,6586,21230
5130,6553,21218
5508,5747,21184
4986,7334,21177
4971,7507.5,21172
4927,7022,21159
4996,7775,21159
5022,6314.5,21154
4731,6494,21145
4984,7169,21144
4957,7333.5,21128
4964,7365.5,21094
4983,7193,21087
4881,6851,21075
5023,6527,21071
5089,6606,21065
4637,6892,21062
5667,5958,21047
4869,6964,21035
4789,6527,20999
4966,7273,20995
4915,7821.5,20992
5289,5981.5,20974
5940,6098,20969
4388,6498,20969
5001,7233,20967
4790,6556,20962
4375,7021,20959
4919,7571,20951
4918,7530,20939
4956,7214,20920
4371,6868,20919
4958,7112,20913
5003,7169,20907
5091,6492,20893
5000,7211,20851
4899,6974,20839
4878,6947,20835
5090,6786,20826
5509,5803,20825
4873,6931,20819
4982,7168.5,20804
5659,5886,20799
5021,6685,20785
5445,6095,20778
4879,6988,20753
5507,5856,20736
5093,6748,20709
5890,6620.5,20704
4997,7399,20701
4788,6508,20689
5088,6616,20681
4905,6965,20653
4476,7189,20647
4697,6691,20646
5505,5813,20641
5010,7303.5,20636
4701,6638,20630
5094,6690,20606
4970,7523,20605
4725,6623,20603
5506,5790,20598
4965,7225,20590
5942,6178.5,20570
4368,6983,20569
4384,6819.5,20566
4365,6872,20565
4865,6731.5,20538
5004,7697,20499
4446,6614,20491
4369,6987,20484
5024,6530,20479
4706,6501,20437
4376,6983,20431
5478,6073.5,20418
4370,6878,20395
4378,7090,20390
4935,7255,20387
4998,7155,20387
52,1692,20374
4806,6755,20364
5654,5917,20356
4828,8394,20355
4787,6641,20325
4501,6354,20305
5032,6607,20281
4366,6898,20275
4367,6902,20273
4379,7006,20261
4377,6915,20222
5120,6583,20218
4636,6868,20217
5086,6759,20211
4389,6986,20203
5025,6572,20185
4928,7336.5,20158
4385,7034,20153
4502,6333.5,20152
4931,7328,20150
4864,7080.5,20136
4638,6916,20136
4739,6821.5,20132
5087,6592,20131
4717,6583,20126
4445,6973,20126
4698,6671.5,20116
5919,6261,20113
4805,6517,20110
4380,7056,20109
4479,7033,20107
5660,6274,20085
102,2292.5,20084
4484,6810.5,20080
5753,7264.5,20074
5050,7313,20053
4480,6782,20051
4784,6495,20029
4390,7148,20014
4481,6801,20011
5128,6756,20005
5027,6751,20001
5020,6659.5,19992
4967,7425,19991
4868,6918.5,19990
4791,6557,19986
5002,7329,19985
4477,6985,19978
5052,7344,19977
4813,6713,19972
5951,6414,19957
4926,7167,19957
4482,6758.5,19944
4700,6601,19897
5031,6719,19894
5016,7297,19893
4708,6731,19888
4499,6290.5,19888
4737,6731.5,19874
4738,6796.5,19862
5141,6673,19860
4934,7226,19858
4386,7222,19857
4930,7318.5,19852
4814,6801,19849
4500,6237,19833
4786,6608,19831
5825,8307.5,19818
4785,6578,19817
5034,6755,19807
5480,6103,19797
4740,6929,19797
4782,6655,19791
5499,6100,19790
4798,6637.5,19784
5132,6713,19782
4827,8366,19776
4773,6419,19772
4448,6440,19764
5932,6377,19761
4936,7163,19751
4920,7429,19747
4741,6984.5,19742
5051,7259,19742
4734,6862,19739
5124,6661.5,19734
4532,6628,19734
5085,6958,19733
5018,6954,19725
4742,6930.5,19724
4801,6516.5,19712
5657,6084,19711
4929,7355,19706
4783,6682,19702
4705,6499,19701
4387,7119,19697
5481,6369,19692
4381,7007,19677
4495,6531,19674
4582,6486,19673
4866,6722.5,19670
5017,7009,19669
4639,7387,19660
6314,5884,19659
4834,6636,19635
5305,7744.5,19634
4494,6732.5,19628
4442,6554,19626
5776,5809,19613
4709,6800.5,19598
4906,7386.5,19590
5716,6483,19575
5030,6828,19573
5503,5798,19570
4486,6648,19570
4916,7525.5,19562
5670,5952.5,19552
5026,6664,19548
5012,7211,19547
4485,6848,19547
4907,7444,19536
4913,7339,19534
4763,6515,19529
5956,6237,19515
4391,7127,19510
4761,6772,19503
4917,7451,19500
4723,6556.5,19498
4483,6757,19495
5688,6001.5,19494
4969,7525,19485
5501,5934.5,19482
5947,6363,19480
4802,6615,19479
4867,6959,19479
5824,9100,19477
5123,6658,19464
4911,7497,19463
4807,6735,19448
5934,6206.5,19444
5029,6701.5,19442
5483,6109,19439
4762,6681,19435
5488,6352,19431
5693,7352,19417
4803,6428,19405
5035,6734,19403
4968,7451,19403
4447,6677,19382
5915,5846,19382
5121,6790,19381
5954,6287,19379
6275,6521,19376
5131,6685,19375
5019,6827.5,19368
5955,6285,19366
4938,7282,19359
5498,6138.5,19350
4764,6612,19350
5899,6978,19348
4797,6630,19343
4732,6688,19327
5880,6499,19315
4933,7518,19313
5045,7195,19313
4449,6644,19302
4832,7298,19294
5129,6755,19289
4909,7599.5,19288
4908,7416,19287
4792,6669,19268
4937,7316,19265
4634,6905,19261
5015,7281,19259
5126,6832,19257
4781,6657,19250
4912,7320,19241
5028,6817.5,19238
4733,6809,19229
4777,6364.5,19218
5122,6745,19216
4758,6638,19215
5049,7449,19205
4470,6754,19199
4760,6816,19189
4392,7130,19185
4921,7279,19185
4444,6753,19179
5945,6496,19171
5014,7299,19157
5495,6512.5,19148
4704,6500,19145
5723,5985,19143
4757,6547,19131
4770,6654,19125
4586,6674.5,19112
5044,7409,19110
4815,6775,19095
4534,6577,19080
4808,6706.5,19078
4473,6883,19072
5127,6794.5,19056
5673,5923,19047
4778,6403,19042
4453,6579,19036
9,972,19034
4496,6571.5,19034
4809,6636,19033
4914,7432.5,19028
5489,6517.5,19026
4491,6738,19025
5011,7275,19013
4469,6760,19012
5500,6128,19010
4775,6529,19001
5082,6948,18999
4487,6750.5,18990
4780,6696.5,18986
5892,6747,18986
4472,6894,18984
4710,6846,18979
4632,7876,18979
4503,6202,18968
4443,6617,18967
4568,6581,18953
4703,6437,18952
4768,6706,18949
4932,7445,18943
4493,6641,18941
5830,7582,18938
4531,6535,18935
5782,6355.5,18930
4922,7496,18929
5013,7261,18925
4393,7188,18924
5882,6413,18910
5922,6392,18905
5953,6394,18884
4804,6627,18862
4811,6801,18860
4711,6823,18859
4794,6687,18859
5907,6606,18859
4743,7007.5,18848
5076,7373,18841
6038,6028,18841
5421,6519,18838
5477,6396,18837
4402,6999,18829
4863,7181,18827
6252,6487,18821
4535,6763,18816
4497,6549,18813
5486,6343,18812
4641,6954,18809
